timestamp,x (in radians/s),y (in radians/s),z (in radians/s)
1426433581.205233,-0.014799,-0.006212,-0.122369
1426433581.215239,-0.029640,0.000224,-0.118015
1426433581.225247,-0.036092,0.000341,-0.126499
1426433581.235253,-0.034012,-0.002825,-0.130778
1426433581.245259,-0.025556,-0.017805,-0.128740
1426433581.255265,-0.017176,-0.045554,-0.127808
1426433581.265272,-0.013075,-0.071108,-0.131106
1426433581.275278,-0.015256,-0.076390,-0.134306
1426433581.285283,-0.021588,-0.062488,-0.136358
1426433581.295289,-0.027886,-0.042196,-0.138389
1426433581.305296,-0.034140,-0.016599,-0.138274
1426433581.315302,-0.032953,0.006824,-0.138203
1426433581.325319,-0.030729,0.021702,-0.136037
1426433581.335325,-0.026444,0.020572,-0.131804
1426433581.345330,-0.022198,0.008772,-0.125476
1426433581.355336,-0.022181,0.001246,-0.118049
1426433581.365329,-0.023286,-0.009418,-0.115950
1426433581.375335,-0.027613,-0.014668,-0.121268
1426433581.385348,-0.035080,-0.008175,-0.127597
1426433581.395354,-0.037257,-0.004886,-0.136091
1426433581.405367,-0.029874,-0.009129,-0.142529
1426433581.415373,-0.023540,-0.013385,-0.146833
1426433581.425376,-0.017156,-0.008056,-0.151105
1426433581.435382,-0.013977,-0.004839,-0.155369
1426433581.445376,-0.012939,-0.006955,-0.157510
1426433581.455382,-0.016133,-0.006936,-0.157494
1426433581.465398,-0.021451,-0.005841,-0.157464
1426433581.475404,-0.027838,-0.010094,-0.154252
1426433581.485411,-0.033124,-0.016545,-0.144666
1426433581.495417,-0.036311,-0.019752,-0.141467
1426433581.505421,-0.037344,-0.012281,-0.142502
1426433581.515427,-0.037339,-0.000495,-0.149915
1426433581.525435,-0.036221,0.018730,-0.156245
1426433581.535441,-0.031837,0.030339,-0.147713
1426433581.545448,-0.028545,0.025909,-0.131776
1426433581.555454,-0.027432,0.018337,-0.120096
1426433581.565461,-0.029526,0.020449,-0.116885
1426433581.575467,-0.032656,0.031107,-0.115770
1426433581.585473,-0.043212,0.036412,-0.107184
1426433581.595479,-0.060132,0.041724,-0.095372
1426433581.605486,-0.079190,0.043843,-0.082496
1426433581.615492,-0.089804,0.036358,-0.072886
1426433581.625498,-0.083515,0.012861,-0.069801
1426433581.635504,-0.064483,-0.009594,-0.072099
1426433581.645512,-0.042149,-0.023629,-0.065869
1426433581.655518,-0.033505,-0.022764,-0.049941
1426433581.665523,-0.038661,-0.012226,-0.034977
1426433581.675529,-0.042899,-0.003651,-0.038122
1426433581.685537,-0.041969,-0.007775,-0.053043
1426433581.695543,-0.039971,-0.012981,-0.066909
1426433581.705549,-0.037806,-0.007678,-0.065838
1426433581.715555,-0.044054,-0.002458,-0.050886
1426433581.725562,-0.059881,0.000667,-0.033765
1426433581.735568,-0.079015,-0.005694,-0.025174
1426433581.745574,-0.095132,-0.022571,-0.032601
1426433581.755580,-0.099489,-0.021350,-0.046414
1426433581.765587,-0.087837,-0.015981,-0.058164
1426433581.775593,-0.061210,-0.012929,-0.059351
1426433581.785599,-0.037699,-0.005670,-0.053058
1426433581.795605,-0.022770,-0.012216,-0.045702
1426433581.805609,-0.022841,-0.030352,-0.042567
1426433581.815615,-0.035679,-0.041993,-0.042541
1426433581.825638,-0.058036,-0.039724,-0.043487
1426433581.835644,-0.075013,-0.019331,-0.049723
1426433581.845645,-0.080275,0.003136,-0.057075
1426433581.855651,-0.071690,0.015867,-0.057076
1426433581.865651,-0.052550,0.001851,-0.050830
1426433581.875657,-0.030327,-0.033483,-0.044669
1426433581.885663,-0.019782,-0.059145,-0.040548
1426433581.895669,-0.026198,-0.061218,-0.042652
1426433581.905681,-0.049621,-0.047147,-0.052070
1426433581.915687,-0.075246,-0.036188,-0.068939
1426433581.925694,-0.091273,-0.025305,-0.083727
1426433581.935700,-0.087073,-0.024183,-0.092260
1426433581.945705,-0.066949,-0.033814,-0.099844
1426433581.955711,-0.045756,-0.045601,-0.105311
1426433581.965712,-0.030897,-0.042411,-0.113891
1426433581.975718,-0.031988,-0.041299,-0.118140
1426433581.985735,-0.057478,-0.033727,-0.114794
1426433581.995741,-0.088340,-0.026064,-0.117809
1426433582.005737,-0.110855,-0.041820,-0.127329
1426433582.015743,-0.125917,-0.065123,-0.131589
1426433582.025760,-0.139796,-0.066068,-0.135781
1426433582.035766,-0.161125,-0.064830,-0.140993
1426433582.045764,-0.188758,-0.058301,-0.138705
