timestamp,x (in radians/s),y (in radians/s),z (in radians/s)
1426437771.367627,-0.005886,0.124834,-0.019788
1426437771.377633,-0.000658,0.135645,-0.040005
1426437771.387639,0.017380,0.142053,-0.052848
1426437771.397645,0.049249,0.135530,-0.058351
1426437771.407651,0.076820,0.117286,-0.060677
1426437771.417657,0.094736,0.089542,-0.066180
1426437771.427663,0.097776,0.072565,-0.074767
1426437771.437669,0.090239,0.067353,-0.082198
1426437771.447677,0.078473,0.063201,-0.086412
1426437771.457683,0.067744,0.056933,-0.092766
1426437771.467685,0.052589,0.050902,-0.121453
1426437771.477691,0.042686,0.029921,-0.149150
1426437771.487700,0.038262,-0.003080,-0.148172
1426437771.497706,0.031828,-0.046941,-0.123799
1426437771.507719,0.018132,-0.072775,-0.086556
1426437771.517725,-0.001738,-0.062394,-0.045971
1426437771.527709,-0.025831,-0.032736,-0.013818
1426437771.537715,-0.040499,-0.017943,0.007595
1426437771.547728,-0.047873,-0.021217,0.020395
1426437771.557734,-0.050086,-0.037179,0.020354
1426437771.567748,-0.058708,-0.036999,0.006559
1426437771.577754,-0.064029,-0.013386,-0.009306
1426437771.587761,-0.067203,0.013409,-0.025170
1426437771.597767,-0.058615,0.039001,-0.033645
1426437771.607775,-0.036125,0.059077,-0.030498
1426437771.617781,-0.007328,0.062066,-0.026374
1426437771.627787,0.020426,0.072536,-0.024348
1426437771.637793,0.040742,0.084104,-0.021218
1426437771.647799,0.049218,0.066955,-0.014929
1426437771.657805,0.045963,0.037032,-0.002237
1426437771.667814,0.026866,0.020975,0.018032
1426437771.677820,-0.000565,0.029391,0.045874
1426437771.687824,-0.028954,0.054833,0.075906
1426437771.697830,-0.046742,0.079199,0.100559
1426437771.707837,-0.052945,0.077928,0.126135
1426437771.717843,-0.053940,0.057477,0.149493
1426437771.727849,-0.064647,0.030812,0.160104
1426437771.737855,-0.090336,0.023625,0.147434
1426437771.747861,-0.118136,0.044303,0.117833
1426437771.757867,-0.137492,0.069313,0.075430
1426437771.767873,-0.139896,0.081465,0.030771
1426437771.777879,-0.128490,0.072137,-0.003381
1426437771.787880,-0.114890,0.051994,-0.021612
1426437771.797886,-0.104301,0.042358,-0.022761
1426437771.807906,-0.102081,0.044374,-0.012120
1426437771.817912,-0.107245,0.054923,0.001779
1426437771.827919,-0.122938,0.087899,0.015804
1426437771.837925,-0.132338,0.116668,0.020204
1426437771.847925,-0.126982,0.119812,0.022316
1426437771.857931,-0.107926,0.097327,0.023212
1426437771.867928,-0.081504,0.056684,0.025076
1426437771.877934,-0.051872,0.016002,0.029053
1426437771.887939,-0.029589,-0.010833,0.037371
1426437771.897945,-0.014618,-0.018505,0.051110
1426437771.907973,-0.009225,-0.017552,0.059603
1426437771.917979,-0.007058,-0.005818,0.056437
1426437771.927977,-0.004951,0.000630,0.048996
1426437771.937983,0.006664,-0.005746,0.040400
1426437771.947985,0.026781,-0.019657,0.034932
1426437771.957991,0.052309,-0.015483,0.028431
1426437771.967986,0.078931,-0.002776,0.019824
1426437771.977992,0.102292,0.000386,0.009072
1426437771.988005,0.113914,-0.009216,0.003660
1426437771.998011,0.117057,-0.018819,0.003613
1426437772.008025,0.112751,-0.026240,0.002546
1426437772.018031,0.103125,-0.031489,0.000447
1426437772.028041,0.091420,-0.023926,-0.003728
1426437772.038047,0.072220,-0.015195,-0.014249
1426437772.048033,0.056173,-0.009647,-0.027990
1426437772.058039,0.049828,0.006416,-0.033228
1426437772.068053,0.056266,0.002028,-0.023694
1426437772.078059,0.056215,-0.032214,-0.006773
1426437772.088072,0.038049,-0.049180,-0.003544
1426437772.098078,0.005044,-0.031839,-0.015033
1426437772.108085,-0.034313,-0.005931,-0.027526
1426437772.118091,-0.070386,0.026278,-0.032564
1426437772.128097,-0.088387,0.049842,-0.035590
1426437772.138103,-0.091661,0.039241,-0.038803
1426437772.148109,-0.086516,0.019067,-0.048475
1426437772.158115,-0.074964,0.005266,-0.060288
1426437772.168150,-0.062260,0.002068,-0.067813
1426437772.178156,-0.042103,-0.001173,-0.075376
1426437772.188164,-0.013442,0.001989,-0.089348
1426437772.198170,0.028035,0.015746,-0.105477
1426437772.208176,0.078060,0.019769,-0.111036
1426437772.218182,0.117355,-0.007133,-0.105998
1426437772.228188,0.133155,-0.041315,-0.105124
1426437772.238194,0.127780,-0.054085,-0.103010
1426437772.248200,0.105500,-0.046552,-0.097551
1426437772.258206,0.077907,-0.036858,-0.092059
1426437772.268212,0.056746,-0.025111,-0.082335
1426437772.278218,0.040987,-0.009207,-0.065171
1426437772.288226,0.028450,0.012005,-0.048007
1426437772.298232,0.020039,0.014063,-0.035184
1426437772.308238,0.016834,0.001230,-0.027758
1426437772.318244,0.016790,-0.014795,-0.022487
1426437772.328232,0.015659,-0.035075,-0.017226
1426437772.338238,0.013547,-0.050094,-0.004490
1426437772.348251,0.002022,-0.048119,0.018994
1426437772.358257,-0.025351,-0.033344,0.050050
1426437772.368274,-0.069739,-0.006704,0.075908
1426437772.378280,-0.116419,0.004074,0.091079
1426437772.388288,-0.153671,-0.005378,0.099750
1426437772.398294,-0.171943,-0.031858,0.095496
1426437772.408300,-0.171130,-0.058348,0.080502
1426437772.418306,-0.143748,-0.080639,0.055808
1426437772.428311,-0.101422,-0.098777,0.033182
1426437772.438317,-0.051526,-0.097807,0.012711
1426437772.448325,-0.013180,-0.090542,0.009350
1426437772.458331,-0.013057,-0.088554,0.024259
1426437772.468338,-0.060639,-0.061896,0.050133
1426437772.478344,-0.133541,0.010713,0.075218
1426437772.488350,-0.212945,0.087792,0.082254
1426437772.498356,-0.274519,0.139378,0.071020
1426437772.508360,-0.308766,0.153733,0.038237
1426437772.518366,-0.301749,0.134945,-0.006570
1426437772.528382,-0.257589,0.092513,-0.051640
1426437772.538388,-0.181576,0.028567,-0.093745
1426437772.548389,-0.092672,-0.029164,-0.125249
1426437772.558395,-0.012023,-0.058233,-0.141715
1426437772.568390,0.032756,-0.049990,-0.139782
1426437772.578396,0.028787,-0.011737,-0.127927
1426437772.588407,-0.027268,0.034210,-0.109399
1426437772.598413,-0.128083,0.070820,-0.089615
1426437772.608417,-0.238632,0.092666,-0.079412
1426437772.618423,-0.328143,0.086841,-0.084308
1426437772.628427,-0.376308,0.057418,-0.096939
1426437772.638433,-0.377719,0.016051,-0.114100
1426437772.648460,-0.341905,-0.017974,-0.142068
1426437772.658466,-0.283690,-0.038242,-0.174360
1426437772.668451,-0.217848,-0.040549,-0.195987
1426437772.678457,-0.164581,-0.025885,-0.202591
1426437772.688457,-0.133451,0.003636,-0.189875
1426437772.698463,-0.132057,0.041808,-0.172725
1426437772.708474,-0.150950,0.076952,-0.160805
1426437772.718480,-0.175234,0.099346,-0.148901
1426437772.728482,-0.187945,0.095048,-0.137142
1426437772.738488,-0.184890,0.057684,-0.129828
1426437772.748495,-0.167101,-0.003135,-0.129051
1426437772.758501,-0.136574,-0.060762,-0.135779
1426437772.768523,-0.095382,-0.104534,-0.149967
1426437772.778529,-0.054119,-0.137676,-0.161991
1426437772.788536,-0.016943,-0.154931,-0.162233
1426437772.798542,0.011907,-0.150937,-0.151718
1426437772.808549,0.026040,-0.117079,-0.136774
1426437772.818555,0.026468,-0.055440,-0.122736
1426437772.828562,0.016420,0.029628,-0.102180
1426437772.838568,0.008644,0.122008,-0.067774
1426437772.848574,0.013505,0.198411,-0.040934
1426437772.858580,0.029852,0.251447,-0.028067
1426437772.868586,0.069337,0.271476,-0.030328
1426437772.878592,0.130938,0.261667,-0.044506
1426437772.888598,0.210486,0.238011,-0.069464
1426437772.898604,0.302828,0.220691,-0.096594
1426437772.908612,0.393109,0.208658,-0.118375
1426437772.918618,0.470749,0.207247,-0.129412
1426437772.928624,0.534753,0.228169,-0.128597
1426437772.938630,0.573386,0.245790,-0.101054
1426437772.948635,0.570596,0.253873,-0.053110
1426437772.958641,0.507020,0.227049,0.006734
1426437772.968649,0.376229,0.157900,0.078483
1426437772.978655,0.190036,0.080539,0.151546
1426437772.988661,-0.011161,0.015181,0.203432
1426437772.998667,-0.173240,-0.047910,0.216808
1426437773.008673,-0.246153,-0.118676,0.198842
1426437773.018679,-0.210783,-0.228255,0.164241
1426437773.028685,-0.079686,-0.344695,0.120625
1426437773.038691,0.111056,-0.448637,0.070365
1426437773.048698,0.326190,-0.545092,0.001911
1426437773.058704,0.533780,-0.643534,-0.077158
1426437773.068718,0.710526,-0.764355,-0.135919
1426437773.078724,0.826686,-0.920337,-0.156171
1426437773.088721,0.854429,-1.127213,-0.146342
1426437773.098727,0.762821,-1.363294,-0.128562
1426437773.108731,0.555571,-1.509176,-0.117362
1426437773.118737,0.285882,-1.564051,-0.118327
1426437773.128751,0.044025,-1.607482,-0.107683
1426437773.138757,-0.162430,-1.483405,-0.037052
1426437773.148770,-0.425977,-0.885387,0.182322
1426437773.158776,-0.787829,0.080548,0.524750
1426437773.168758,-1.200235,0.875086,0.777446
1426437773.178764,-1.526280,1.168327,0.827936
