-0.17799717,-0.08846568,0.041567683,1.42643353203e+12,1.42643353218e+12,888888,0,157
-0.90471864,0.9827064,9.70911,1.42643353203e+12,1.42643353219e+12,777777,0,160
-5.326322e-07,0.07136793,-0.039414518,1.42643353228e+12,1.42643353229e+12,888888,253,8
-1.181044,1.25514,9.637559,1.42643353228e+12,1.42643353229e+12,777777,253,11
29.09999,4.5,-36.899994,1.42643353228e+12,1.42643353229e+12,999999,254,12
-5.326322e-07,0.018052237,-0.022338063,1.42643353233e+12,1.42643353233e+12,888888,302,5
-1.1883788,1.3572277,9.729617,1.42643353233e+12,1.42643353235e+12,777777,302,20
28.799988,5.399994,-36.299988,1.42643353233e+12,1.42643353235e+12,999999,302,21
-0.0404662,0.04146675,0.036285568,1.42643353237e+12,1.42643353238e+12,888888,342,8
-1.2168196,1.4165044,9.736203,1.42643353237e+12,1.42643353238e+12,777777,342,15
29.09999,6.299988,-35.699997,1.42643353237e+12,1.42643353238e+12,999999,342,16
0.040506415,0.0361106,-5.326322e-07,1.42643353243e+12,1.42643353243e+12,888888,401,3
-1.2163706,1.4347664,9.711505,1.42643353243e+12,1.42643353244e+12,777777,401,9
29.399994,5.699997,-35.09999,1.42643353243e+12,1.42643353244e+12,999999,401,12
0.06392758,-5.326322e-07,-0.035116974,1.42643353248e+12,1.42643353248e+12,888888,451,3
-1.2404704,1.4473403,9.5793295,1.42643353248e+12,1.42643353248e+12,777777,451,7
28.5,6,-34.5,1.42643353248e+12,1.42643353249e+12,999999,451,8
0.05430079,0.0861514,-0.07343241,1.42643353253e+12,1.42643353253e+12,888888,502,3
-1.3058844,1.4548247,9.604627,1.42643353253e+12,1.42643353254e+12,777777,502,6
28.5,6,-33.899994,1.42643353253e+12,1.42643353254e+12,999999,501,9
-5.326322e-07,0.03387195,-0.0254252,1.42643353257e+12,1.42643353258e+12,888888,540,8
-1.3919554,1.4920971,9.570349,1.42643353257e+12,1.42643353259e+12,777777,541,20
28.5,6.299988,-33.59999,1.42643353257e+12,1.42643353259e+12,999999,540,22
-5.326322e-07,-0.054572165,-0.045635395,1.42643353263e+12,1.42643353263e+12,888888,602,1
-1.4001883,1.5618521,9.480685,1.42643353263e+12,1.42643353264e+12,777777,602,8
28.199997,6.599991,-34.199997,1.42643353263e+12,1.42643353264e+12,999999,602,10
-0.028785042,-0.052381717,-0.07435173,1.42643353268e+12,1.42643353268e+12,888888,651,1
-1.2889695,1.5563136,9.411678,1.42643353268e+12,1.42643353268e+12,777777,650,5
29.09999,6.599991,-34.199997,1.42643353268e+12,1.42643353268e+12,999999,650,6
-0.054361776,-0.19839671,-0.18092744,1.42643353273e+12,1.42643353273e+12,888888,701,1
-1.1898756,1.5314653,9.449999,1.42643353273e+12,1.42643353273e+12,777777,701,5
29.09999,6.899994,-34.5,1.42643353273e+12,1.42643353274e+12,999999,701,9
-0.10872009,-0.26128194,-0.16600548,1.42643353277e+12,1.42643353277e+12,888888,740,3
-0.9833052,1.4721886,9.625733,1.42643353277e+12,1.42643353277e+12,777777,740,6
28.199997,7.5,-34.5,1.42643353277e+12,1.42643353278e+12,999999,741,8
-0.1300371,-0.16961859,-0.112712964,1.42643353283e+12,1.42643353283e+12,888888,801,1
-0.7833211,1.5169455,9.485624,1.42643353283e+12,1.42643353283e+12,777777,801,5
27.899994,8.699997,-35.09999,1.42643353283e+12,1.42643353283e+12,999999,801,6
-0.23555633,-0.29325718,-0.07434241,1.42643353288e+12,1.42643353288e+12,888888,852,1
-0.5816904,1.9696041,9.652528,1.42643353288e+12,1.42643353288e+12,777777,852,5
