timestamp,x (in radians/s),y (in radians/s),z (in radians/s)
1426433218.383357,-0.010329,0.007162,0.037334
1426433218.393363,0.003620,0.019812,0.042628
1426433218.403370,0.011218,0.033523,0.052216
1426433218.413376,0.019713,0.029214,0.052160
1426433218.423395,0.024984,0.020673,0.051041
1426433218.433401,0.022872,0.027096,0.048944
1426433218.443396,0.013295,0.025001,0.051114
1426433218.453402,-0.003764,0.017623,0.053303
1426433218.463412,-0.015538,0.005976,0.053324
1426433218.473418,-0.017715,-0.004672,0.054364
1426433218.483431,-0.018728,0.000629,0.057580
1426433218.493437,-0.017575,0.014447,0.059749
1426433218.503420,-0.021767,0.027252,0.059812
1426433218.513426,-0.027141,0.025203,0.054509
1426433218.523436,-0.030426,0.015687,0.049172
1426433218.533442,-0.037920,0.009350,0.048124
1426433218.543460,-0.048595,0.007302,0.046041
1426433218.553466,-0.053939,0.012718,0.039698
1426433218.563472,-0.050699,0.024435,0.037592
1426433218.573478,-0.034721,0.031838,0.033278
1426433218.583486,-0.014591,0.023273,0.025698
1426433218.593492,-0.002899,0.031806,0.017151
1426433218.603499,-0.002846,0.051037,0.010827
1426433218.613505,-0.001784,0.059612,0.004462
1426433218.623506,0.000332,0.058545,0.003384
1426433218.633512,-0.002864,0.062853,0.000220
1426433218.643524,-0.009348,0.055506,-0.007223
1426433218.653530,-0.011566,0.041693,-0.009387
1426433218.663537,-0.011677,0.012888,-0.004158
1426433218.673543,-0.010704,-0.013804,0.002137
1426433218.683553,-0.021388,-0.022273,0.003227
1426433218.693559,-0.034085,-0.000859,-0.000897
1426433218.703563,-0.030834,0.012988,-0.002997
1426433218.713569,-0.014945,0.003352,-0.007366
1426433218.723575,0.002010,-0.010581,-0.008561
1426433218.733581,0.004122,-0.017004,-0.006463
1426433218.743588,-0.008606,0.000160,-0.011667
1426433218.753594,-0.021399,0.018480,-0.026446
1426433218.763601,-0.022485,0.020657,-0.030692
1426433218.773607,-0.016084,0.015245,-0.025419
1426433218.783614,-0.009678,0.014113,-0.022261
1426433218.793620,-0.006453,0.018344,-0.021198
1426433218.803627,-0.007473,0.026870,-0.021165
1426433218.813633,-0.014869,0.030058,-0.015795
1426433218.823639,-0.020240,0.022643,-0.016858
1426433218.833645,-0.016076,0.015235,-0.024354
1426433218.843653,-0.011905,0.007816,-0.030787
1426433218.853659,-0.010880,-0.002861,-0.028698
1426433218.863665,-0.019426,-0.022073,-0.019137
1426433218.873671,-0.041879,-0.044339,-0.015905
1426433218.883692,-0.063303,-0.061206,-0.021176
1426433218.893698,-0.081492,-0.064206,-0.030676
1426433218.903693,-0.091013,-0.049221,-0.032708
1426433218.913699,-0.086585,-0.024801,-0.027328
1426433218.923712,-0.068453,-0.024945,-0.023160
1426433218.933718,-0.049298,-0.023970,-0.025382
1426433218.943725,-0.037596,-0.009016,-0.037101
1426433218.953731,-0.031174,0.004842,-0.042410
1426433218.963717,-0.030061,0.007991,-0.038147
1426433218.973723,-0.034324,0.002660,-0.034950
1426433218.983743,-0.037632,-0.014331,-0.038183
1426433218.993749,-0.036661,-0.029227,-0.040366
1426433219.003743,-0.031356,-0.028162,-0.043582
1426433219.013749,-0.024925,-0.018604,-0.044647
1426433219.023754,-0.018460,-0.010161,-0.040394
1426433219.033760,-0.020453,0.003615,-0.031822
1426433219.043774,-0.026778,0.011076,-0.028573
1426433219.053780,-0.038499,0.007939,-0.027460
1426433219.063780,-0.047104,-0.010127,-0.026412
1426433219.073786,-0.053575,-0.033571,-0.021134
1426433219.083804,-0.055693,-0.038935,-0.015818
1426433219.093810,-0.051510,-0.044223,-0.022244
1426433219.103817,-0.046224,-0.037773,-0.031830
1426433219.113823,-0.038750,-0.026050,-0.037151
1426433219.123843,-0.032347,-0.021817,-0.038234
1426433219.133849,-0.026027,-0.030343,-0.041487
1426433219.143847,-0.021815,-0.034597,-0.044715
1426433219.153853,-0.023918,-0.024970,-0.047867
1426433219.163859,-0.026023,-0.011052,-0.054198
1426433219.173865,-0.026013,0.006089,-0.064787
1426433219.183872,-0.017558,0.009337,-0.075464
1426433219.193878,0.010142,0.004867,-0.070294
1426433219.203885,0.044217,-0.003910,-0.064105
1426433219.213891,0.053565,-0.005812,-0.093965
1426433219.223898,0.045993,-0.002402,-0.112014
1426433219.233904,0.035373,0.002984,-0.111943
1426433219.243911,0.030104,0.007234,-0.107645
1426433219.253917,0.034426,0.014635,-0.104448
1426433219.263924,0.048383,0.019769,-0.092791
1426433219.273930,0.056811,0.010185,-0.098187
1426433219.283937,0.068447,0.004854,-0.104650
1426433219.293943,0.084396,-0.007004,-0.099446
1426433219.303950,0.107836,-0.028600,-0.082601
1426433219.313956,0.107751,-0.040285,-0.085832
1426433219.323962,0.089522,-0.043234,-0.100654
1426433219.333968,0.068093,-0.047230,-0.115464
1426433219.343975,0.062592,-0.053407,-0.134619
1426433219.353981,0.068657,-0.069115,-0.166637
1426433219.363989,0.072661,-0.087042,-0.188006
1426433219.373995,0.056583,-0.088959,-0.200707
1426433219.383994,0.016121,-0.066210,-0.216399
1426433219.394000,-0.037041,-0.031692,-0.229860
1426433219.404015,-0.086974,-0.009029,-0.230601
1426433219.414021,-0.122071,-0.012093,-0.222984
1426433219.424028,-0.144516,-0.034369,-0.218687
1426433219.434034,-0.156421,-0.072652,-0.217689
1426433219.444040,-0.162060,-0.120465,-0.226334
1426433219.454046,-0.165529,-0.154406,-0.239202
1426433219.464054,-0.160369,-0.167095,-0.252044
1426433219.474060,-0.148597,-0.140436,-0.262661
1426433219.484067,-0.138758,-0.083996,-0.267847
1426433219.494073,-0.127664,-0.016008,-0.255970
