timestamp,x (in microteslas),y (in microteslas),z (in microteslas)
1426433218.248869,-5.857391,28.942383,-245.630615
1426433218.268680,-7.063324,28.425552,-244.798523
1426433218.288488,-4.823746,29.286942,-245.630615
1426433218.308300,-6.374222,28.081009,-244.798523
1426433218.328115,-6.374222,28.770111,-244.465698
1426433218.347937,-7.752441,29.114655,-244.465698
1426433218.367755,-7.235611,28.597824,-244.964951
1426433218.387562,-6.029678,29.459213,-244.465698
1426433218.407371,-6.891052,29.976044,-244.632111
1426433218.427197,-6.546494,28.597824,-245.963440
1426433218.447015,-6.891052,29.631485,-245.297775
1426433218.466820,-8.441544,28.770111,-245.131363
1426433218.486629,-6.374222,28.770111,-245.131363
1426433218.506443,-7.063324,30.148315,-245.464188
1426433218.526256,-5.857391,28.597824,-245.630615
1426433218.546074,-6.718781,29.114655,-245.797028
1426433218.565901,-6.374222,29.459213,-245.131363
1426433218.585683,-6.201950,29.286942,-245.297775
1426433218.605523,-6.374222,29.459213,-245.464188
1426433218.625327,-7.924713,28.942383,-243.966446
1426433218.645146,-7.407883,28.081009,-245.131363
1426433218.664970,-6.718781,29.114655,-245.797028
1426433218.684772,-7.407883,29.803772,-245.464188
1426433218.704582,-7.407883,27.391891,-244.798523
1426433218.724408,-6.546494,28.942383,-244.964951
1426433218.744220,-7.235611,27.564178,-244.964951
1426433218.764047,-6.546494,28.597824,-245.297775
1426433218.783833,-5.685120,29.459213,-245.131363
1426433218.803662,-7.063324,29.114655,-244.798523
1426433218.823456,-7.924713,27.219620,-244.964951
1426433218.843273,-5.857391,29.631485,-244.964951
1426433218.863088,-5.857391,29.631485,-245.630615
1426433218.882898,-6.029678,28.770111,-245.464188
1426433218.902734,-6.374222,28.770111,-245.797028
1426433218.922540,-7.235611,29.286942,-243.966446
1426433218.942345,-6.374222,28.425552,-244.798523
1426433218.962158,-6.718781,28.770111,-245.131363
1426433218.981967,-6.374222,27.391891,-245.464188
1426433219.001788,-6.374222,29.114655,-245.464188
1426433219.021585,-8.269257,27.908722,-245.630615
1426433219.041397,-7.407883,29.114655,-245.131363
1426433219.061205,-6.029678,28.770111,-244.798523
1426433219.081016,-6.374222,29.803772,-244.798523
1426433219.100829,-7.235611,29.631485,-244.964951
1426433219.120639,-6.718781,29.114655,-244.465698
1426433219.140465,-6.891052,29.631485,-243.966446
1426433219.160269,-6.029678,28.770111,-245.131363
1426433219.180078,-7.752441,28.770111,-245.464188
1426433219.199896,-6.891052,29.631485,-245.630615
1426433219.219719,-7.580154,29.976044,-244.632111
1426433219.239525,-7.235611,29.631485,-246.296280
1426433219.258630,-5.512848,29.286942,-245.963440
1426433219.278432,-5.512848,29.976044,-244.964951
