timestamp,x (in G's),y (in G's),z (in G's)
1426433258.396830,-0.027496,-0.080414,-1.005417
1426433258.406655,-0.035507,-0.089920,-0.984985
1426433258.416463,-0.026627,-0.106903,-0.980530
1426433258.426297,-0.011642,-0.121780,-0.983032
1426433258.436121,0.001968,-0.134201,-0.998428
1426433258.445945,0.007462,-0.132385,-1.011017
1426433258.455768,0.007858,-0.123978,-1.020569
1426433258.465579,0.006393,-0.118027,-1.019958
1426433258.475412,0.001938,-0.114365,-1.018814
1426433258.485251,-0.002594,-0.107635,-1.013229
1426433258.495062,-0.001724,-0.101730,-1.006454
1426433258.504876,-0.000931,-0.098251,-1.001236
1426433258.514711,-0.002853,-0.098694,-1.003494
1426433258.524534,0.001328,-0.106110,-1.007858
1426433258.534368,0.006531,-0.120590,-1.000137
1426433258.544182,0.012360,-0.131104,-0.986862
1426433258.554007,0.017761,-0.136383,-0.986023
1426433258.563830,0.019180,-0.137924,-0.991302
1426433258.573653,0.017105,-0.134232,-0.986328
1426433258.583476,0.016602,-0.131958,-0.982895
1426433258.593299,0.015503,-0.126114,-0.977921
1426433258.603123,0.007996,-0.125977,-0.981857
1426433258.612948,0.013580,-0.128036,-0.989822
1426433258.622771,0.026337,-0.132111,-0.999176
1426433258.632595,0.035217,-0.127975,-1.005798
1426433258.642417,0.031219,-0.129074,-1.004547
1426433258.652240,0.017990,-0.127319,-0.999985
1426433258.662057,0.017075,-0.126038,-0.992676
1426433258.671890,0.021378,-0.120850,-0.988434
1426433258.681712,0.027786,-0.124695,-0.985214
1426433258.691535,0.024429,-0.131256,-0.986847
1426433258.701357,0.017334,-0.144516,-0.993011
1426433258.711182,0.012222,-0.144516,-1.000946
1426433258.721005,0.022644,-0.137634,-1.001694
1426433258.730829,0.018631,-0.138779,-0.983093
1426433258.740652,0.016403,-0.145630,-0.966141
1426433258.750477,0.019547,-0.153168,-0.969238
1426433258.760311,0.025925,-0.154221,-0.976578
1426433258.770122,0.026413,-0.152573,-0.984589
1426433258.779956,0.020569,-0.147415,-0.990646
1426433258.789759,0.013611,-0.145554,-1.001465
1426433258.799588,0.013748,-0.139511,-1.011856
1426433258.809408,0.013718,-0.129379,-1.008896
1426433258.819235,0.014175,-0.128952,-0.996445
1426433258.829068,0.013367,-0.137192,-0.984482
1426433258.838896,0.016815,-0.143890,-0.984940
1426433258.848721,0.024170,-0.143600,-0.983719
1426433258.858538,0.024292,-0.139786,-0.978897
1426433258.868337,0.020142,-0.136627,-0.969589
1426433258.878185,0.021851,-0.138367,-0.969009
1426433258.888009,0.022827,-0.139816,-0.977371
1426433258.897824,0.020096,-0.136902,-0.979706
1426433258.907646,0.019623,-0.141159,-0.979324
1426433258.917478,0.016281,-0.147293,-0.979370
1426433258.927285,0.016998,-0.154663,-0.986160
1426433258.937109,0.020477,-0.153809,-0.990540
1426433258.946927,0.024155,-0.148056,-0.985046
1426433258.956753,0.018814,-0.146530,-0.983597
1426433258.966575,0.012405,-0.154327,-0.987289
1426433258.976399,0.009216,-0.158813,-0.987839
1426433258.986221,0.010529,-0.163742,-0.993317
1426433258.996045,0.015671,-0.157791,-0.994965
1426433259.005879,0.020721,-0.151062,-0.988541
1426433259.015710,0.014389,-0.151505,-0.984100
1426433259.025520,0.016052,-0.159439,-0.987930
1426433259.035339,0.011856,-0.164078,-0.997055
1426433259.045168,0.017563,-0.165619,-1.003784
1426433259.054986,0.023010,-0.158478,-1.005630
1426433259.064814,0.015976,-0.156937,-1.001175
1426433259.074637,0.007858,-0.159042,-0.995010
1426433259.084462,0.008377,-0.157822,-1.001312
1426433259.094295,0.014664,-0.157410,-1.003082
1426433259.104112,0.019302,-0.157272,-1.009140
1426433259.113935,0.026428,-0.157867,-1.010849
1426433259.123760,0.028824,-0.160385,-1.007797
1426433259.133586,0.028976,-0.163406,-1.004395
1426433259.143409,0.027954,-0.163437,-1.001816
1426433259.153232,0.024475,-0.158951,-0.992920
1426433259.163055,0.019058,-0.155762,-0.974655
1426433259.172878,0.014099,-0.157623,-0.967300
1426433259.182702,0.008682,-0.156982,-0.975662
1426433259.192525,0.012909,-0.154602,-0.983353
1426433259.202346,0.015182,-0.148682,-0.977722
1426433259.212170,0.014313,-0.143555,-0.973541
1426433259.221993,0.010437,-0.141083,-0.970093
1426433259.231816,0.011658,-0.141693,-0.974686
1426433259.241623,0.012711,-0.145599,-0.980576
1426433259.251449,0.010300,-0.146835,-0.972626
1426433259.261276,0.004227,-0.151215,-0.955215
1426433259.271115,-0.000397,-0.156769,-0.935562
1426433259.280932,-0.000153,-0.164368,-0.930267
1426433259.290754,0.000198,-0.170624,-0.934082
1426433259.300577,-0.004288,-0.169159,-0.948746
1426433259.310400,-0.005920,-0.165985,-0.956696
1426433259.320224,-0.007401,-0.160614,-0.958603
1426433259.330047,-0.015289,-0.161728,-0.945602
1426433259.339869,-0.023453,-0.165390,-0.936798
1426433259.349698,-0.027512,-0.166855,-0.925629
1426433259.359517,-0.029953,-0.166336,-0.913467
1426433259.369351,-0.028885,-0.163101,-0.901733
1426433259.379162,-0.032303,-0.157913,-0.909821
1426433259.388974,-0.036179,-0.152878,-0.931564
1426433259.398808,-0.034363,-0.145676,-0.962585
1426433259.408643,-0.031464,-0.140610,-0.988998
1426433259.418455,-0.029144,-0.137192,-1.009552
1426433259.428281,-0.031845,-0.140793,-1.040985
1426433259.438101,-0.030563,-0.146347,-1.059906
1426433259.447934,-0.026840,-0.151505,-1.066422
1426433259.457745,-0.031616,-0.157639,-1.055786
1426433259.467566,-0.045425,-0.167786,-1.032166
1426433259.477394,-0.051529,-0.182556,-1.010468
1426433259.487210,-0.062485,-0.193588,-1.000366
1426433259.497042,-0.064148,-0.203323,-1.000366
1426433259.506867,-0.060974,-0.205780,-0.998001
1426433259.516689,-0.055481,-0.210358,-0.994904
1426433259.526525,-0.052643,-0.207092,-1.010635
1426433259.536337,-0.048340,-0.206619,-1.019821
1426433259.546149,-0.045944,-0.205399,-1.021042
1426433259.555984,-0.039017,-0.210571,-1.020401
1426433259.565797,-0.028793,-0.218933,-1.011856
1426433259.575619,-0.021652,-0.228516,-0.988098
