timestamp,x (in G's),y (in G's),z (in G's)
1426433196.793744,0.022781,-0.140518,-0.998886
1426433196.803540,0.020889,-0.128738,-0.986649
1426433196.813384,0.017227,-0.119385,-0.985336
1426433196.823182,0.008347,-0.113144,-0.991348
1426433196.833007,0.007401,-0.110260,-0.996948
1426433196.842834,0.008926,-0.102661,-1.008133
1426433196.852663,0.012192,-0.101852,-1.023041
1426433196.862473,0.018311,-0.096985,-1.021835
1426433196.872308,0.019440,-0.098190,-1.012756
1426433196.882119,0.017838,-0.102463,-0.995605
1426433196.891952,0.019562,-0.106934,-0.981628
1426433196.901765,0.022110,-0.117538,-0.972717
1426433196.911600,0.023880,-0.125275,-0.972275
1426433196.921422,0.028809,-0.126770,-0.979996
1426433196.931242,0.027222,-0.120529,-0.982025
1426433196.941063,0.023758,-0.114212,-0.988602
1426433196.950885,0.019379,-0.117157,-0.991119
1426433196.960708,0.019852,-0.117584,-0.990799
1426433196.970529,0.020508,-0.108978,-0.990997
1426433196.980353,0.022781,-0.114304,-0.997208
1426433196.990174,0.031799,-0.109741,-1.005981
1426433196.999996,0.025284,-0.113037,-1.007950
1426433197.009827,0.025742,-0.116318,-1.010254
1426433197.019640,0.035080,-0.106903,-1.006714
1426433197.029462,0.034424,-0.107056,-0.996155
1426433197.039284,0.037476,-0.113861,-0.997955
1426433197.049106,0.041641,-0.117371,-1.001892
1426433197.058935,0.033173,-0.115952,-1.006287
1426433197.068749,0.023941,-0.116318,-1.011246
1426433197.078569,0.023026,-0.106842,-1.005814
1426433197.088392,0.018860,-0.103485,-1.001358
1426433197.098216,0.024719,-0.105087,-0.996399
1426433197.108039,0.029205,-0.111649,-0.989105
1426433197.117860,0.028397,-0.121002,-0.991302
1426433197.127682,0.028549,-0.123260,-0.994751
1426433197.137505,0.025360,-0.118317,-0.990692
1426433197.147329,0.026962,-0.114532,-0.985977
1426433197.157135,0.022552,-0.115891,-0.982025
1426433197.166962,0.017975,-0.122147,-0.978851
1426433197.176784,0.020721,-0.120987,-0.988037
1426433197.186625,0.024414,-0.115768,-0.993912
1426433197.196441,0.027863,-0.117584,-0.999176
1426433197.206266,0.027267,-0.122223,-1.004425
1426433197.216088,0.022903,-0.119781,-1.005814
1426433197.225906,0.017899,-0.110489,-1.004196
1426433197.235739,0.011520,-0.110458,-1.003815
1426433197.245565,0.010468,-0.109955,-1.008148
1426433197.255385,0.016037,-0.109848,-1.001099
1426433197.265195,0.024628,-0.109314,-0.995178
1426433197.275029,0.030731,-0.113129,-0.995865
1426433197.284856,0.037399,-0.119797,-0.997955
1426433197.294659,0.039383,-0.119186,-0.993805
1426433197.304473,0.037109,-0.114853,-0.985977
1426433197.314304,0.039658,-0.113373,-0.980011
1426433197.324143,0.039902,-0.115799,-0.983032
1426433197.333946,0.035553,-0.119125,-0.987701
1426433197.343781,0.035202,-0.117813,-0.998032
1426433197.353590,0.035187,-0.111115,-0.998459
1426433197.363412,0.029984,-0.108078,-0.998367
1426433197.373236,0.029770,-0.109146,-1.001556
1426433197.383051,0.026413,-0.107803,-1.003830
1426433197.392879,0.022919,-0.112808,-1.007675
1426433197.402699,0.021362,-0.106216,-1.011108
1426433197.412522,0.022354,-0.100937,-1.003967
1426433197.422337,0.025894,-0.105286,-1.000656
1426433197.432171,0.035034,-0.106445,-0.999008
1426433197.441980,0.035950,-0.113449,-0.998596
1426433197.451813,0.038025,-0.118011,-0.999374
1426433197.461636,0.037125,-0.118454,-1.004181
1426433197.471457,0.033875,-0.115601,-1.002869
1426433197.481280,0.034698,-0.109238,-0.995255
1426433197.491109,0.031265,-0.104340,-0.988846
1426433197.500923,0.027069,-0.105240,-0.980621
1426433197.510743,0.026215,-0.109543,-0.981613
1426433197.520565,0.030624,-0.107315,-0.986710
1426433197.530387,0.031952,-0.104019,-0.984436
1426433197.540208,0.035889,-0.103058,-0.980133
1426433197.550029,0.037308,-0.110367,-0.979691
1426433197.559851,0.039093,-0.115433,-0.988785
1426433197.569673,0.046417,-0.111084,-0.993759
1426433197.579495,0.044693,-0.106918,-0.996933
1426433197.589316,0.048203,-0.100952,-0.999146
1426433197.599136,0.044754,-0.104782,-0.997971
1426433197.608958,0.044464,-0.106918,-0.998093
