timestamp,x (in radians/s),y (in radians/s),z (in radians/s)
1426433196.920178,-0.068913,0.039692,0.012183
1426433196.930172,-0.095446,0.040809,0.022965
1426433196.940178,-0.112517,0.035592,0.021968
1426433196.950187,-0.115684,0.037720,0.024120
1426433196.960193,-0.109216,0.048303,0.027316
1426433196.970207,-0.098585,0.058983,0.017717
1426433196.980213,-0.083699,0.061067,0.013392
1426433196.990196,-0.070998,0.055730,0.006924
1426433197.000202,-0.057198,0.052485,0.003651
1426433197.010215,-0.043402,0.037455,0.007791
1426433197.020221,-0.034957,0.023561,0.007703
1426433197.030236,-0.037127,0.020409,0.004510
1426433197.040242,-0.048807,0.020436,0.008827
1426433197.050245,-0.060539,0.018383,0.007814
1426433197.060251,-0.063780,0.021678,-0.000676
1426433197.070262,-0.057452,0.013141,-0.002864
1426433197.080268,-0.047922,0.007791,-0.006123
1426433197.090275,-0.037335,0.009951,-0.015749
1426433197.100281,-0.026776,0.010001,-0.027512
1426433197.110289,-0.021470,0.014281,-0.032847
1426433197.120295,-0.026762,0.021777,-0.033860
1426433197.130300,-0.033202,0.016519,-0.037039
1426433197.140306,-0.036465,0.008048,-0.040244
1426433197.150320,-0.034409,0.001696,-0.045598
1426433197.160326,-0.036491,0.012369,-0.046617
1426433197.170326,-0.039668,0.026303,-0.054008
1426433197.180332,-0.037579,0.026341,-0.059341
1426433197.190339,-0.026954,0.022020,-0.059408
1426433197.200345,-0.020594,0.013443,-0.057338
1426433197.210352,-0.020672,0.001748,-0.059505
1426433197.220358,-0.026115,-0.008790,-0.068029
1426433197.230365,-0.032565,-0.009748,-0.075452
1426433197.240371,-0.035747,-0.001169,-0.079666
1426433197.250386,-0.020836,0.007316,-0.085035
1426433197.260392,-0.000576,0.018955,-0.089356
1426433197.270390,0.016516,0.029507,-0.089407
1426433197.280396,0.021870,0.033726,-0.088355
1426433197.290403,0.017544,0.020971,-0.088375
1426433197.300409,0.006800,-0.000288,-0.086262
1426433197.310416,-0.010310,-0.020466,-0.081985
1426433197.320422,-0.034845,-0.035275,-0.077653
1426433197.330429,-0.055108,-0.041549,-0.077573
1426433197.340435,-0.061504,-0.038287,-0.080724
1426433197.350442,-0.048745,-0.037265,-0.083978
1426433197.360448,-0.024234,-0.033146,-0.084086
1426433197.370455,-0.005006,-0.025831,-0.080965
1426433197.380461,-0.000710,-0.017326,-0.082023
1426433197.390468,-0.004965,-0.011946,-0.085177
1426433197.400474,-0.009273,-0.015076,-0.089424
1426433197.410481,-0.011511,-0.023503,-0.097957
1426433197.420487,-0.011563,-0.028797,-0.101168
1426433197.430493,-0.010540,-0.035183,-0.102258
1426433197.440499,-0.011612,-0.035167,-0.103318
1426433197.450492,-0.010543,-0.037323,-0.101201
1426433197.460498,-0.008334,-0.037437,-0.090567
1426433197.470531,-0.003968,-0.038668,-0.075689
1426433197.480537,0.001441,-0.037735,-0.065068
1426433197.490530,-0.001699,-0.033497,-0.060780
1426433197.500536,-0.008050,-0.021715,-0.063903
1426433197.510548,-0.013366,-0.014189,-0.068110
1426433197.520554,-0.015557,-0.025892,-0.068138
1426433197.530570,-0.017757,-0.040799,-0.067111
1426433197.540576,-0.026268,-0.043976,-0.063886
1426433197.550561,-0.040081,-0.038571,-0.063799
1426433197.560567,-0.054919,-0.029996,-0.060503
1426433197.570579,-0.054861,-0.023636,-0.057289
1426433197.580585,-0.042011,-0.017370,-0.052010
1426433197.590595,-0.024909,-0.007903,-0.049935
1426433197.600601,-0.006718,0.004742,-0.046791
1426433197.610606,0.007167,0.006752,-0.042595
1426433197.620612,0.012524,0.009896,-0.040482
1426433197.630623,0.009379,0.016284,-0.038317
1426433197.640629,0.001962,0.024857,-0.039316
1426433197.650635,-0.002238,0.034457,-0.038199
1426433197.660641,-0.011660,0.048245,-0.026397
1426433197.670647,-0.020165,0.046134,-0.023168
1426433197.680653,-0.027640,0.034411,-0.017847
1426433197.690661,-0.042497,0.026931,-0.006087
1426433197.700667,-0.060643,0.015300,-0.003906
1426433197.710674,-0.071295,0.010005,-0.000676
1426433197.720680,-0.070347,-0.009150,-0.002873
1426433197.730686,-0.059967,-0.035675,-0.020044
1426433197.740692,-0.046337,-0.051567,-0.037197
1426433197.750699,-0.026287,-0.067537,-0.050124
1426433197.760705,-0.004057,-0.073934,-0.063030
1426433197.770713,0.009700,-0.071763,-0.075866
1426433197.780719,0.017082,-0.068499,-0.087602
1426433197.790725,0.019085,-0.072640,-0.101464
1426433197.800731,0.013625,-0.075652,-0.117415
1426433197.810737,0.001818,-0.072248,-0.132249
1426433197.820743,-0.008858,-0.066791,-0.139629
1426433197.830751,-0.016255,-0.066819,-0.132141
1426433197.840757,-0.033229,-0.076448,-0.117184
1426433197.850764,-0.063950,-0.071107,-0.099981
1426433197.860770,-0.105183,-0.055156,-0.072045
1426433197.870777,-0.145347,-0.030641,-0.049409
1426433197.880783,-0.175096,-0.012324,-0.053459
1426433197.890790,-0.194321,0.003943,-0.072472
1426433197.900796,-0.202128,-0.037377,-0.090665
1426433197.910798,-0.181270,-0.088407,-0.113292
1426433197.920804,-0.140093,-0.093566,-0.156096
1426433197.930815,-0.083851,-0.062560,-0.203114
1426433197.940821,-0.041308,-0.053099,-0.216069
1426433197.950828,-0.047665,-0.045597,-0.217078
1426433197.960834,-0.108285,-0.012101,-0.230505
1426433197.970836,-0.201938,0.011969,-0.240605
1426433197.980842,-0.302018,0.002889,-0.232684
1426433197.990866,-0.391288,0.010696,-0.215181
1426433198.000872,-0.451770,0.032224,-0.202034
1426433198.010856,-0.459139,0.037521,-0.194528
1426433198.020862,-0.409286,0.004238,-0.197015
1426433198.030876,-0.339361,-0.051475,-0.204998
1426433198.040882,-0.276850,-0.102906,-0.210801
1426433198.050894,-0.240844,-0.137174,-0.213221
1426433198.060900,-0.233508,-0.156366,-0.215450
1426433198.070914,-0.238903,-0.156244,-0.225004
1426433198.080920,-0.244252,-0.148678,-0.233468
1426433198.090918,-0.239780,-0.118953,-0.225942
1426433198.100924,-0.224449,-0.080982,-0.196086
1426433198.110931,-0.214465,-0.053671,-0.161981
1426433198.120937,-0.209989,-0.047539,-0.137499
1426433198.130944,-0.218471,-0.063617,-0.121542
1426433198.140950,-0.224895,-0.090336,-0.107758
1426433198.150958,-0.232453,-0.125540,-0.097190
1426433198.160964,-0.234650,-0.149028,-0.089805
1426433198.170971,-0.233606,-0.160800,-0.084526
1426433198.180977,-0.233586,-0.155465,-0.085573
1426433198.190983,-0.231374,-0.131996,-0.090830
1426433198.200989,-0.227048,-0.108520,-0.098226
1426433198.210997,-0.221669,-0.079674,-0.110933
1426433198.221003,-0.213939,-0.039328,-0.102323
1426433198.231009,-0.200881,-0.001163,-0.091618
1426433198.241015,-0.184660,0.040240,-0.087305
1426433198.251022,-0.169456,0.092308,-0.084016
1426433198.261028,-0.142704,0.114500,-0.081948
1426433198.271035,-0.112577,0.158957,-0.071307
1426433198.281041,-0.088920,0.197122,-0.067041
1426433198.291047,-0.068667,0.204481,-0.069247
