timestamp,x (in radians/s),y (in radians/s),z (in radians/s)
1426433301.084340,-0.045827,-0.005041,-0.001917
1426433301.094346,-0.046994,-0.027420,0.000144
1426433301.104329,-0.040695,-0.036992,-0.005241
1426433301.114335,-0.027872,-0.022115,-0.009514
1426433301.124349,-0.007527,0.001209,-0.010604
1426433301.134355,0.010645,0.011735,-0.008531
1426433301.144367,0.020274,0.015909,-0.005372
1426433301.154373,0.017033,0.011698,-0.008563
1426433301.164381,0.002096,0.015039,-0.014865
1426433301.174387,-0.010680,0.018328,-0.016919
1426433301.184394,-0.011713,0.018294,-0.012656
1426433301.194400,-0.004298,0.003290,-0.007420
1426433301.204407,0.003038,-0.019118,-0.007530
1426433301.214413,-0.002345,-0.031877,-0.006480
1426433301.224420,-0.015088,-0.022198,-0.008514
1426433301.234426,-0.018240,-0.005079,-0.014829
1426433301.244433,-0.005506,-0.004027,-0.021277
1426433301.254439,0.007152,-0.022175,-0.024593
1426433301.264446,0.005998,-0.039209,-0.024643
1426433301.274452,-0.010964,-0.029556,-0.021333
1426433301.284459,-0.024607,0.006723,-0.020082
1426433301.294465,-0.015979,0.021544,-0.015818
1426433301.304472,-0.000103,0.003347,-0.015957
1426433301.314478,0.004082,-0.006232,-0.019202
1426433301.324485,-0.004512,-0.011448,-0.025564
1426433301.334491,-0.010940,-0.008145,-0.032973
1426433301.344498,-0.004534,-0.001772,-0.035113
1426433301.354504,0.012503,-0.009375,-0.029900
1426433301.364512,0.017762,-0.030766,-0.023609
1426433301.374518,-0.000347,-0.033867,-0.022465
1426433301.384525,-0.027951,-0.015583,-0.024396
1426433301.394531,-0.041721,0.002632,-0.027461
1426433301.404537,-0.037356,0.022842,-0.027417
1426433301.414543,-0.020244,0.028009,-0.021098
1426433301.424551,-0.005361,0.020448,-0.019068
1426433301.434557,-0.004459,-0.002938,-0.024472
1426433301.444563,-0.016308,-0.016634,-0.032974
1426433301.454569,-0.033345,-0.009031,-0.038187
1426433301.464577,-0.040800,0.002808,-0.046627
1426433301.474583,-0.039783,0.002863,-0.053019
1426433301.484590,-0.041963,-0.006710,-0.053040
1426433301.494596,-0.043032,-0.012059,-0.049858
