timestamp,x (in G's),y (in G's),z (in G's)
1426433597.170455,0.027878,-0.116653,-0.983459
1426433597.180276,0.025482,-0.109009,-0.980423
1426433597.190106,0.029709,-0.108063,-0.979752
1426433597.199953,0.030487,-0.113174,-0.986038
1426433597.209759,0.037689,-0.114777,-0.989868
1426433597.219568,0.040588,-0.113937,-0.990936
1426433597.229400,0.039734,-0.112762,-0.998352
1426433597.239217,0.034927,-0.116592,-1.009903
1426433597.249053,0.035172,-0.115784,-1.005554
1426433597.258860,0.041946,-0.117828,-1.001343
1426433597.268697,0.041107,-0.122589,-0.996979
1426433597.278524,0.039932,-0.129318,-0.989059
1426433597.288325,0.036972,-0.134415,-0.981491
1426433597.298155,0.030533,-0.138840,-0.976456
1426433597.307969,0.029114,-0.140701,-0.973984
1426433597.317795,0.026505,-0.137253,-0.981323
1426433597.327617,0.031784,-0.129883,-0.988205
1426433597.337450,0.036270,-0.128494,-0.993729
1426433597.347255,0.035278,-0.137268,-0.997009
1426433597.357096,0.039474,-0.140854,-1.001633
1426433597.366905,0.040222,-0.134827,-1.001389
1426433597.376733,0.031921,-0.127945,-0.994385
1426433597.386551,0.026657,-0.120682,-0.988007
1426433597.396388,0.021378,-0.122940,-0.977875
1426433597.406193,0.020554,-0.135193,-0.979095
1426433597.416016,0.027267,-0.140076,-0.996552
1426433597.425839,0.034210,-0.134140,-1.004303
1426433597.435660,0.034058,-0.126404,-0.995010
1426433597.445483,0.035355,-0.126312,-0.992935
1426433597.455305,0.041534,-0.131287,-0.993973
1426433597.465128,0.038208,-0.140213,-0.994812
1426433597.474950,0.028824,-0.145187,-0.993805
1426433597.484773,0.027832,-0.142288,-0.996353
1426433597.494613,0.026428,-0.137894,-0.992294
1426433597.504417,0.023285,-0.135132,-0.987274
1426433597.514238,0.021667,-0.136612,-0.981674
1426433597.524061,0.020401,-0.143661,-0.973404
1426433597.533886,0.013611,-0.150620,-0.974136
1426433597.543708,0.014450,-0.145874,-0.981415
1426433597.553530,0.013504,-0.137314,-0.985641
1426433597.563352,0.015060,-0.139572,-0.989288
1426433597.573171,0.017380,-0.149948,-0.990967
1426433597.582980,0.016449,-0.153702,-0.987762
1426433597.592820,0.014145,-0.149109,-0.977036
1426433597.602640,0.015594,-0.136139,-0.977493
1426433597.612467,0.019028,-0.133896,-0.983582
1426433597.622274,0.028793,-0.138214,-0.995880
1426433597.632111,0.033508,-0.146683,-0.998932
1426433597.641940,0.035812,-0.152969,-0.993484
1426433597.651755,0.033417,-0.155212,-0.984482
1426433597.661580,0.029099,-0.153519,-0.983383
1426433597.671399,0.027359,-0.152023,-0.987228
1426433597.681217,0.032318,-0.152557,-0.991760
1426433597.691045,0.032364,-0.157150,-0.992996
1426433597.700878,0.026291,-0.161896,-0.989136
1426433597.710686,0.021790,-0.160370,-0.978119
1426433597.720498,0.015030,-0.157364,-0.969910
1426433597.730332,0.016403,-0.155655,-0.968536
1426433597.740145,0.017456,-0.158188,-0.978806
1426433597.749983,0.025421,-0.158600,-0.995773
1426433597.759790,0.026321,-0.160919,-1.003296
1426433597.769621,0.025452,-0.161377,-0.999680
1426433597.779444,0.021240,-0.158218,-0.994308
1426433597.789253,0.021515,-0.153214,-0.999695
1426433597.799089,0.017639,-0.154861,-1.002335
1426433597.808910,0.012283,-0.152725,-1.009155
1426433597.818732,0.009979,-0.150070,-1.003250
1426433597.828554,0.010864,-0.147141,-0.980804
1426433597.838375,0.010178,-0.147034,-0.961014
1426433597.848198,0.010941,-0.146774,-0.937592
1426433597.858021,0.008514,-0.156799,-0.924637
1426433597.867844,0.010635,-0.173737,-0.928543
1426433597.877668,0.011017,-0.183731,-0.939163
1426433597.887491,0.016769,-0.190735,-0.944824
1426433597.897315,0.012848,-0.191971,-0.949203
1426433597.907139,-0.000107,-0.186111,-0.951263
1426433597.916964,-0.011536,-0.177231,-0.948135
1426433597.926796,-0.021545,-0.169281,-0.947830
1426433597.936612,-0.026367,-0.165863,-0.952011
1426433597.946435,-0.028137,-0.170715,-0.957947
1426433597.956258,-0.020416,-0.182144,-0.962112
1426433597.966081,-0.010956,-0.193176,-0.976242
1426433597.975907,-0.007614,-0.202011,-0.994476
1426433597.985730,-0.007309,-0.201019,-1.013031
1426433597.995554,-0.010574,-0.195572,-1.024277
1426433598.005378,-0.008301,-0.184372,-1.032272
1426433598.015200,0.000885,-0.183380,-1.041229
1426433598.025024,0.011322,-0.187424,-1.043396
1426433598.034847,0.016052,-0.192871,-1.031738
1426433598.044671,0.022781,-0.193619,-1.013855
1426433598.054495,0.025787,-0.196579,-0.985947
1426433598.064320,0.028244,-0.204285,-0.966354
1426433598.074143,0.033875,-0.211838,-0.945389
1426433598.083966,0.041260,-0.218079,-0.926620
1426433598.093790,0.046417,-0.227112,-0.908646
1426433598.103624,0.053421,-0.237427,-0.893250
1426433598.113439,0.053955,-0.244675,-0.882523
1426433598.123263,0.046616,-0.245819,-0.889511
1426433598.133086,0.038239,-0.242966,-0.904739
1426433598.142908,0.028931,-0.231125,-0.912491
1426433598.152734,0.023682,-0.213409,-0.919571
1426433598.162558,0.018997,-0.207489,-0.928635
1426433598.172382,0.015839,-0.212097,-0.943695
1426433598.182210,0.016922,-0.217468,-0.962326
1426433598.192030,0.014145,-0.212234,-0.975235
1426433598.201853,0.005905,-0.205383,-0.981857
1426433598.211678,-0.002625,-0.202713,-0.993225
1426433598.221504,-0.014786,-0.204010,-1.006805
1426433598.231313,-0.025208,-0.211578,-1.015900
1426433598.241139,-0.028061,-0.218613,-1.016754
1426433598.250976,-0.035172,-0.220261,-1.003799
1426433598.260791,-0.037582,-0.227798,-0.991531
1426433598.270625,-0.034103,-0.242065,-0.993027
1426433598.280458,-0.034027,-0.255905,-1.000290
1426433598.290272,-0.038239,-0.267105,-1.011826
1426433598.300086,-0.047409,-0.271957,-1.026428
1426433598.309920,-0.050613,-0.263794,-1.040863
1426433598.319743,-0.051041,-0.251877,-1.042130
1426433598.329566,-0.054810,-0.249756,-1.032303
1426433598.339389,-0.058701,-0.251022,-1.017166
1426433598.349212,-0.059387,-0.253281,-1.011322
1426433598.359036,-0.060287,-0.250717,-1.014282
1426433598.368859,-0.060791,-0.240494,-1.016541
1426433598.378683,-0.061203,-0.231064,-1.027420
1426433598.388507,-0.061066,-0.223923,-1.035446
1426433598.398330,-0.065201,-0.222290,-1.042435
1426433598.408162,-0.066208,-0.219650,-1.052551
1426433598.417977,-0.061920,-0.219498,-1.059952
1426433598.427785,-0.059845,-0.216919,-1.059372
1426433598.437619,-0.060120,-0.216675,-1.057938
1426433598.447444,-0.054947,-0.216202,-1.051270
1426433598.457269,-0.046219,-0.206970,-1.045242
1426433598.467094,-0.032379,-0.199860,-1.050323
1426433598.476917,-0.018845,-0.185059,-1.076248
1426433598.486743,0.001740,-0.154709,-1.107254
1426433598.496572,0.009064,-0.124115,-1.132385
1426433598.506398,0.011902,-0.100159,-1.143936
1426433598.516225,0.010849,-0.089432,-1.143372
1426433598.526037,0.012085,-0.086273,-1.136185
1426433598.535866,0.016006,-0.088837,-1.119034
1426433598.545675,0.009598,-0.090927,-1.113220
1426433598.555494,-0.000168,-0.083694,-1.126266
1426433598.565327,-0.004898,-0.069199,-1.160126
1426433598.575147,-0.009308,-0.054657,-1.205048
1426433598.584986,-0.015915,-0.035614,-1.231827
1426433598.594811,-0.024231,-0.022949,-1.223297
1426433598.604634,-0.027069,-0.025711,-1.185669
1426433598.614450,-0.021164,-0.036469,-1.119400
1426433598.624286,-0.019836,-0.053528,-1.035263
1426433598.634106,-0.020477,-0.065521,-0.950592
1426433598.643916,-0.018555,-0.077271,-0.871567
1426433598.653759,-0.010284,-0.092026,-0.814224
1426433598.663578,-0.008270,-0.103363,-0.776382
1426433598.673388,0.000488,-0.109879,-0.756699
1426433598.683210,0.008713,-0.100983,-0.742645
1426433598.693035,0.014420,-0.087326,-0.734055
1426433598.702871,0.016769,-0.078156,-0.730377
1426433598.712679,0.019897,-0.072891,-0.720001
1426433598.722522,0.032455,-0.077530,-0.717117
1426433598.732338,0.044464,-0.090057,-0.738632
1426433598.742165,0.066788,-0.107773,-0.777252
1426433598.751961,0.088531,-0.122131,-0.839111
1426433598.761795,0.094360,-0.126007,-0.918335
1426433598.771625,0.095673,-0.113586,-1.014465
1426433598.781440,0.091187,-0.108032,-1.109909
1426433598.791275,0.086182,-0.093796,-1.179596
1426433598.801088,0.082642,-0.068481,-1.216812
1426433598.810925,0.082291,-0.049377,-1.205612
1426433598.820738,0.078766,-0.053589,-1.143295
1426433598.830574,0.069382,-0.087418,-1.035278
1426433598.840409,0.061813,-0.135529,-0.927185
1426433598.850224,0.063126,-0.166245,-0.855011
1426433598.860048,0.061966,-0.196091,-0.803528
1426433598.869872,0.053467,-0.217911,-0.773483
1426433598.879695,0.047928,-0.226883,-0.767883
1426433598.889527,0.043243,-0.222458,-0.778839
1426433598.899343,0.046387,-0.208145,-0.814209
1426433598.909166,0.048035,-0.194992,-0.863708
1426433598.918987,0.048004,-0.189072,-0.918503
1426433598.928812,0.050018,-0.182037,-0.964661
1426433598.938636,0.051117,-0.171539,-0.989441
1426433598.948459,0.051376,-0.168640,-1.002060
1426433598.958283,0.053299,-0.172928,-1.009750
1426433598.968105,0.057953,-0.181168,-1.003296
1426433598.977929,0.061661,-0.188797,-0.986374
1426433598.987753,0.062943,-0.201385,-0.971832
1426433598.997576,0.061249,-0.216629,-0.967392
1426433599.007399,0.060791,-0.228378,-0.962845
1426433599.017232,0.063950,-0.234116,-0.956772
1426433599.027048,0.058960,-0.232483,-0.947357
1426433599.036872,0.050964,-0.231506,-0.943207
1426433599.046695,0.042831,-0.234039,-0.942001
1426433599.056517,0.039948,-0.237015,-0.939453
1426433599.066349,0.039780,-0.235992,-0.932663
1426433599.076163,0.035843,-0.235764,-0.921356
1426433599.085986,0.031509,-0.241714,-0.914078
1426433599.095808,0.029205,-0.244049,-0.923187
1426433599.105631,0.031540,-0.239136,-0.940887
1426433599.115452,0.028366,-0.238235,-0.966187
1426433599.125276,0.017746,-0.221512,-1.008392
1426433599.135099,0.023331,-0.189285,-1.070419
