timestamp,x (in radians/s),y (in radians/s),z (in radians/s)
1426438672.998351,-0.088671,-0.008763,-0.032588
1426438673.008357,-0.060691,0.050738,-0.034661
1426438673.018362,-0.024296,0.088880,-0.035782
1426438673.028368,0.010985,0.116368,-0.035868
1426438673.038374,0.012159,0.124801,-0.027330
1426438673.048380,-0.020822,0.109949,-0.013375
1426438673.058387,-0.061438,0.072856,-0.007971
1426438673.068393,-0.095756,0.026192,-0.007953
1426438673.078398,-0.119400,-0.014133,-0.009032
1426438673.088404,-0.130159,-0.042877,-0.003750
1426438673.098409,-0.120562,-0.052598,0.004687
1426438673.108415,-0.099212,-0.052792,0.012031
1426438673.118422,-0.081013,-0.043371,0.018359
1426438673.128428,-0.072387,-0.024261,0.019443
1426438673.138429,-0.069053,-0.000869,0.021632
1426438673.148435,-0.055057,0.022441,0.025897
1426438673.158458,-0.029400,0.040388,0.026892
1426438673.168464,-0.005911,0.057324,0.023637
1426438673.178457,0.003698,0.063669,0.022546
1426438673.188463,-0.002657,0.059375,0.030015
1426438673.198475,-0.010149,0.044457,0.035326
1426438673.208481,-0.020854,0.024223,0.041700
1426438673.218499,-0.038990,0.011506,0.046007
1426438673.228505,-0.052752,0.018990,0.051423
1426438673.238488,-0.064363,0.030722,0.056842
1426438673.248494,-0.079183,0.034987,0.065446
1426438673.258506,-0.089814,0.027522,0.072926
1426438673.268512,-0.098431,0.011617,0.070788
1426438673.278529,-0.103799,0.006343,0.068669
1426438673.288535,-0.090941,0.020104,0.069714
1426438673.298541,-0.067433,0.039159,0.067530
1426438673.308547,-0.040714,0.058176,0.067459
1426438673.318553,-0.018298,0.071913,0.065264
1426438673.328559,-0.013997,0.078268,0.066328
1426438673.338566,-0.033233,0.074179,0.060023
1426438673.348572,-0.064186,0.065877,0.055892
1426438673.358577,-0.080254,0.062875,0.045317
1426438673.368583,-0.079151,0.077830,0.040037
1426438673.378589,-0.045104,0.074449,0.038792
1426438673.388595,-0.020606,0.080728,0.035497
1426438673.398602,-0.006653,0.091228,0.042914
1426438673.408608,0.012521,0.083602,0.049180
1426438673.418614,0.011451,0.082543,0.049182
1426438673.428620,-0.006531,0.108227,0.047227
1426438673.438625,-0.020106,0.152996,0.051699
1426438673.448631,-0.025227,0.176356,0.062447
1426438673.458638,-0.039003,0.182785,0.066795
1426438673.468644,-0.075287,0.167018,0.066924
1426438673.478650,-0.102049,0.138406,0.068028
1426438673.488656,-0.099943,0.127704,0.072241
1426438673.498661,-0.084876,0.141352,0.083920
1426438673.508667,-0.065596,0.153961,0.090253
1426438673.518670,-0.051938,0.125166,0.085832
1426438673.528676,-0.080927,0.076322,0.087946
1426438673.538698,-0.130284,0.018120,0.078420
1426438673.548704,-0.155091,-0.031724,0.070929
1426438673.558707,-0.161658,-0.062552,0.068731
1426438673.568713,-0.146911,-0.073156,0.054784
1426438673.578718,-0.108605,-0.062625,0.043982
1426438673.588724,-0.063693,-0.024532,0.042819
1426438673.598723,-0.052772,0.024376,0.045053
1426438673.608729,-0.103804,0.051376,0.036880
1426438673.618737,-0.202933,0.051012,0.023534
1426438673.628743,-0.310720,0.024073,0.010144
1426438673.638745,-0.400380,-0.000862,-0.001201
1426438673.648751,-0.472032,-0.034359,-0.019051
1426438673.658745,-0.522419,-0.061508,-0.045502
1426438673.668751,-0.536591,-0.070659,-0.082720
1426438673.678755,-0.523022,-0.062889,-0.124280
1426438673.688761,-0.496585,-0.042443,-0.162668
1426438673.698784,-0.474345,-0.020978,-0.193580
1426438673.708790,-0.470243,-0.007939,-0.223365
1426438673.718804,-0.485386,0.002096,-0.261580
1426438673.728810,-0.480317,0.019540,-0.307323
1426438673.738816,-0.435783,0.048463,-0.352161
1426438673.748822,-0.361316,0.066341,-0.373764
1426438673.758812,-0.258984,0.102054,-0.383738
1426438673.768818,-0.162976,0.084119,-0.348081
1426438673.778835,-0.108627,0.037648,-0.310181
1426438673.788841,-0.076816,-0.039560,-0.274398
1426438673.798844,-0.056894,-0.130414,-0.252439
1426438673.808850,-0.052999,-0.199663,-0.252686
1426438673.818840,-0.081880,-0.221843,-0.254744
1426438673.828846,-0.117889,-0.189715,-0.251265
1426438673.838860,-0.125974,-0.122672,-0.240360
1426438673.848866,-0.106406,-0.053608,-0.234908
1426438673.858879,-0.069994,0.001665,-0.245554
1426438673.868885,-0.014548,0.054849,-0.272270
1426438673.878903,0.057958,0.107905,-0.295877
1426438673.888909,0.127297,0.155584,-0.312034
1426438673.898903,0.185955,0.182998,-0.318624
1426438673.908909,0.221184,0.183749,-0.307087
1426438673.918915,0.223430,0.167509,-0.280538
1426438673.928921,0.193790,0.143876,-0.241080
1426438673.938926,0.142933,0.121339,-0.191932
1426438673.948932,0.079522,0.116820,-0.125629
1426438673.958939,0.048201,0.131225,-0.053037
1426438673.968945,0.077631,0.161287,0.016110
1426438673.978950,0.128458,0.209321,0.086273
1426438673.988956,0.178324,0.267950,0.162864
1426438673.998963,0.208000,0.326646,0.244878
1426438674.008969,0.195198,0.392950,0.336709
1426438674.018976,0.190987,0.486986,0.419008
1426438674.028982,0.233880,0.644754,0.490635
1426438674.038987,0.322740,0.841694,0.558968
1426438674.048993,0.462289,1.010993,0.590763
1426438674.059000,0.597278,1.133529,0.614977
1426438674.069006,0.711871,1.198498,0.657200
1426438674.079012,0.795394,1.199564,0.718530
1426438674.089018,0.832100,1.172986,0.803424
1426438674.099031,0.762601,1.176699,0.903849
1426438674.109037,0.545020,1.183515,0.992247
1426438674.119036,0.212951,1.099497,1.070274
1426438674.129042,-0.159218,0.889022,1.142763
1426438674.139049,-0.448620,0.636616,1.206186
1426438674.149055,-0.592205,0.410238,1.243418
1426438674.159060,-0.577117,0.245091,1.240673
1426438674.169066,-0.445750,0.164760,1.207819
1426438674.179064,-0.255484,0.179080,1.153691
1426438674.189070,-0.051176,0.239165,1.094320
1426438674.199085,0.128729,0.303571,1.043601
1426438674.209091,0.266269,0.378659,1.015484
1426438674.219090,0.335643,0.446663,0.989812
1426438674.229096,0.316406,0.489748,0.950661
1426438674.239115,0.248812,0.485426,0.886047
1426438674.249121,0.166125,0.486788,0.792784
1426438674.259118,0.069776,0.536246,0.690166
1426438674.269124,-0.067924,0.611452,0.593161
1426438674.279128,-0.228996,0.678152,0.509019
1426438674.289134,-0.391975,0.709202,0.479062
1426438674.299157,-0.558713,0.705337,0.539494
1426438674.309163,-0.723124,0.637957,0.669966
1426438674.319146,-0.849701,0.471281,0.803118
1426438674.329152,-0.909104,0.231467,0.857984
1426438674.339165,-0.882092,-0.040953,0.816505
1426438674.349171,-0.765219,-0.312009,0.688354
1426438674.359182,-0.551397,-0.499002,0.508898
1426438674.369188,-0.268835,-0.568142,0.326291
1426438674.379193,0.005923,-0.582390,0.200324
1426438674.389199,0.236710,-0.545867,0.138615
1426438674.399205,0.391157,-0.484651,0.102916
1426438674.409211,0.449439,-0.449256,0.040999
1426438674.419217,0.439641,-0.539785,-0.065703
1426438674.429223,0.374396,-0.802228,-0.204628
1426438674.439230,0.314125,-1.122150,-0.350153
1426438674.449236,0.318382,-1.295308,-0.512552
1426438674.459241,0.346025,-1.271560,-0.675486
1426438674.469247,0.266557,-1.083977,-0.753251
1426438674.479253,0.064905,-0.839469,-0.693960
1426438674.489259,-0.120806,-0.706511,-0.561660
1426438674.499266,-0.205777,-0.763104,-0.494356
1426438674.509272,-0.124361,-0.945911,-0.584783
1426438674.519263,0.162906,-1.080767,-0.803822
1426438674.529269,0.577284,-1.085004,-1.060326
1426438674.539296,0.985256,-0.951152,-1.273763
1426438674.549302,1.300599,-0.709834,-1.419321
1426438674.559296,1.454581,-0.445676,-1.516096
1426438674.569302,1.483976,-0.239750,-1.573053
1426438674.579324,1.514150,-0.105297,-1.618538
1426438674.589330,1.533506,-0.023099,-1.650301
1426438674.599334,1.493597,0.026825,-1.611615
1426438674.609340,1.419309,0.048117,-1.452559
1426438674.619346,1.284762,0.047770,-1.220885
1426438674.629352,1.068444,0.056202,-0.966419
1426438674.639336,0.811946,0.085954,-0.689328
1426438674.649342,0.592001,0.171872,-0.404783
1426438674.659367,0.405177,0.309988,-0.141523
1426438674.669373,0.192397,0.439111,0.074998
1426438674.679374,-0.075799,0.457389,0.221172
1426438674.689380,-0.287259,0.416263,0.307254
1426438674.699395,-0.310297,0.428773,0.349991
1426438674.709401,-0.208489,0.504547,0.383797
1426438674.719384,-0.099073,0.571506,0.444150
1426438674.729390,-0.076838,0.614147,0.538923
1426438674.739411,-0.184532,0.625414,0.652338
1426438674.749417,-0.363650,0.600750,0.779829
1426438674.759420,-0.537322,0.582334,0.919025
1426438674.769426,-0.609812,0.609394,1.030187
1426438674.779442,-0.637487,0.692895,1.114697
1426438674.789448,-0.687695,0.793898,1.164247
1426438674.799456,-0.813894,0.850809,1.192740
1426438674.809462,-1.122860,0.876145,1.293365
1426438674.819451,-1.633631,0.806606,1.526687
1426438674.829457,-2.127059,0.572821,1.773224
1426438674.839470,-2.469547,0.293456,2.016730
1426438674.849476,-2.472262,0.128840,2.193982
1426438674.859490,-1.992627,0.062461,2.161567
1426438674.869496,-1.365994,0.103703,1.921188
1426438674.879484,-0.889462,0.234761,1.623301
1426438674.889490,-0.581423,0.382932,1.421053
1426438674.899518,-0.425985,0.523569,1.320673
1426438674.909524,-0.380916,0.645086,1.282523
1426438674.919518,-0.358499,0.704921,1.248542
1426438674.929524,-0.311264,0.665838,1.185371
1426438674.939532,-0.193020,0.608532,1.090914
1426438674.949538,-0.002234,0.606383,0.976051
1426438674.959543,0.189865,0.639291,0.869812
1426438674.969549,0.330099,0.674255,0.803226
1426438674.979556,0.392674,0.665626,0.776273
1426438674.989562,0.366062,0.605735,0.818791
1426438674.999568,0.268368,0.553435,0.890430
1426438675.009574,0.173789,0.507649,0.947172
1426438675.019580,0.139102,0.398201,0.941664
1426438675.029586,0.186160,0.251332,0.788719
1426438675.039592,0.380521,0.075544,0.562557
1426438675.049598,0.673921,-0.141577,0.366637
1426438675.059605,0.961440,-0.357158,0.236753
1426438675.069611,1.206617,-0.468015,0.208554
1426438675.079616,1.387477,-0.335133,0.236831
1426438675.089622,1.480236,-0.084159,0.220158
1426438675.099628,1.496914,0.067091,0.208861
1426438675.109634,1.555986,0.018132,0.169018
1426438675.119640,1.701398,-0.151248,0.083640
1426438675.129646,1.793395,-0.375844,0.013251
1426438675.139652,1.670307,-0.565155,0.060083
1426438675.149658,1.272257,-0.622301,0.265207
1426438675.159665,0.653821,-0.446095,0.594615
1426438675.169671,-0.056292,0.032562,0.982956
1426438675.179678,-0.689431,0.473130,1.297336
1426438675.189684,-1.258286,0.543766,1.497342
1426438675.199689,-1.686606,0.249910,1.524063
1426438675.209695,-1.753265,-0.107229,1.263477
1426438675.219689,-1.443989,-0.286527,0.887695
1426438675.229695,-1.053472,-0.079146,0.568132
1426438675.239714,-0.737399,0.428196,0.335085
1426438675.249720,-0.611197,0.997909,0.155352
1426438675.259726,-0.714266,1.463251,0.003032
1426438675.269732,-0.852516,1.891328,-0.129008
1426438675.279738,-0.813131,2.307883,-0.277939
1426438675.289744,-0.638746,2.567687,-0.489800
1426438675.299749,-0.547463,2.625684,-0.709360
1426438675.309755,-0.695797,2.490005,-0.799551
1426438675.319769,-1.084103,2.042101,-0.725630
1426438675.329775,-1.569890,1.408959,-0.600733
1426438675.339777,-1.895183,0.897465,-0.598659
1426438675.349783,-1.894203,0.736223,-0.780164
1426438675.359795,-1.509204,0.923511,-1.111476
1426438675.369801,-0.852447,1.279382,-1.528753
1426438675.379798,-0.139393,1.497869,-1.869049
1426438675.389804,0.409369,1.344627,-1.993643
1426438675.399799,0.698330,0.880910,-1.901859
1426438675.409805,0.848191,0.272783,-1.658690
1426438675.419823,0.966620,-0.328302,-1.352534
1426438675.429829,1.069469,-0.836518,-1.058771
1426438675.439835,1.143968,-1.193909,-0.816534
1426438675.449841,1.162141,-1.405305,-0.660830
1426438675.459847,1.135684,-1.463249,-0.599145
1426438675.469853,1.194587,-1.392191,-0.603464
1426438675.479858,1.362966,-1.329026,-0.628580
1426438675.489864,1.473765,-1.330819,-0.619557
1426438675.499871,1.476335,-1.403218,-0.511224
1426438675.509877,1.449738,-1.554527,-0.262486
1426438675.519883,1.367766,-1.773847,-0.108438
1426438675.529889,1.015598,-1.982005,-0.067977
1426438675.539895,0.412890,-1.995873,0.078694
1426438675.549901,-0.194600,-1.780971,0.138846
1426438675.559907,-0.497272,-1.197267,-0.018478
1426438675.569913,-0.365796,-0.623234,-0.207804
