timestamp,x (in radians/s),y (in radians/s),z (in radians/s)
1426437937.912891,-0.012955,-0.020070,-0.009582
1426437937.922897,-0.017239,-0.023231,-0.010636
1426437937.932903,-0.026793,-0.017851,-0.010570
1426437937.942908,-0.029958,-0.016798,-0.007358
1426437937.952914,-0.023582,-0.025395,-0.003159
1426437937.962920,-0.015187,-0.045659,-0.005397
1426437937.972926,-0.022788,-0.064725,-0.011808
1426437937.982932,-0.046229,-0.057064,-0.019118
1426437937.992938,-0.066320,-0.022817,-0.024229
1426437938.002943,-0.060849,0.003767,-0.023104
1426437938.012949,-0.039404,0.018463,-0.013582
1426437938.022955,-0.021228,0.023623,-0.007269
1426437938.032961,-0.020176,0.011841,-0.000925
1426437938.042967,-0.039430,-0.001873,-0.003003
1426437938.052973,-0.058666,-0.005962,-0.009308
1426437938.062977,-0.067251,-0.007972,-0.016724
1426437938.072983,-0.067322,-0.015387,-0.021006
1426437938.082974,-0.075906,-0.024902,-0.023123
1426437938.092980,-0.096136,-0.035507,-0.015605
1426437938.102998,-0.111981,-0.031287,-0.001674
1426437938.113004,-0.114001,-0.019620,0.004762
1426437938.123018,-0.103323,-0.015431,0.005787
1426437938.133024,-0.099106,-0.021836,0.004681
1426437938.143029,-0.105464,-0.017549,0.005791
1426437938.153035,-0.108575,0.002735,0.002679
1426437938.163027,-0.086160,0.013256,0.002602
1426437938.173033,-0.046783,0.003404,0.006632
1426437938.183045,-0.024477,-0.005235,0.005428
1426437938.193051,-0.031952,0.004484,-0.004084
1426437938.203058,-0.043685,0.014228,-0.013575
1426437938.213064,-0.053327,0.012214,-0.019920
1426437938.223070,-0.055432,0.012195,-0.016716
1426437938.233076,-0.055430,0.000399,-0.008239
1426437938.243081,-0.059792,-0.028392,-0.001924
1426437938.253087,-0.072679,-0.043188,-0.006167
1426437938.263093,-0.085506,-0.031258,-0.020967
1426437938.273099,-0.086584,-0.010865,-0.036863
1426437938.283105,-0.073697,0.014652,-0.040037
1426437938.293111,-0.052354,0.017684,-0.035875
1426437938.303117,-0.037501,-0.001632,-0.029626
1426437938.313123,-0.040801,-0.011128,-0.037092
1426437938.323128,-0.054686,-0.002417,-0.048704
1426437938.333134,-0.060012,0.006194,-0.055037
1426437938.343140,-0.056774,0.014696,-0.055025
1426437938.353146,-0.052498,0.017866,-0.055036
1426437938.363149,-0.054698,-0.000257,-0.051891
1426437938.373155,-0.071836,-0.022544,-0.049749
1426437938.383157,-0.096385,-0.030903,-0.051783
1426437938.393163,-0.118698,-0.026545,-0.048464
1426437938.403184,-0.124903,-0.016020,-0.031366
1426437938.413190,-0.118335,-0.014139,-0.009037
1426437938.423194,-0.100076,-0.017661,0.014280
1426437938.433200,-0.079797,-0.025343,0.025864
1426437938.443199,-0.060641,-0.028659,0.026822
1426437938.453205,-0.046815,-0.025503,0.022505
1426437938.463198,-0.045743,-0.018014,0.018266
1426437938.473204,-0.053170,-0.011571,0.017260
1426437938.483213,-0.060646,-0.015788,0.017283
1426437938.493219,-0.063923,-0.028529,0.015129
1426437938.503237,-0.072550,-0.047640,0.014044
1426437938.513243,-0.083389,-0.079498,0.010800
1426437938.523255,-0.099595,-0.105910,-0.001980
1426437938.533261,-0.100889,-0.124912,-0.019068
1426437938.543256,-0.083026,-0.150444,-0.033080
1426437938.553262,-0.061931,-0.171756,-0.044965
1426437938.563265,-0.049229,-0.159942,-0.063087
1426437938.573271,-0.034311,-0.136456,-0.077987
1426437938.583280,-0.007770,-0.123647,-0.097239
1426437938.593286,0.015495,-0.120364,-0.120765
1426437938.603291,0.033423,-0.118106,-0.145331
1426437938.613297,0.030104,-0.115785,-0.163404
1426437938.623314,0.001302,-0.109118,-0.174948
1426437938.633320,-0.054091,-0.100189,-0.184224
1426437938.643314,-0.124346,-0.085869,-0.191279
1426437938.653320,-0.190348,-0.069423,-0.200477
