timestamp,x (in microteslas),y (in microteslas),z (in microteslas)
1426438695.102061,-4.479187,26.875076,-244.632111
1426438695.121885,-6.029678,27.047348,-245.464188
1426438695.141691,-5.512848,25.496857,-246.629105
1426438695.161506,-5.168289,26.185959,-246.961945
1426438695.181324,-4.996017,27.391891,-245.131363
1426438695.201132,-5.857391,28.253281,-245.630615
1426438695.220950,-5.168289,26.185959,-245.630615
1426438695.240767,-5.857391,26.875076,-244.632111
1426438695.260582,-6.029678,26.358246,-246.129852
1426438695.280399,-5.512848,26.530518,-246.961945
1426438695.300213,-6.374222,26.702789,-245.464188
1426438695.320024,-7.235611,25.841415,-245.297775
1426438695.339839,-5.685120,26.013687,-245.464188
1426438695.359655,-4.306915,26.013687,-245.797028
1426438695.379463,-6.546494,27.564178,-246.296280
1426438695.399285,-6.374222,26.358246,-246.129852
1426438695.419101,-5.340561,26.358246,-245.797028
1426438695.438920,-6.029678,27.047348,-245.464188
1426438695.458737,-6.201950,28.253281,-244.964951
1426438695.478560,-6.891052,26.875076,-245.297775
1426438695.498372,-5.512848,27.564178,-246.961945
1426438695.518186,-4.823746,27.908722,-245.630615
1426438695.538005,-5.857391,27.564178,-246.961945
1426438695.557798,-4.823746,26.185959,-246.629105
1426438695.577603,-4.823746,26.185959,-244.632111
1426438695.597409,-5.685120,26.702789,-246.129852
1426438695.617246,-4.651459,26.358246,-246.795517
1426438695.637052,-6.374222,27.391891,-245.464188
1426438695.656847,-5.340561,28.425552,-246.462692
1426438695.676661,-6.718781,27.047348,-246.129852
1426438695.696485,-5.857391,27.564178,-246.961945
1426438695.716277,-5.512848,27.564178,-244.964951
1426438695.736115,-4.996017,28.081009,-245.464188
1426438695.755930,-5.685120,27.047348,-246.462692
1426438695.775715,-5.340561,28.770111,-247.128357
1426438695.795525,-5.512848,29.631485,-246.961945
1426438695.815331,-4.823746,27.564178,-246.629105
1426438695.835160,-4.651459,28.081009,-246.129852
1426438695.854972,-7.407883,29.114655,-246.462692
1426438695.874785,-7.580154,29.286942,-247.627609
1426438695.894588,-4.823746,29.976044,-247.960434
1426438695.914426,-5.685120,29.803772,-247.794022
1426438695.934229,-5.340561,30.148315,-246.129852
1426438695.954038,-5.340561,29.459213,-246.462692
1426438695.973848,-4.996017,28.081009,-248.126862
1426438695.993651,-5.340561,30.837418,-247.128357
1426438696.013487,-5.857391,29.976044,-246.629105
1426438696.033292,-6.891052,30.665146,-247.627609
1426438696.053098,-6.029678,31.181976,-248.459686
1426438696.072908,-7.752441,31.181976,-248.459686
1426438696.092741,-6.374222,31.181976,-246.795517
1426438696.111356,-5.340561,31.181976,-247.461182
1426438696.131162,-6.374222,30.148315,-247.461182
1426438696.150966,-5.340561,31.181976,-247.128357
1426438696.170775,-4.996017,29.459213,-247.128357
1426438696.190611,-5.168289,28.253281,-246.629105
1426438696.210420,-5.512848,28.253281,-246.961945
1426438696.230223,-4.651459,28.081009,-247.128357
1426438696.250057,-4.306915,28.425552,-246.462692
1426438696.269837,-3.100983,27.908722,-247.627609
1426438696.289671,-2.584152,26.702789,-246.129852
1426438696.309466,-3.273254,26.702789,-247.128357
1426438696.329277,-2.756424,27.564178,-248.293274
1426438696.349090,-3.273254,27.047348,-246.795517
1426438696.368901,-1.378220,26.875076,-249.291763
1426438696.388731,-0.861389,26.358246,-248.792526
1426438696.408531,-0.172287,27.391891,-249.458191
1426438696.428348,0.516815,25.669144,-248.792526
1426438696.448162,1.205933,27.736450,-249.125351
1426438696.467974,3.100967,28.253281,-248.626099
1426438696.487794,3.273239,28.425552,-250.789520
1426438696.507600,3.790070,31.698807,-250.955933
1426438696.527411,4.479172,31.009705,-251.621597
1426438696.547227,2.584137,31.871078,-251.788010
1426438696.567044,3.790070,31.698807,-251.954437
1426438696.586855,1.895035,32.560181,-251.455185
1426438696.606665,2.239578,33.593842,-251.455185
1426438696.626481,1.205933,33.593842,-254.117844
1426438696.646294,2.067307,34.455215,-253.285767
1426438696.666104,2.239578,34.972046,-255.116348
1426438696.685918,3.100967,35.144318,-252.952927
1426438696.705737,-0.172287,36.694809,-252.453674
1426438696.725548,-0.344559,34.110672,-251.288773
1426438696.745369,-1.033661,34.455215,-252.620102
1426438696.765179,0.000000,32.732452,-252.620102
1426438696.784994,-1.033661,32.043350,-252.952927
1426438696.804826,-1.550491,33.938385,-252.786514
1426438696.824637,-3.445526,32.387909,-252.620102
1426438696.844449,-3.962357,32.215637,-251.788010
1426438696.864245,-5.340561,30.837418,-251.788010
1426438696.884051,-5.685120,30.148315,-250.789520
1426438696.903880,-3.962357,27.736450,-250.123856
1426438696.923690,-3.617813,27.736450,-250.789520
1426438696.943505,-3.445526,26.530518,-250.290268
1426438696.963323,-3.100983,25.841415,-250.290268
1426438696.983139,-3.962357,26.358246,-249.458191
1426438697.002962,-2.584152,25.324585,-249.458191
1426438697.022778,-6.029678,24.980026,-248.792526
1426438697.042595,-5.512848,25.152313,-247.960434
1426438697.062409,-7.063324,26.702789,-249.458191
1426438697.082224,-8.958374,26.875076,-249.957428
1426438697.102038,-8.269257,27.908722,-249.957428
1426438697.122377,-6.718781,29.114655,-249.791016
1426438697.142193,-8.441544,31.181976,-251.788010
1426438697.162015,-7.924713,33.766113,-253.285767
1426438697.181814,-6.718781,34.627502,-252.453674
1426438697.201626,-7.235611,36.867081,-252.620102
1426438697.221434,-7.063324,36.005707,-253.119354
1426438697.241239,-5.512848,34.799774,-252.952927
1426438697.261076,-5.340561,35.316605,-254.117844
1426438697.280882,-4.134628,34.455215,-254.617096
1426438697.300688,-2.928696,33.938385,-254.117844
1426438697.320497,-3.617813,33.938385,-253.119354
1426438697.340289,-3.100983,31.354248,-254.284256
1426438697.360105,-2.928696,31.526520,-253.785019
1426438697.379941,-1.378220,28.253281,-252.287262
