timestamp,x (in G's),y (in G's),z (in G's)
1426438695.089359,0.050827,-0.187073,-1.097946
1426438695.099168,0.018082,-0.189362,-1.071579
1426438695.108994,-0.010590,-0.199707,-1.038025
1426438695.118809,-0.026520,-0.200027,-1.003525
1426438695.128650,-0.037354,-0.193970,-0.975128
1426438695.138477,-0.050858,-0.195740,-0.956100
1426438695.148289,-0.054123,-0.201248,-0.947083
1426438695.158129,-0.047409,-0.196808,-0.948761
1426438695.167954,-0.039291,-0.187759,-0.948685
1426438695.177769,-0.036453,-0.186935,-0.957916
1426438695.187605,-0.035278,-0.186081,-0.963409
1426438695.197415,-0.021484,-0.191345,-0.975372
1426438695.207259,0.009354,-0.223770,-1.006622
1426438695.217074,0.030045,-0.230606,-1.025146
1426438695.226910,0.030411,-0.212326,-1.010193
1426438695.236724,0.011810,-0.204422,-0.984802
1426438695.246561,-0.007660,-0.205048,-0.967209
1426438695.256376,-0.008667,-0.201126,-0.964584
1426438695.266215,-0.008255,-0.205994,-0.976868
1426438695.276054,-0.000839,-0.204575,-0.985809
1426438695.285864,0.002380,-0.202759,-0.980865
1426438695.295690,-0.002548,-0.207672,-0.974640
1426438695.305515,-0.004318,-0.210434,-0.969666
1426438695.315342,-0.010742,-0.207077,-0.979126
1426438695.325167,-0.018860,-0.205826,-0.958038
1426438695.334994,-0.021576,-0.233002,-0.914856
1426438695.344820,-0.012192,-0.248962,-0.922974
1426438695.354648,0.008484,-0.244583,-0.954330
1426438695.364473,0.007126,-0.238358,-0.965759
1426438695.374309,-0.002182,-0.239944,-0.960327
1426438695.384127,-0.002762,-0.238815,-0.957001
1426438695.393952,-0.004044,-0.235397,-0.960815
1426438695.403778,-0.006439,-0.229980,-0.968109
1426438695.413603,-0.007782,-0.226212,-0.976089
1426438695.423429,-0.001877,-0.219391,-0.974655
1426438695.433255,-0.005508,-0.222092,-0.969910
1426438695.443081,-0.010635,-0.224243,-0.967178
1426438695.452906,-0.009796,-0.224808,-0.968628
1426438695.462733,-0.007248,-0.226776,-0.980255
1426438695.472559,0.000427,-0.225983,-0.983994
1426438695.482384,0.007111,-0.226822,-0.981827
1426438695.492211,0.003067,-0.227371,-0.979401
1426438695.502042,-0.001038,-0.226791,-0.968842
