timestamp,x (in G's),y (in G's),z (in G's)
1426433534.049808,-0.008789,-0.059860,-1.024048
1426433534.059631,-0.040695,-0.041153,-0.992065
1426433534.069475,-0.047424,-0.039963,-0.980698
1426433534.079293,-0.042068,-0.048294,-0.985260
1426433534.089118,-0.029434,-0.066559,-0.995575
1426433534.098951,-0.002502,-0.083374,-1.010529
1426433534.108772,0.018265,-0.091232,-1.019775
1426433534.118604,0.030167,-0.093414,-1.020996
1426433534.128426,0.032669,-0.086700,-1.028900
1426433534.138262,0.029724,-0.075455,-1.024673
1426433534.148079,0.022736,-0.063553,-1.011948
1426433534.157896,0.016159,-0.056427,-1.004730
1426433534.167732,0.008957,-0.059738,-0.994629
1426433534.177547,0.003281,-0.067780,-0.984421
1426433534.187384,0.004517,-0.075272,-0.972427
1426433534.197208,0.003601,-0.075577,-0.968430
1426433534.207032,0.006393,-0.080444,-0.970947
1426433534.216857,0.007462,-0.086334,-0.970352
1426433534.226682,0.011246,-0.090179,-0.964859
1426433534.236509,0.014481,-0.090439,-0.964264
1426433534.246333,0.010208,-0.088669,-0.970459
1426433534.256158,0.007309,-0.085831,-0.981903
1426433534.265977,0.002502,-0.081146,-0.996490
1426433534.275808,0.001923,-0.076782,-1.008286
1426433534.285618,-0.003326,-0.074615,-1.013885
1426433534.295459,-0.010345,-0.073608,-1.009003
1426433534.305284,-0.020615,-0.078354,-1.001816
1426433534.315119,-0.010330,-0.079712,-1.014191
1426433534.324936,0.003433,-0.064346,-1.023468
1426433534.334761,0.006973,-0.062393,-1.013321
1426433534.344585,0.010422,-0.069809,-1.002930
1426433534.354411,0.015152,-0.080994,-1.004471
1426433534.364235,0.019135,-0.089890,-1.000763
1426433534.374060,0.021149,-0.095551,-0.988205
1426433534.383886,0.023575,-0.090088,-0.992767
1426433534.393710,0.024826,-0.082443,-0.994888
1426433534.403535,0.018875,-0.081116,-0.988571
1426433534.413360,0.015121,-0.082565,-0.994141
1426433534.423186,0.008209,-0.090515,-1.006882
1426433534.433012,0.020615,-0.097824,-1.013474
1426433534.442838,0.028687,-0.086624,-1.007507
1426433534.452664,0.023026,-0.072891,-0.988022
1426433534.462489,0.010818,-0.068695,-0.980255
1426433534.472315,0.008789,-0.074203,-0.991974
1426433534.482140,0.013626,-0.083466,-1.003479
1426433534.491974,0.014053,-0.086700,-1.007355
1426433534.501787,0.014633,-0.091492,-1.010635
1426433534.511616,0.021637,-0.084610,-1.017944
1426433534.521428,0.020981,-0.073868,-1.019882
1426433534.531265,0.015991,-0.072327,-1.017670
1426433534.541092,0.017029,-0.083817,-1.009186
1426433534.550917,0.023132,-0.100174,-0.997604
1426433534.560747,0.024902,-0.103409,-0.995239
1426433534.570559,0.014297,-0.101791,-1.005753
1426433534.580400,0.000565,-0.104294,-1.020752
1426433534.590204,0.003525,-0.095169,-1.022385
1426433534.600037,0.000305,-0.090973,-1.012024
1426433534.609880,-0.005081,-0.091827,-1.000946
1426433534.619685,-0.002838,-0.100632,-0.991882
1426433534.629522,-0.000610,-0.109238,-0.985031
1426433534.639348,0.000229,-0.105331,-0.993927
