timestamp,x (in radians/s),y (in radians/s),z (in radians/s)
1426433534.194795,-0.089934,0.035180,0.051661
1426433534.204801,-0.062351,0.029787,0.041925
1426433534.214796,-0.035830,0.023324,0.033256
1426433534.224802,-0.015662,0.022214,0.025700
1426433534.234817,-0.004963,0.034953,0.023559
1426433534.244823,-0.004880,0.047713,0.025730
1426433534.254807,-0.014451,0.042392,0.031083
1426433534.264813,-0.039016,0.023333,0.034336
1426433534.274827,-0.076389,0.000097,0.036575
1426433534.284833,-0.108568,-0.032653,0.028112
1426433534.294848,-0.132220,-0.059032,0.016434
1426433534.304854,-0.136497,-0.047191,0.005848
1426433534.314866,-0.122463,-0.001415,-0.000459
1426433534.324872,-0.096870,0.009108,-0.002681
1426433534.334869,-0.076774,0.004873,-0.017699
1426433534.344875,-0.062040,-0.000356,-0.036951
1426433534.354882,-0.053665,-0.007728,-0.050856
1426433534.364888,-0.052718,-0.019378,-0.058350
1426433534.374893,-0.050547,-0.016226,-0.055157
1426433534.384899,-0.055795,-0.010931,-0.048727
1426433534.394907,-0.066506,-0.021510,-0.049772
1426433534.404913,-0.085813,-0.033013,-0.060359
1426433534.414918,-0.103974,-0.030688,-0.069842
1426433534.424924,-0.112459,-0.016743,-0.075077
1426433534.434930,-0.095314,-0.005187,-0.068737
1426433534.444936,-0.058064,-0.026823,-0.056219
1426433534.454943,-0.030418,-0.046233,-0.047904
1426433534.464949,-0.026076,-0.033498,-0.045755
1426433534.474955,-0.038855,-0.021628,-0.054169
1426433534.484961,-0.050683,-0.026775,-0.065837
1426433534.494968,-0.057123,-0.028817,-0.071134
1426433534.504974,-0.049617,-0.031071,-0.062662
1426433534.514972,-0.043231,-0.051474,-0.048922
1426433534.524978,-0.046523,-0.071701,-0.047907
1426433534.534992,-0.056231,-0.080065,-0.058532
1426433534.544998,-0.053076,-0.069312,-0.071287
1426433534.555005,-0.034884,-0.053451,-0.070261
1426433534.565011,-0.015571,-0.048388,-0.054372
1426433534.575017,-0.015433,-0.049635,-0.035216
1426433534.585023,-0.023922,-0.062488,-0.022441
1426433534.595030,-0.024161,-0.101852,-0.026827
1426433534.605036,-0.022302,-0.130467,-0.042898
1426433534.615041,-0.024512,-0.122848,-0.058830
1426433534.625047,-0.021253,-0.095076,-0.069401
1426433534.635054,-0.009286,-0.055799,-0.062944
1426433534.645060,0.003748,-0.020818,-0.053314
1426433534.655065,0.014496,0.001505,-0.055423
1426433534.665071,0.025044,-0.003790,-0.065074
1426433534.675091,0.034527,-0.016584,-0.069421
1426433534.685097,0.037761,-0.019869,-0.061997
1426433534.695092,0.034615,-0.016696,-0.057712
1426433534.705098,0.029256,-0.018765,-0.060886
1426433534.715111,0.021747,-0.021866,-0.066181
1426433534.725117,0.013115,-0.038827,-0.069388
1426433534.735123,0.004464,-0.061122,-0.071547
1426433534.745129,-0.000941,-0.078142,-0.070511
1426433534.755113,-0.000868,-0.075018,-0.063049
1426433534.765119,-0.000649,-0.059215,-0.044901
