timestamp,x (in G's),y (in G's),z (in G's)
1426433388.692016,-0.020813,-0.165817,-1.091293
1426433388.701829,-0.015579,-0.165161,-1.075623
1426433388.711643,-0.018127,-0.167831,-1.058273
1426433388.721487,-0.024155,-0.173447,-1.033981
1426433388.731301,-0.029251,-0.183228,-1.008041
1426433388.741123,-0.030457,-0.192856,-1.000610
1426433388.750943,-0.034317,-0.197601,-0.989868
1426433388.760766,-0.046127,-0.184677,-0.980515
1426433388.770589,-0.056244,-0.170944,-0.969864
1426433388.780411,-0.065002,-0.156937,-0.967819
1426433388.790231,-0.073334,-0.151337,-0.961853
1426433388.800051,-0.078613,-0.149185,-0.959351
1426433388.809871,-0.076813,-0.153198,-0.962524
1426433388.819676,-0.074631,-0.154602,-0.981735
1426433388.829497,-0.077667,-0.161011,-0.957474
1426433388.839328,-0.078491,-0.160049,-0.958374
1426433388.849156,-0.084808,-0.164658,-0.958405
1426433388.858982,-0.079330,-0.159790,-0.962616
1426433388.868784,-0.076096,-0.154373,-0.974991
1426433388.878613,-0.076538,-0.150177,-0.982101
1426433388.888425,-0.078125,-0.148346,-0.990463
1426433388.898275,-0.079132,-0.147430,-0.993683
1426433388.908075,-0.076492,-0.149414,-0.992828
1426433388.917895,-0.074936,-0.154388,-0.984833
1426433388.927734,-0.073746,-0.156509,-0.977280
1426433388.937544,-0.069916,-0.158371,-0.978363
1426433388.947370,-0.068665,-0.160446,-0.987915
1426433388.957186,-0.065140,-0.156693,-0.998245
1426433388.967013,-0.064362,-0.153564,-1.003418
1426433388.976830,-0.067169,-0.149582,-1.006317
1426433388.986667,-0.067871,-0.146011,-1.004211
1426433388.996471,-0.067001,-0.149200,-0.999680
1426433389.006293,-0.070648,-0.152359,-0.994217
1426433389.016106,-0.075699,-0.157089,-0.989105
1426433389.025936,-0.075439,-0.161316,-0.986465
1426433389.035758,-0.066849,-0.159470,-0.980301
1426433389.045581,-0.060410,-0.156509,-0.971008
1426433389.055403,-0.065613,-0.155457,-0.964935
1426433389.065224,-0.068741,-0.159515,-0.966187
1426433389.075047,-0.073715,-0.162506,-0.971313
1426433389.084869,-0.074020,-0.164978,-0.974548
1426433389.094701,-0.074814,-0.164215,-0.980896
1426433389.104513,-0.070557,-0.159775,-0.988846
1426433389.114322,-0.067474,-0.155334,-1.003021
1426433389.124156,-0.067825,-0.148468,-1.015076
1426433389.133986,-0.067764,-0.140793,-1.020615
1426433389.143803,-0.066147,-0.133118,-1.019394
1426433389.153630,-0.067810,-0.129410,-1.006607
1426433389.163449,-0.065155,-0.138977,-0.992279
1426433389.173253,-0.063568,-0.153473,-0.974503
1426433389.183091,-0.060989,-0.160751,-0.959702
1426433389.192906,-0.058014,-0.168839,-0.954712
1426433389.202737,-0.055283,-0.173508,-0.961014
1426433389.212560,-0.052704,-0.176788,-0.976379
1426433389.222383,-0.047729,-0.174713,-0.984116
1426433389.232194,-0.049911,-0.171585,-0.988983
1426433389.242027,-0.049759,-0.167068,-0.989227
1426433389.251862,-0.053802,-0.159653,-0.986267
1426433389.261672,-0.056183,-0.156448,-0.983337
1426433389.271508,-0.061127,-0.158752,-0.989532
1426433389.281314,-0.055038,-0.163269,-0.992401
1426433389.291126,-0.045929,-0.168976,-1.000641
1426433389.300958,-0.039688,-0.178223,-1.016525
1426433389.310779,-0.036255,-0.183182,-1.034119
1426433389.320601,-0.040558,-0.185486,-1.033890
1426433389.330423,-0.042084,-0.185959,-1.028305
1426433389.340244,-0.037872,-0.184250,-1.018829
1426433389.350066,-0.039337,-0.178940,-1.002655
1426433389.359886,-0.042450,-0.178070,-0.977875
1426433389.369710,-0.047195,-0.186249,-0.954102
1426433389.379533,-0.052628,-0.189453,-0.937012
1426433389.389355,-0.053375,-0.190338,-0.919998
1426433389.399174,-0.055328,-0.192154,-0.911194
1426433389.408996,-0.054138,-0.195526,-0.915268
1426433389.418818,-0.053696,-0.192703,-0.935120
1426433389.428640,-0.058029,-0.189453,-0.956131
1426433389.438462,-0.063644,-0.186691,-0.973846
1426433389.448275,-0.061325,-0.183762,-0.975281
1426433389.458108,-0.063202,-0.189224,-0.966003
1426433389.467929,-0.065979,-0.194595,-0.956116
1426433389.477752,-0.065735,-0.205704,-0.943649
1426433389.487576,-0.067657,-0.213486,-0.924576
1426433389.497405,-0.071655,-0.221237,-0.902740
1426433389.507220,-0.081863,-0.224762,-0.890533
1426433389.517043,-0.089584,-0.235703,-0.893478
1426433389.526867,-0.088806,-0.245087,-0.906113
1426433389.536690,-0.081573,-0.249786,-0.924255
1426433389.546511,-0.072510,-0.255341,-0.946045
1426433389.556335,-0.061157,-0.259033,-0.971436
1426433389.566157,-0.044479,-0.260117,-1.002823
1426433389.575979,-0.029785,-0.263016,-1.034775
1426433389.585802,-0.025284,-0.263870,-1.055130
1426433389.595623,-0.028320,-0.260345,-1.059662
1426433389.605446,-0.039505,-0.247498,-1.053238
1426433389.615268,-0.059540,-0.231201,-1.038971
1426433389.625090,-0.077271,-0.216583,-1.019562
1426433389.634922,-0.098679,-0.213745,-1.016022
1426433389.644733,-0.104736,-0.201172,-1.016098
1426433389.654545,-0.101761,-0.194290,-1.025101
1426433389.664378,-0.093979,-0.194717,-1.043457
1426433389.674187,-0.079300,-0.192276,-1.068253
1426433389.684022,-0.073822,-0.184570,-1.085785
1426433389.693852,-0.068192,-0.172073,-1.091110
1426433389.703665,-0.071228,-0.156876,-1.067764
1426433389.713493,-0.074509,-0.148865,-1.015335
1426433389.723308,-0.084518,-0.152252,-0.936951
1426433389.733127,-0.090820,-0.167572,-0.861420
1426433389.742951,-0.080246,-0.180130,-0.809204
1426433389.752781,-0.066238,-0.195419,-0.782928
1426433389.762595,-0.056427,-0.212799,-0.782608
1426433389.772405,-0.046494,-0.217102,-0.792358
1426433389.782237,-0.041077,-0.206909,-0.809494
1426433389.792049,-0.037949,-0.186493,-0.828003
1426433389.801881,-0.034393,-0.168869,-0.851151
1426433389.811694,-0.034851,-0.156677,-0.867874
1426433389.821527,-0.031143,-0.154709,-0.874741
1426433389.831349,-0.028961,-0.155594,-0.888000
1426433389.841171,-0.028320,-0.151947,-0.893951
1426433389.851001,-0.022705,-0.150620,-0.901230
1426433389.860813,-0.015182,-0.154984,-0.910019
1426433389.870649,-0.009338,-0.163162,-0.908554
1426433389.880471,-0.011185,-0.172684,-0.909042
1426433389.890295,-0.013321,-0.182709,-0.901749
1426433389.900117,-0.015671,-0.192963,-0.880386
1426433389.909938,-0.024368,-0.197693,-0.849640
1426433389.919762,-0.038773,-0.199768,-0.808777
1426433389.929585,-0.051575,-0.199036,-0.780319
1426433389.939408,-0.060883,-0.195129,-0.760086
1426433389.949230,-0.068237,-0.191559,-0.756363
1426433389.959054,-0.078369,-0.189194,-0.766617
1426433389.968876,-0.083618,-0.177521,-0.787415
1426433389.978686,-0.086624,-0.168900,-0.800140
