timestamp,x (in radians/s),y (in radians/s),z (in radians/s)
1426437979.040358,-0.045214,-0.009836,-0.058357
1426437979.050372,-0.062318,-0.015013,-0.063611
1426437979.060378,-0.087894,-0.011620,-0.068795
1426437979.070355,-0.112186,0.021506,-0.065372
1426437979.080361,-0.128913,0.051231,-0.044965
1426437979.090384,-0.136188,0.060697,-0.027865
1426437979.100390,-0.138352,0.051104,-0.025756
1426437979.110395,-0.139590,0.028816,-0.033275
1426437979.120401,-0.139716,0.013967,-0.039710
1426437979.130406,-0.131234,0.008603,-0.040835
1426437979.140412,-0.119498,-0.002215,-0.030283
1426437979.150418,-0.110818,0.007179,-0.015392
1426437979.160424,-0.100058,0.020912,-0.010078
1426437979.170430,-0.094804,0.009176,-0.011207
1426437979.180436,-0.104408,0.008187,-0.013292
1426437979.190441,-0.120245,0.044559,-0.020545
1426437979.200447,-0.126455,0.075461,-0.018284
1426437979.210452,-0.118970,0.057151,-0.001349
1426437979.220458,-0.111584,0.012166,0.020822
1426437979.230464,-0.119224,-0.032582,0.027101
1426437979.240470,-0.139748,-0.068544,0.013246
1426437979.250476,-0.161248,-0.083169,-0.003727
1426437979.260482,-0.170944,-0.089403,-0.014345
1426437979.270487,-0.160326,-0.098005,-0.012297
1426437979.280493,-0.141169,-0.112041,-0.003922
1426437979.290498,-0.131521,-0.105746,0.000309
1426437979.300504,-0.132415,-0.071650,-0.000639
1426437979.310511,-0.132238,-0.033280,-0.003708
1426437979.320517,-0.123595,-0.003469,-0.007912
1426437979.330522,-0.104331,0.019882,-0.011125
1426437979.340528,-0.074481,0.020735,-0.007013
1426437979.350534,-0.048986,0.007797,-0.006118
1426437979.360540,-0.027777,-0.000794,-0.011574
1426437979.370545,-0.021466,-0.001805,-0.021190
1426437979.380551,-0.025739,0.004670,-0.027534
1426437979.390557,-0.035245,0.013205,-0.023201
1426437979.400563,-0.046882,0.015321,-0.014620
1426437979.410568,-0.057517,0.010007,-0.009261
1426437979.420574,-0.064995,0.006865,-0.010299
1426437979.430580,-0.065054,0.004796,-0.016693
1426437979.440586,-0.059773,0.005891,-0.023103
1426437979.450591,-0.047039,0.003728,-0.027431
1426437979.460597,-0.035375,-0.007000,-0.026460
1426437979.470602,-0.034338,-0.023052,-0.019066
1426437979.480608,-0.043922,-0.029427,-0.014781
1426437979.490614,-0.059924,-0.033585,-0.015779
1426437979.500620,-0.072772,-0.040926,-0.019998
1426437979.510626,-0.079262,-0.055769,-0.023208
1426437979.520632,-0.080393,-0.062112,-0.027481
1426437979.530632,-0.075011,-0.052568,-0.026412
1426437979.540638,-0.066396,-0.038803,-0.023216
1426437979.550651,-0.058850,-0.030386,-0.016839
1426437979.560657,-0.057719,-0.020828,-0.014684
1426437979.570653,-0.060869,-0.004784,-0.019939
1426437979.580659,-0.061931,0.008083,-0.028407
1426437979.590685,-0.059782,0.024127,-0.036882
1426437979.600691,-0.046925,0.045394,-0.041134
1426437979.610674,-0.024448,0.067630,-0.041174
1426437979.620680,0.003364,0.105902,-0.050768
1426437979.630693,0.040783,0.165530,-0.072049
1426437979.640699,0.094426,0.265485,-0.087957
1426437979.650711,0.168523,0.378977,-0.083696
1426437979.660717,0.264869,0.466750,-0.076437
1426437979.670719,0.364359,0.555640,-0.076642
1426437979.680725,0.424542,0.647861,-0.067059
1426437979.690730,0.483211,0.623800,-0.036558
1426437979.700736,0.509456,0.620633,0.056980
1426437979.710737,0.502356,0.696077,0.192459
1426437979.720743,0.474054,0.794038,0.324924
1426437979.730763,0.426997,0.839329,0.407276
1426437979.740769,0.364307,0.813797,0.442635
1426437979.750768,0.291791,0.783268,0.449283
1426437979.760774,0.219178,0.738924,0.452693
1426437979.770785,0.153873,0.666847,0.455976
1426437979.780791,0.107670,0.594741,0.450648
1426437979.790782,0.082706,0.529014,0.433524
1426437979.800788,0.069370,0.454750,0.410992
1426437979.810792,0.052902,0.392220,0.388514
1426437979.820798,0.019364,0.348054,0.349148
1426437979.830798,-0.049361,0.309517,0.299331
1426437979.840804,-0.167923,0.282801,0.268963
1426437979.850817,-0.324806,0.252004,0.243030
1426437979.860823,-0.488330,0.191546,0.204259
1426437979.870824,-0.622382,0.101329,0.140759
1426437979.880830,-0.689597,-0.016843,0.064060
1426437979.890848,-0.667380,-0.136594,-0.013090
1426437979.900854,-0.565144,-0.237715,-0.082061
1426437979.910859,-0.414923,-0.331697,-0.146990
1426437979.920865,-0.264733,-0.415993,-0.222532
1426437979.930871,-0.144166,-0.448897,-0.308404
1426437979.940877,-0.062671,-0.436955,-0.382224
1426437979.950883,-0.028842,-0.425052,-0.422806
1426437979.960889,-0.045005,-0.438653,-0.438738
1426437979.970894,-0.082662,-0.480826,-0.461044
1426437979.980900,-0.103607,-0.556995,-0.502707
