timestamp,x (in G's),y (in G's),z (in G's)
1426437978.911094,0.044342,-0.370377,-0.937973
1426437978.920907,0.036224,-0.358261,-0.925674
1426437978.930746,0.021988,-0.345215,-0.917480
1426437978.940578,0.020523,-0.335281,-0.920898
1426437978.950410,0.023163,-0.328522,-0.923538
1426437978.960227,0.026489,-0.327820,-0.924057
1426437978.970066,0.028290,-0.329880,-0.930725
1426437978.979881,0.028534,-0.330032,-0.952866
1426437978.989719,0.042068,-0.330383,-0.981384
1426437978.999548,0.052826,-0.323715,-0.987213
1426437979.009373,0.046005,-0.316971,-0.975571
1426437979.019200,0.038437,-0.314743,-0.957153
1426437979.029026,0.038467,-0.311783,-0.941132
1426437979.038853,0.035599,-0.310272,-0.920746
1426437979.048684,0.035919,-0.311234,-0.911163
1426437979.058507,0.037827,-0.310211,-0.907562
1426437979.068337,0.039581,-0.312820,-0.908768
1426437979.078170,0.049850,-0.317276,-0.923050
1426437979.087990,0.054245,-0.316574,-0.931427
1426437979.097816,0.048660,-0.304123,-0.930969
1426437979.107643,0.050613,-0.296066,-0.940826
1426437979.117459,0.052994,-0.292618,-0.954971
1426437979.127282,0.052933,-0.291336,-0.952408
1426437979.137124,0.053497,-0.298935,-0.944809
1426437979.146963,0.053787,-0.304047,-0.937912
1426437979.156777,0.056747,-0.295868,-0.931549
1426437979.166603,0.057892,-0.293076,-0.932190
1426437979.176434,0.048157,-0.287704,-0.925766
1426437979.186255,0.046005,-0.285782,-0.913666
1426437979.196094,0.043869,-0.287689,-0.916885
1426437979.205909,0.053177,-0.300140,-0.943130
1426437979.215747,0.061554,-0.305893,-0.964081
1426437979.225551,0.055313,-0.304245,-0.964874
1426437979.235407,0.051041,-0.295181,-0.969376
1426437979.245216,0.049805,-0.289551,-0.969208
1426437979.255042,0.045303,-0.293060,-0.968445
1426437979.264870,0.046432,-0.302628,-0.967209
1426437979.274716,0.052353,-0.319229,-0.964661
1426437979.284525,0.050308,-0.319702,-0.955826
1426437979.294353,0.044327,-0.313995,-0.947739
1426437979.304180,0.038757,-0.312775,-0.941025
1426437979.314008,0.037521,-0.309738,-0.947144
1426437979.323835,0.041962,-0.308182,-0.952515
1426437979.333662,0.050583,-0.307678,-0.965790
1426437979.343484,0.054031,-0.308411,-0.974655
1426437979.353317,0.053253,-0.304367,-0.969910
1426437979.363137,0.047409,-0.301132,-0.957947
1426437979.372971,0.043549,-0.300018,-0.947403
1426437979.382813,0.039673,-0.303009,-0.940521
1426437979.392632,0.045898,-0.309006,-0.943451
1426437979.402444,0.053452,-0.308136,-0.947021
1426437979.412286,0.056000,-0.303696,-0.949890
1426437979.422096,0.054840,-0.298279,-0.955017
1426437979.431938,0.052155,-0.292694,-0.954086
1426437979.441750,0.050156,-0.295135,-0.953140
1426437979.451593,0.055191,-0.299362,-0.949722
1426437979.461429,0.057678,-0.304840,-0.947250
1426437979.471249,0.056488,-0.310532,-0.937759
1426437979.481089,0.055542,-0.313156,-0.928467
1426437979.490906,0.051407,-0.315720,-0.928558
1426437979.500725,0.052414,-0.315536,-0.932419
1426437979.510564,0.054886,-0.317810,-0.932922
1426437979.520381,0.055618,-0.316208,-0.927322
1426437979.530221,0.051407,-0.316742,-0.925446
1426437979.540048,0.047714,-0.319992,-0.924301
1426437979.549875,0.048508,-0.317932,-0.922729
1426437979.559705,0.049408,-0.313065,-0.922424
1426437979.569515,0.046127,-0.308670,-0.921677
1426437979.579359,0.046631,-0.307419,-0.924271
1426437979.589187,0.051834,-0.310272,-0.929230
1426437979.599015,0.064529,-0.311722,-0.939713
1426437979.608842,0.071640,-0.315521,-0.943359
1426437979.618668,0.080978,-0.313721,-0.936676
1426437979.628496,0.091644,-0.314651,-0.935837
1426437979.638323,0.109161,-0.329819,-0.916687
1426437979.648152,0.129761,-0.358841,-0.899506
1426437979.657979,0.173126,-0.376480,-0.892883
1426437979.667806,0.224548,-0.387482,-0.898239
1426437979.677632,0.296143,-0.403168,-0.845032
1426437979.687459,0.308929,-0.426102,-0.897415
1426437979.697284,0.306305,-0.455063,-0.886322
1426437979.707119,0.283661,-0.484726,-0.844574
1426437979.716937,0.264587,-0.498413,-0.818329
1426437979.726764,0.241577,-0.475601,-0.823334
1426437979.736592,0.209732,-0.441620,-0.843628
1426437979.746419,0.184036,-0.418686,-0.850311
1426437979.756247,0.143066,-0.412643,-0.859116
1426437979.766074,0.099258,-0.402145,-0.859055
1426437979.775902,0.073471,-0.395798,-0.852036
1426437979.785729,0.036377,-0.394226,-0.841888
1426437979.795556,-0.002899,-0.399826,-0.837891
1426437979.805384,-0.037827,-0.408340,-0.846451
1426437979.815210,-0.072403,-0.408707,-0.844788
1426437979.825037,-0.107254,-0.399323,-0.845581
1426437979.834876,-0.145966,-0.400375,-0.852722
1426437979.844693,-0.168564,-0.408920,-0.866821
