timestamp,x (in radians/s),y (in radians/s),z (in radians/s)
1426438010.120494,-0.101467,-0.075134,0.010905
1426438010.130500,-0.084545,-0.106178,0.017106
1426438010.140505,-0.072904,-0.124381,0.020182
1426438010.150511,-0.066480,-0.119102,0.021232
1426438010.160517,-0.062127,-0.104237,0.023388
1426438010.170523,-0.057794,-0.087201,0.021293
1426438010.180528,-0.051336,-0.064813,0.014947
1426438010.190534,-0.042739,-0.036016,0.005418
1426438010.200539,-0.030944,-0.009387,-0.002006
1426438010.210545,-0.017060,0.007634,-0.008406
1426438010.220551,-0.005413,0.004432,-0.014862
1426438010.230557,-0.001228,-0.001932,-0.020226
1426438010.240563,0.003005,-0.011571,-0.017086
1426438010.250569,0.005119,-0.029790,-0.006510
1426438010.260573,0.000816,-0.045791,-0.001219
1426438010.270579,-0.003523,-0.059601,-0.002307
1426438010.280583,-0.012123,-0.065882,-0.008672
1426438010.290589,-0.022731,-0.047644,-0.016011
1426438010.300587,-0.027908,-0.027429,-0.010596
1426438010.310593,-0.027943,-0.037035,-0.008498
1426438010.320595,-0.025945,-0.052961,-0.014948
1426438010.330601,-0.036661,-0.050669,-0.025532
1426438010.340615,-0.055804,-0.035578,-0.032839
1426438010.350621,-0.071639,-0.014216,-0.029497
1426438010.360633,-0.078983,-0.013240,-0.015618
1426438010.370639,-0.073705,-0.038942,-0.004018
1426438010.380649,-0.061076,-0.062415,-0.007352
1426438010.390655,-0.052724,-0.077263,-0.019152
1426438010.400655,-0.050658,-0.077194,-0.027678
1426438010.410661,-0.048459,-0.065501,-0.026587
1426438010.420667,-0.045101,-0.046431,-0.018025
1426438010.430673,-0.039644,-0.024117,-0.015850
1426438010.440678,-0.037460,-0.009188,-0.019005
1426438010.450684,-0.038457,0.003598,-0.018958
1426438010.460690,-0.039524,-0.002827,-0.014716
1426438010.470696,-0.040751,-0.033705,-0.014811
1426438010.480702,-0.047263,-0.049593,-0.020153
1426438010.490708,-0.054798,-0.048374,-0.031822
1426438010.500713,-0.062272,-0.046161,-0.036035
1426438010.510719,-0.065439,-0.044032,-0.033883
1426438010.520725,-0.063311,-0.050475,-0.029657
1426438010.530731,-0.060180,-0.057918,-0.032891
