timestamp,x (in G's),y (in G's),z (in G's)
1426433236.617049,-0.007309,-0.131973,-0.999023
1426433236.626877,-0.008148,-0.122208,-0.978394
1426433236.636726,-0.010452,-0.106644,-0.971146
1426433236.646540,-0.021957,-0.109360,-0.971985
1426433236.656369,-0.021912,-0.111389,-0.979156
1426433236.666179,-0.016113,-0.115051,-0.986435
1426433236.676017,-0.001175,-0.111069,-1.005157
1426433236.685842,-0.000168,-0.112625,-1.015381
1426433236.695658,0.001892,-0.114014,-1.018707
1426433236.705471,0.005859,-0.113953,-1.003784
1426433236.715315,0.007797,-0.111618,-1.001907
1426433236.725122,0.014221,-0.115219,-1.000565
1426433236.734947,0.019653,-0.117477,-1.002838
1426433236.744770,0.024933,-0.122940,-1.000122
1426433236.754593,0.022614,-0.127594,-0.999863
1426433236.764416,0.018524,-0.128586,-1.001282
1426433236.774239,0.016464,-0.129135,-1.001205
1426433236.784061,0.010117,-0.137039,-0.993744
1426433236.793902,0.005997,-0.133057,-1.000641
1426433236.803707,0.011887,-0.123535,-1.005966
1426433236.813531,0.015594,-0.116714,-1.014160
1426433236.823354,0.011475,-0.119537,-1.004837
1426433236.833176,0.002457,-0.122528,-0.999588
1426433236.842998,0.006195,-0.118103,-1.000320
1426433236.852826,0.002701,-0.115082,-1.001022
1426433236.862649,-0.000519,-0.123444,-1.009735
1426433236.872463,-0.004837,-0.125854,-1.010757
1426433236.882294,-0.001678,-0.121140,-1.005569
1426433236.892117,-0.001740,-0.119141,-0.993713
1426433236.901941,-0.005203,-0.117920,-0.983597
1426433236.911764,-0.002289,-0.120926,-0.985275
1426433236.921596,-0.005508,-0.123718,-0.989624
1426433236.931410,-0.003891,-0.130234,-0.997940
1426433236.941233,0.001038,-0.128998,-1.001968
1426433236.951055,-0.000031,-0.124786,-0.996948
1426433236.960877,-0.004089,-0.123718,-0.995987
1426433236.970701,-0.006241,-0.121399,-0.995880
1426433236.980523,-0.003159,-0.129623,-1.004608
1426433236.990346,0.004913,-0.130325,-1.020416
1426433237.000180,0.007339,-0.126648,-1.020050
1426433237.009994,-0.002808,-0.124603,-1.008499
1426433237.019800,-0.005127,-0.121384,-0.995758
1426433237.029641,0.000839,-0.121552,-0.999863
1426433237.039467,-0.000122,-0.130127,-1.003601
1426433237.049281,0.001160,-0.135239,-1.017654
1426433237.059109,0.005539,-0.133636,-1.019196
1426433237.068933,0.002441,-0.129776,-1.006439
