timestamp,x (in G's),y (in G's),z (in G's)
1426438682.824874,0.030106,-0.214264,-0.992462
1426438682.834713,0.023773,-0.214340,-0.946808
1426438682.844527,0.016861,-0.205750,-0.906815
1426438682.854358,0.013275,-0.205505,-0.910431
1426438682.864181,0.024429,-0.203659,-0.938217
1426438682.874005,0.039078,-0.200012,-0.964783
1426438682.883830,0.051544,-0.199890,-0.984802
1426438682.893654,0.060303,-0.201157,-0.990738
1426438682.903479,0.061783,-0.208282,-0.984512
1426438682.913303,0.060593,-0.211945,-0.974716
1426438682.923127,0.058853,-0.215973,-0.960098
1426438682.932951,0.059525,-0.224701,-0.951935
1426438682.942777,0.057068,-0.230835,-0.958313
1426438682.952600,0.057114,-0.229553,-0.968887
1426438682.962425,0.061523,-0.226028,-0.965500
1426438682.972258,0.065552,-0.230652,-0.954193
1426438682.982074,0.067871,-0.241821,-0.959610
1426438682.991883,0.068787,-0.242599,-0.989120
1426438683.001722,0.069138,-0.222916,-1.005295
1426438683.011539,0.071075,-0.211304,-0.994812
1426438683.021374,0.067383,-0.223053,-0.971085
1426438683.031189,0.065384,-0.242691,-0.955353
1426438683.041024,0.067322,-0.241791,-0.960098
1426438683.050849,0.067566,-0.234177,-0.954773
1426438683.060671,0.061050,-0.235092,-0.949982
1426438683.070483,0.057663,-0.234711,-0.958771
1426438683.080319,0.056747,-0.232422,-0.981323
1426438683.090132,0.059509,-0.228729,-0.998169
1426438683.099967,0.063568,-0.229553,-1.004028
1426438683.109780,0.063919,-0.231232,-1.003098
1426438683.119615,0.072617,-0.231155,-1.009521
1426438683.129428,0.072632,-0.227829,-1.011429
1426438683.139264,0.071152,-0.222412,-1.012360
1426438683.149089,0.066483,-0.211777,-1.011795
1426438683.158893,0.070847,-0.204727,-1.002579
1426438683.168716,0.072983,-0.206360,-0.992188
1426438683.178549,0.076721,-0.209869,-0.975769
1426438683.188365,0.077042,-0.215347,-0.959152
1426438683.198188,0.074722,-0.215027,-0.954391
1426438683.208013,0.070160,-0.210312,-0.957809
1426438683.217834,0.070328,-0.209457,-0.968674
1426438683.227661,0.067032,-0.205795,-0.967361
1426438683.237488,0.065994,-0.204605,-0.961807
1426438683.247308,0.063904,-0.209290,-0.958298
1426438683.257131,0.055786,-0.206528,-0.946747
1426438683.266955,0.050354,-0.206345,-0.946335
1426438683.276778,0.048279,-0.206863,-0.940231
1426438683.286601,0.048828,-0.211456,-0.926666
1426438683.296425,0.055145,-0.218445,-0.919785
1426438683.306257,0.057144,-0.228851,-0.924515
1426438683.316073,0.058487,-0.227051,-0.932495
1426438683.325896,0.062286,-0.223114,-0.939209
1426438683.335721,0.065811,-0.222763,-0.951904
1426438683.345545,0.067932,-0.220917,-0.963821
1426438683.355369,0.067017,-0.219543,-0.971161
1426438683.365193,0.065353,-0.221878,-0.975876
1426438683.375018,0.062119,-0.223465,-0.973007
1426438683.384841,0.058609,-0.221954,-0.972824
1426438683.394666,0.057388,-0.218948,-0.971878
1426438683.404492,0.056625,-0.213486,-0.973068
1426438683.414315,0.060562,-0.215836,-0.969910
1426438683.424139,0.061737,-0.223495,-0.967377
1426438683.433972,0.063614,-0.232025,-0.953415
1426438683.443787,0.067184,-0.244125,-0.938599
1426438683.453617,0.070908,-0.260727,-0.927505
1426438683.463436,0.071350,-0.265991,-0.921021
1426438683.473249,0.070557,-0.262131,-0.919708
1426438683.483094,0.071899,-0.263885,-0.915665
1426438683.492919,0.071747,-0.273148,-0.902740
1426438683.502735,0.074585,-0.284622,-0.886627
1426438683.512556,0.079468,-0.297745,-0.886703
1426438683.522384,0.082321,-0.301758,-0.898422
1426438683.532207,0.073273,-0.293884,-0.915085
1426438683.542030,0.063553,-0.275406,-0.928345
1426438683.551862,0.055710,-0.262634,-0.944824
1426438683.561679,0.050873,-0.247986,-0.949173
1426438683.571500,0.040756,-0.243149,-0.945663
1426438683.581325,0.032440,-0.236954,-0.933548
1426438683.591137,0.024826,-0.238037,-0.926605
1426438683.600964,0.020966,-0.237610,-0.930206
1426438683.610790,0.014374,-0.221252,-0.943176
1426438683.620618,0.003784,-0.202423,-0.961548
1426438683.630433,0.000809,-0.183929,-0.987869
1426438683.640267,-0.000320,-0.173019,-1.010040
1426438683.650079,-0.008545,-0.166855,-1.014496
1426438683.659921,-0.016418,-0.167862,-1.004242
1426438683.669721,-0.018372,-0.178024,-0.985855
1426438683.679569,-0.014557,-0.197372,-0.969711
1426438683.689374,-0.008163,-0.214767,-0.952576
1426438683.699201,-0.011871,-0.228165,-0.929596
1426438683.709025,-0.010620,-0.242188,-0.907715
1426438683.718836,-0.003418,-0.263474,-0.895691
1426438683.728681,0.001450,-0.281982,-0.888275
1426438683.738487,0.002014,-0.299042,-0.874466
1426438683.748309,0.000000,-0.308472,-0.871262
1426438683.758138,-0.026642,-0.321640,-0.860260
1426438683.767965,-0.033554,-0.365982,-0.841415
1426438683.777784,-0.037750,-0.385040,-0.849030
1426438683.787607,-0.044434,-0.391037,-0.852844
1426438683.797431,-0.060989,-0.396515,-0.858521
1426438683.807267,-0.072159,-0.395767,-0.863144
1426438683.817091,-0.082184,-0.381668,-0.878006
1426438683.826897,-0.094742,-0.366135,-0.890030
1426438683.836717,-0.105408,-0.350006,-0.911163
1426438683.846546,-0.110458,-0.340088,-0.937515
1426438683.856368,-0.112167,-0.331940,-0.962311
1426438683.866192,-0.108200,-0.321259,-0.970566
1426438683.876016,-0.103912,-0.316772,-0.971939
1426438683.885837,-0.097565,-0.316742,-0.972687
1426438683.895661,-0.086777,-0.312302,-0.982208
1426438683.905486,-0.070801,-0.306580,-1.001785
1426438683.915296,-0.055023,-0.307281,-1.028595
1426438683.925134,-0.027145,-0.295181,-1.053360
1426438683.934959,0.000153,-0.274628,-1.068619
1426438683.944784,0.028580,-0.262619,-1.093491
1426438683.954610,0.056183,-0.255295,-1.132980
1426438683.964433,0.080658,-0.252090,-1.163910
1426438683.974258,0.090546,-0.225220,-1.167038
1426438683.984084,0.107285,-0.197296,-1.145233
1426438683.993909,0.121140,-0.184387,-1.095901
1426438684.003733,0.137421,-0.170990,-1.071350
1426438684.013562,0.170822,-0.151413,-1.096527
1426438684.023380,0.191330,-0.126160,-1.138687
1426438684.033215,0.204834,-0.095596,-1.147705
1426438684.043012,0.197327,-0.081589,-1.123901
1426438684.052860,0.183823,-0.072891,-1.076096
1426438684.062674,0.174393,-0.053009,-1.002869
1426438684.072491,0.157410,-0.043823,-0.912018
1426438684.082323,0.156525,-0.048035,-0.839996
1426438684.092136,0.167450,-0.053772,-0.806808
1426438684.101971,0.194870,-0.055923,-0.819107
1426438684.111793,0.251190,-0.056015,-0.867905
1426438684.121622,0.306580,-0.066086,-0.930893
1426438684.131448,0.333099,-0.071960,-0.982025
1426438684.141272,0.342316,-0.081314,-1.018906
1426438684.151085,0.345856,-0.097565,-1.042404
1426438684.160919,0.360336,-0.123322,-1.085266
1426438684.170758,0.346649,-0.159470,-1.145523
1426438684.180570,0.305008,-0.194275,-1.194000
1426438684.190383,0.260300,-0.224808,-1.271683
1426438684.200218,0.228928,-0.264343,-1.398666
1426438684.210031,0.235336,-0.310745,-1.542084
1426438684.219863,0.270203,-0.368057,-1.674423
1426438684.229693,0.290726,-0.451874,-1.761963
1426438684.239521,0.297729,-0.539368,-1.775055
1426438684.249345,0.290192,-0.622055,-1.717712
1426438684.259171,0.242783,-0.673630,-1.627609
1426438684.268994,0.130066,-0.648315,-1.489838
1426438684.278817,-0.003403,-0.603394,-1.334824
1426438684.288641,-0.131897,-0.578537,-1.221054
1426438684.298465,-0.205917,-0.536819,-1.106979
1426438684.308288,-0.221130,-0.507370,-0.976776
1426438684.318113,-0.190353,-0.525345,-0.813858
1426438684.327936,-0.119995,-0.583313,-0.669800
1426438684.337759,-0.030609,-0.603027,-0.524887
1426438684.347584,0.015366,-0.585220,-0.387344
1426438684.357410,0.010117,-0.547897,-0.277420
1426438684.367234,-0.031082,-0.539566,-0.257111
1426438684.377057,-0.039154,-0.450150,-0.348373
1426438684.386881,-0.086197,-0.324844,-0.491043
1426438684.396714,-0.129593,-0.220749,-0.663910
1426438684.406532,-0.161743,-0.186432,-0.814056
1426438684.416357,-0.168259,-0.212936,-0.902069
1426438684.426182,-0.179779,-0.218002,-0.914459
1426438684.436006,-0.198059,-0.208801,-0.825577
1426438684.445830,-0.227661,-0.187866,-0.732834
1426438684.455655,-0.283768,-0.162613,-0.641312
1426438684.465478,-0.342758,-0.150528,-0.503952
1426438684.475301,-0.436813,-0.172607,-0.501907
1426438684.485124,-0.480423,-0.181351,-0.539780
1426438684.494947,-0.465759,-0.268234,-0.532883
1426438684.504773,-0.440079,-0.366440,-0.591705
1426438684.514600,-0.377991,-0.464203,-0.698776
1426438684.524423,-0.285278,-0.595871,-0.902298
1426438684.534253,-0.182495,-0.674896,-1.259811
1426438684.544071,-0.075684,-0.647079,-1.700455
1426438684.553906,-0.003555,-0.569931,-2.091370
1426438684.563720,0.009384,-0.444901,-2.315262
1426438684.573560,-0.039444,-0.354874,-2.328171
1426438684.583372,-0.060806,-0.357193,-2.176773
1426438684.593183,-0.057037,-0.386780,-1.970963
1426438684.603023,-0.029053,-0.418961,-1.774567
1426438684.612839,0.043259,-0.417664,-1.596878
1426438684.622672,0.101593,-0.387314,-1.416428
1426438684.632489,0.147186,-0.341415,-1.246826
1426438684.642321,0.187073,-0.275467,-1.100372
1426438684.652133,0.239197,-0.215897,-0.937866
1426438684.661971,0.282669,-0.201324,-0.771469
1426438684.671796,0.336060,-0.185806,-0.636673
