timestamp,x (in radians/s),y (in radians/s),z (in radians/s)
1426438682.969969,-0.079793,0.111877,-0.068431
1426438682.979975,-0.086158,0.119389,-0.070503
1426438682.989981,-0.101998,0.121459,-0.054450
1426438682.999987,-0.123304,0.094795,-0.037398
1426438683.009992,-0.131119,0.042764,-0.049240
1426438683.019998,-0.125122,0.000340,-0.071764
1426438683.030004,-0.108101,0.006693,-0.078215
1426438683.040010,-0.083305,0.043685,-0.063314
1426438683.050016,-0.059619,0.076454,-0.051615
1426438683.060022,-0.040263,0.105048,-0.046295
1426438683.070027,-0.041155,0.127348,-0.038766
1426438683.080033,-0.061373,0.129594,-0.038657
1426438683.090040,-0.081717,0.112701,-0.041805
1426438683.100046,-0.086136,0.088271,-0.046121
1426438683.110051,-0.079807,0.075444,-0.045130
1426438683.120057,-0.072314,0.075351,-0.039845
1426438683.130054,-0.066933,0.070959,-0.029241
1426438683.140060,-0.063663,0.072990,-0.020734
1426438683.150083,-0.051913,0.077162,-0.018650
1426438683.160089,-0.029549,0.085604,-0.024057
1426438683.170059,-0.006161,0.087660,-0.030554
1426438683.180065,0.008734,0.085444,-0.030635
1426438683.190085,0.017335,0.090649,-0.023209
1426438683.200091,0.015338,0.099070,-0.011462
1426438683.210104,0.002634,0.099053,-0.001818
1426438683.220110,-0.018687,0.082054,0.006749
1426438683.230111,-0.041187,0.049128,0.011012
1426438683.240117,-0.050872,0.023582,0.015234
1426438683.250120,-0.051990,0.004358,0.021564
1426438683.260126,-0.049858,-0.007450,0.030031
1426438683.270128,-0.039204,-0.013952,0.035279
1426438683.280134,-0.031762,-0.016125,0.035235
1426438683.290139,-0.034952,-0.010751,0.032075
1426438683.300145,-0.049848,-0.001030,0.026859
1426438683.310151,-0.065663,0.014946,0.036571
1426438683.320157,-0.077180,0.030846,0.051584
1426438683.330164,-0.088734,0.045722,0.062335
1426438683.340170,-0.103526,0.052097,0.073075
1426438683.350175,-0.114113,0.049937,0.082702
1426438683.360181,-0.127962,0.039306,0.089123
1426438683.370187,-0.142858,0.030801,0.096621
1426438683.380193,-0.156661,0.024400,0.106250
1426438683.390199,-0.165126,0.022238,0.114801
1426438683.400205,-0.167247,0.022240,0.115877
1426438683.410211,-0.166226,0.020144,0.111606
1426438683.420217,-0.155619,0.016918,0.108349
1426438683.430223,-0.147120,0.014749,0.107235
1426438683.440229,-0.139689,0.013662,0.105066
1426438683.450234,-0.139670,0.015782,0.106137
1426438683.460240,-0.149213,0.012571,0.113626
1426438683.470246,-0.167319,0.000889,0.121130
1426438683.480252,-0.182400,-0.024534,0.115799
1426438683.490253,-0.188988,-0.045686,0.104052
1426438683.500259,-0.178416,-0.047797,0.095476
1426438683.510253,-0.161285,-0.029790,0.095450
1426438683.520259,-0.151510,-0.008646,0.106116
1426438683.530282,-0.158794,-0.002385,0.124270
1426438683.540288,-0.177914,-0.011981,0.137108
1426438683.550303,-0.191830,-0.021456,0.133953
1426438683.560309,-0.186634,-0.032046,0.124312
1426438683.570300,-0.157977,-0.034240,0.113516
1426438683.580306,-0.114350,-0.025880,0.103745
1426438683.590303,-0.081243,0.003821,0.096226
1426438683.600309,-0.074670,0.038929,0.096308
1426438683.610321,-0.098976,0.067784,0.100782
1426438683.620327,-0.131959,0.078665,0.096724
