timestamp,x (in radians/s),y (in radians/s),z (in radians/s)
1426437920.348618,-0.008090,-0.085989,-0.024726
1426437920.358624,-0.004980,-0.105198,-0.022675
1426437920.368630,-0.012573,-0.117844,-0.032260
1426437920.378635,-0.020091,-0.113430,-0.043918
1426437920.388641,-0.030686,-0.104859,-0.042772
1426437920.398647,-0.032756,-0.102777,-0.036368
1426437920.408653,-0.028437,-0.097517,-0.032114
1426437920.418658,-0.020884,-0.092326,-0.022554
1426437920.428664,-0.019677,-0.088224,-0.006578
1426437920.438670,-0.022746,-0.076571,0.001992
1426437920.448676,-0.024862,-0.075504,0.003070
1426437920.458681,-0.034471,-0.085065,0.006280
1426437920.468687,-0.039804,-0.091454,0.009480
1426437920.478693,-0.046193,-0.091418,0.009511
1426437920.488699,-0.048416,-0.095574,-0.000072
1426437920.498698,-0.057038,-0.095394,-0.013867
1426437920.508704,-0.066602,-0.085713,-0.018046
1426437920.518722,-0.076089,-0.075059,-0.012641
1426437920.528728,-0.074976,-0.075125,-0.006260
1426437920.538723,-0.067531,-0.075158,-0.007362
1426437920.548729,-0.060080,-0.070911,-0.010578
1426437920.558742,-0.048355,-0.062418,-0.014867
1426437920.568748,-0.037763,-0.062408,-0.022372
1426437920.578762,-0.036736,-0.063439,-0.026638
1426437920.588768,-0.042078,-0.062313,-0.029802
1426437920.598751,-0.044163,-0.053780,-0.029763
1426437920.608757,-0.038699,-0.034692,-0.024405
1426437920.618771,-0.028979,-0.017768,-0.018011
1426437920.628777,-0.022531,-0.005014,-0.019066
1426437920.638784,-0.008659,0.009877,-0.025473
1426437920.648790,0.012659,0.020445,-0.029803
1426437920.658796,0.023307,0.023599,-0.031975
1426437920.668802,0.023268,0.023649,-0.037297
1426437920.678808,0.015779,0.021593,-0.040460
1426437920.688814,0.009406,0.029115,-0.043598
1426437920.698818,0.007340,0.039767,-0.042488
1426437920.708824,0.005258,0.047224,-0.041388
1426437920.718830,0.008477,0.050390,-0.040330
1426437920.728836,0.010668,0.062093,-0.040302
1426437920.738845,0.016052,0.067347,-0.036054
1426437920.748851,0.016112,0.061911,-0.024362
1426437920.758834,0.010817,0.049040,-0.011603
1426437920.768840,-0.000931,0.033072,-0.005210
1426437920.778865,-0.014797,0.022461,-0.000917
1426437920.788871,-0.029700,0.013966,0.005516
1426437920.798877,-0.041417,0.002247,0.012988
1426437920.808883,-0.047821,-0.005201,0.016189
1426437920.818887,-0.049963,-0.003029,0.013014
1426437920.828893,-0.054230,-0.002994,0.011970
1426437920.838899,-0.052134,-0.006181,0.009820
1426437920.848905,-0.046897,-0.013606,0.003383
1426437920.858911,-0.039468,-0.013618,0.000152
1426437920.868917,-0.024518,-0.008399,0.002224
1426437920.878922,-0.014920,-0.011690,0.006423
1426437920.888928,-0.023436,-0.015931,0.009645
1426437920.898933,-0.047843,-0.006246,0.014057
1426437920.908939,-0.073315,0.007736,0.015294
1426437920.918944,-0.086129,0.010000,0.008978
1426437920.928950,-0.079885,-0.003790,-0.000679
1426437920.938956,-0.062039,-0.029303,-0.016819
1426437920.948962,-0.046308,-0.053748,-0.031882
1426437920.958981,-0.040077,-0.072884,-0.039427
