timestamp,x (in microteslas),y (in microteslas),z (in microteslas)
1426437920.235050,31.698807,36.522537,-245.297775
1426437920.254856,32.904739,37.039368,-247.461182
1426437920.274667,31.181976,37.039368,-246.129852
1426437920.294474,32.387909,37.556198,-246.296280
1426437920.314278,32.904739,37.728470,-247.128357
1426437920.334080,31.698807,38.245300,-245.630615
1426437920.353885,33.077011,37.900742,-245.963440
1426437920.373692,31.526520,37.383911,-247.128357
1426437920.393500,30.665146,38.245300,-247.627609
1426437920.413305,31.354248,36.177979,-246.961945
1426437920.433133,31.181976,36.694809,-246.129852
1426437920.452916,30.148315,38.073013,-246.795517
1426437920.472720,30.837418,38.073013,-247.461182
1426437920.492526,31.181976,38.417572,-245.797028
1426437920.512344,31.181976,38.762131,-246.795517
1426437920.532137,32.043350,37.556198,-246.296280
1426437920.551944,30.665146,37.900742,-246.629105
1426437920.571747,28.770111,38.073013,-246.129852
1426437920.591551,31.181976,37.728470,-247.461182
1426437920.611362,29.286942,36.867081,-247.960434
1426437920.631163,31.354248,37.211639,-247.294769
1426437920.650975,31.009705,38.245300,-246.961945
1426437920.670763,31.009705,38.245300,-246.629105
1426437920.690586,31.354248,39.278946,-246.296280
1426437920.710391,30.837418,37.383911,-247.794022
1426437920.730199,31.181976,37.039368,-247.128357
1426437920.749999,30.148315,37.728470,-246.462692
1426437920.769805,30.665146,38.589844,-246.629105
1426437920.789615,30.148315,37.039368,-246.129852
1426437920.809422,31.009705,37.211639,-246.961945
1426437920.829223,30.837418,37.383911,-245.464188
1426437920.849032,30.148315,38.073013,-246.129852
1426437920.868810,29.976044,38.245300,-245.963440
1426437920.888643,29.976044,39.278946,-246.961945
1426437920.908427,31.354248,38.934402,-247.960434
1426437920.928237,31.354248,37.900742,-247.960434
1426437920.948042,30.148315,38.762131,-247.128357
1426437920.967845,29.976044,38.934402,-245.963440
1426437920.987674,31.009705,36.867081,-246.296280
1426437921.007467,31.009705,38.934402,-246.961945
1426437921.027271,29.631485,38.589844,-245.297775
1426437921.047080,31.526520,39.451233,-246.129852
1426437921.066887,31.009705,37.900742,-247.627609
1426437921.086698,31.181976,38.073013,-246.462692
1426437921.106507,32.560181,37.383911,-246.795517
1426437921.126314,31.526520,36.694809,-246.795517
1426437921.146118,32.043350,37.900742,-245.963440
1426437921.165930,31.526520,37.039368,-246.462692
1426437921.185733,34.282944,36.350250,-247.461182
1426437921.205538,33.593842,38.073013,-246.462692
1426437921.225343,32.560181,35.661148,-245.797028
1426437921.245680,32.560181,37.383911,-246.462692
1426437921.265477,32.215637,35.661148,-245.464188
1426437921.285287,33.077011,37.556198,-246.296280
1426437921.305089,32.387909,37.556198,-247.294769
1426437921.324894,30.665146,39.278946,-245.963440
1426437921.344695,30.492874,39.106674,-246.462692
1426437921.364495,32.215637,38.417572,-246.462692
1426437921.384294,32.043350,37.556198,-246.629105
1426437921.404101,30.320587,37.900742,-247.627609
1426437921.423903,31.526520,38.762131,-248.126862
1426437921.443698,31.009705,39.278946,-248.293274
1426437921.463508,30.148315,39.106674,-248.126862
1426437921.483306,32.560181,38.762131,-247.461182
1426437921.503121,32.215637,39.106674,-247.461182
1426437921.522923,32.387909,38.934402,-246.961945
1426437921.542729,32.904739,37.728470,-247.128357
1426437921.562545,32.215637,37.039368,-247.128357
1426437921.582340,32.043350,38.589844,-247.960434
1426437921.602146,33.077011,36.867081,-247.960434
1426437921.621943,32.732452,36.522537,-248.626099
1426437921.641761,30.837418,39.106674,-248.126862
1426437921.661563,31.354248,36.522537,-248.958939
1426437921.681370,30.837418,35.661148,-247.461182
1426437921.701163,32.043350,36.867081,-248.626099
1426437921.720951,31.871078,36.005707,-249.458191
1426437921.740756,28.770111,35.661148,-247.461182
1426437921.760562,30.492874,34.627502,-248.459686
1426437921.780370,30.320587,33.766113,-247.627609
1426437921.800174,33.421570,33.077011,-247.294769
1426437921.819974,32.215637,31.526520,-245.797028
1426437921.839777,34.455215,32.387909,-248.293274
1426437921.859583,32.560181,31.871078,-246.462692
1426437921.879389,36.005707,33.249283,-245.131363
1426437921.899205,35.833435,33.766113,-244.964951
1426437921.918994,36.694809,31.526520,-244.798523
1426437921.938798,39.278946,33.077011,-243.966446
1426437921.958603,40.140335,34.282944,-242.135864
1426437921.978404,39.623505,35.833435,-243.633606
1426437921.998211,39.451233,35.661148,-243.134369
1426437922.018009,38.934402,37.900742,-244.299271
1426437922.037825,39.623505,38.589844,-244.299271
1426437922.057621,39.106674,37.039368,-244.132858
1426437922.077435,37.900742,36.522537,-244.964951
1426437922.097239,36.350250,36.350250,-245.797028
1426437922.117049,36.350250,35.316605,-244.465698
1426437922.136858,35.488876,34.799774,-245.297775
1426437922.156684,34.627502,35.661148,-246.129852
1426437922.176473,32.732452,33.766113,-246.961945
1426437922.196267,33.077011,35.833435,-248.626099
1426437922.216068,31.526520,34.627502,-247.794022
1426437922.235881,31.526520,34.627502,-247.794022
1426437922.254898,33.077011,35.144318,-247.294769
1426437922.274700,33.077011,33.766113,-247.294769
1426437922.294506,34.282944,34.972046,-246.462692
1426437922.314314,32.560181,34.282944,-245.464188
1426437922.334121,35.316605,33.938385,-245.464188
1426437922.353924,36.005707,34.282944,-245.797028
1426437922.373726,36.177979,35.488876,-246.961945
1426437922.393534,34.972046,32.904739,-246.462692
1426437922.413335,34.972046,33.593842,-246.129852
1426437922.433152,36.694809,34.972046,-247.128357
1426437922.452958,35.661148,36.350250,-245.131363
1426437922.472764,36.522537,35.833435,-245.963440
1426437922.492569,38.073013,34.972046,-245.131363
1426437922.512376,37.039368,33.593842,-245.131363
1426437922.532187,36.522537,33.766113,-244.964951
1426437922.551991,37.556198,34.799774,-244.299271
1426437922.571769,39.623505,33.766113,-243.300781
1426437922.591599,36.867081,34.799774,-245.297775
1426437922.611406,39.106674,34.972046,-243.800034
1426437922.631210,39.451233,33.938385,-244.798523
1426437922.651018,37.728470,34.627502,-244.465698
1426437922.670823,37.728470,35.316605,-244.798523
1426437922.690608,38.589844,33.077011,-244.632111
1426437922.710435,36.522537,32.387909,-244.632111
1426437922.730244,35.833435,31.698807,-245.963440
1426437922.750039,34.455215,32.732452,-246.296280
1426437922.769826,33.766113,29.976044,-247.294769
1426437922.789658,32.215637,29.459213,-247.461182
1426437922.809443,31.698807,31.009705,-246.296280
1426437922.829251,32.387909,27.908722,-246.629105
1426437922.849058,31.009705,28.253281,-245.630615
1426437922.868867,31.354248,26.185959,-246.296280
1426437922.888668,28.770111,28.081009,-247.794022
1426437922.908493,30.665146,28.942383,-247.960434
1426437922.928295,29.976044,28.253281,-246.961945
1426437922.948102,31.526520,28.770111,-247.461182
1426437922.967912,31.354248,29.286942,-245.630615
1426437922.987718,31.871078,29.803772,-247.128357
1426437923.007524,32.043350,31.698807,-245.963440
1426437923.027321,33.421570,29.976044,-246.961945
1426437923.047136,34.110672,29.631485,-245.963440
1426437923.066946,35.316605,29.803772,-244.798523
1426437923.086748,35.488876,28.942383,-244.632111
1426437923.106554,36.005707,28.770111,-245.131363
1426437923.126359,36.350250,29.803772,-243.134369
1426437923.146157,37.556198,29.286942,-242.302277
1426437923.165980,38.245300,30.320587,-241.969452
1426437923.185767,38.245300,29.976044,-241.969452
1426437923.205580,38.762131,29.114655,-243.467194
1426437923.225378,37.556198,30.665146,-242.635117
1426437923.245183,38.073013,30.148315,-243.467194
1426437923.263811,37.900742,28.597824,-244.299271
1426437923.283611,37.039368,30.492874,-245.131363
1426437923.303400,35.833435,30.320587,-243.966446
1426437923.323207,35.488876,28.597824,-246.296280
1426437923.343034,32.904739,28.425552,-246.129852
1426437923.362823,33.249283,28.425552,-245.797028
1426437923.382631,32.215637,28.425552,-245.464188
1426437923.402434,33.421570,28.942383,-244.632111
1426437923.422239,34.972046,26.358246,-246.795517
1426437923.442041,34.799774,30.320587,-244.632111
1426437923.461849,35.316605,31.181976,-244.465698
