timestamp,x (in G's),y (in G's),z (in G's)
1426437920.222904,0.097275,-0.401398,-0.959595
1426437920.232732,0.089066,-0.399826,-0.951141
1426437920.242557,0.083252,-0.387466,-0.941208
1426437920.252386,0.076981,-0.380600,-0.937531
1426437920.262214,0.073013,-0.367264,-0.935699
1426437920.272043,0.076614,-0.362061,-0.927170
1426437920.281871,0.075806,-0.371582,-0.910843
1426437920.291701,0.076233,-0.375687,-0.909088
1426437920.301528,0.066498,-0.371307,-0.931381
1426437920.311356,0.058212,-0.351379,-0.947250
1426437920.321183,0.051880,-0.339050,-0.948502
1426437920.331011,0.055099,-0.334763,-0.939102
1426437920.340839,0.052780,-0.341919,-0.934219
1426437920.350668,0.050461,-0.348633,-0.938751
1426437920.360497,0.051498,-0.344742,-0.933563
1426437920.370321,0.050812,-0.339752,-0.922241
1426437920.380160,0.054947,-0.349838,-0.911560
1426437920.389975,0.061920,-0.360611,-0.910690
1426437920.399809,0.074631,-0.364334,-0.914261
1426437920.409628,0.087555,-0.370529,-0.912506
1426437920.419464,0.089691,-0.377579,-0.919785
1426437920.429282,0.090271,-0.385513,-0.920883
1426437920.439126,0.090439,-0.381393,-0.912460
1426437920.448937,0.092163,-0.383133,-0.910233
1426437920.458776,0.092514,-0.388702,-0.917908
1426437920.468593,0.090042,-0.387726,-0.918701
1426437920.478432,0.088196,-0.380661,-0.915878
1426437920.488249,0.085052,-0.376068,-0.914337
1426437920.498088,0.081833,-0.370529,-0.909058
1426437920.507916,0.077621,-0.375565,-0.904602
1426437920.517745,0.077011,-0.382904,-0.907944
1426437920.527570,0.076401,-0.379761,-0.920609
1426437920.537398,0.074158,-0.374924,-0.919846
1426437920.547226,0.070969,-0.376755,-0.922287
1426437920.557061,0.072342,-0.376328,-0.923370
1426437920.566882,0.072113,-0.379089,-0.921051
1426437920.576712,0.068237,-0.383377,-0.921356
1426437920.586539,0.062500,-0.387878,-0.918076
1426437920.596366,0.065872,-0.387131,-0.920090
1426437920.606192,0.065399,-0.385574,-0.924622
1426437920.616018,0.061020,-0.378067,-0.929413
1426437920.625845,0.061172,-0.364838,-0.938187
1426437920.635672,0.060928,-0.357285,-0.938293
1426437920.645500,0.060074,-0.355865,-0.939011
1426437920.655328,0.061050,-0.354568,-0.939285
1426437920.665153,0.062393,-0.357269,-0.933762
1426437920.674981,0.064941,-0.361084,-0.927780
1426437920.684810,0.066895,-0.365494,-0.921906
1426437920.694636,0.068924,-0.366913,-0.916290
1426437920.704465,0.068420,-0.366791,-0.917572
1426437920.714293,0.074646,-0.366989,-0.922043
1426437920.724119,0.080063,-0.366608,-0.920471
1426437920.733955,0.082367,-0.365524,-0.915329
1426437920.743775,0.086304,-0.370605,-0.912216
1426437920.753610,0.087204,-0.373901,-0.913132
1426437920.763437,0.088745,-0.378998,-0.907318
1426437920.773254,0.087555,-0.377869,-0.900848
1426437920.783089,0.087173,-0.382217,-0.897949
1426437920.792919,0.088654,-0.384323,-0.899063
1426437920.802746,0.089859,-0.383774,-0.903564
1426437920.812580,0.089111,-0.379059,-0.903183
1426437920.822404,0.088455,-0.379913,-0.906097
1426437920.832236,0.088669,-0.382095,-0.913025
1426437920.842061,0.089752,-0.379990,-0.917297
1426437920.851886,0.089401,-0.380035,-0.916550
1426437920.861716,0.088531,-0.384796,-0.918045
1426437920.871543,0.087982,-0.388779,-0.911194
1426437920.881370,0.089371,-0.389084,-0.901031
