timestamp,x (in G's),y (in G's),z (in G's)
1426433564.598652,0.059555,-0.094131,-1.041214
1426433564.608479,0.045319,-0.076981,-1.040253
1426433564.618314,0.034897,-0.063431,-1.031311
1426433564.628127,0.037018,-0.063080,-1.020721
1426433564.637955,0.036499,-0.066406,-1.013779
1426433564.647781,0.036667,-0.077301,-1.012878
1426433564.657606,0.046555,-0.072235,-1.014694
1426433564.667418,0.049576,-0.070923,-1.009186
1426433564.677256,0.051270,-0.077438,-1.007019
1426433564.687072,0.047867,-0.086517,-1.008469
1426433564.696916,0.047195,-0.086304,-1.004761
1426433564.706722,0.046005,-0.089493,-0.986908
1426433564.716558,0.042191,-0.087967,-0.973007
1426433564.726398,0.041031,-0.092224,-0.964081
1426433564.736210,0.037567,-0.101181,-0.965195
1426433564.746036,0.042145,-0.108688,-0.973755
1426433564.755863,0.049301,-0.109573,-0.982819
1426433564.765688,0.054916,-0.109039,-0.995163
1426433564.775513,0.056519,-0.105362,-1.008728
1426433564.785339,0.052933,-0.098434,-1.014191
1426433564.795162,0.051270,-0.091827,-1.016953
1426433564.804988,0.047318,-0.085739,-1.018295
1426433564.814814,0.044876,-0.080826,-1.019333
1426433564.824630,0.049301,-0.076660,-1.015121
1426433564.834464,0.054718,-0.076538,-1.011032
1426433564.844289,0.058762,-0.087357,-1.007523
1426433564.854114,0.063156,-0.098648,-1.006058
1426433564.863937,0.065582,-0.103256,-1.003052
1426433564.873762,0.067139,-0.102585,-0.993530
1426433564.883587,0.071457,-0.097778,-0.990784
1426433564.893410,0.068817,-0.096756,-0.988968
1426433564.903235,0.059906,-0.095261,-0.985229
1426433564.913060,0.054840,-0.093277,-0.981842
1426433564.922885,0.056274,-0.095306,-0.978745
1426433564.932711,0.061554,-0.099030,-0.984314
1426433564.942537,0.065720,-0.101120,-0.988373
1426433564.952369,0.062439,-0.101059,-0.983994
1426433564.962188,0.060577,-0.104095,-0.964401
1426433564.972013,0.060059,-0.109039,-0.961914
1426433564.981846,0.059982,-0.115189,-0.989792
1426433564.991665,0.058151,-0.110031,-1.010818
1426433565.001502,0.055374,-0.094940,-1.009460
1426433565.011316,0.052170,-0.088318,-0.993118
1426433565.021135,0.048462,-0.096069,-0.979172
1426433565.030952,0.046921,-0.101501,-0.982224
1426433565.040777,0.042938,-0.101288,-0.993546
1426433565.050623,0.039154,-0.101288,-1.004333
1426433565.060444,0.041138,-0.095184,-1.013153
1426433565.070282,0.040207,-0.094757,-1.011063
1426433565.080085,0.044495,-0.098892,-0.992493
1426433565.089911,0.051468,-0.107391,-0.978821
1426433565.099752,0.055038,-0.113663,-0.985565
1426433565.109580,0.050079,-0.112991,-1.008545
1426433565.119403,0.049042,-0.105438,-1.026001
1426433565.129231,0.053345,-0.089691,-1.026794
1426433565.139057,0.056992,-0.087372,-1.008362
1426433565.148865,0.056396,-0.093475,-0.993896
1426433565.158688,0.061295,-0.102325,-0.985275
1426433565.168517,0.068054,-0.106201,-0.988083
1426433565.178338,0.069275,-0.113297,-0.987030
1426433565.188165,0.070511,-0.121948,-0.983063
1426433565.197989,0.076920,-0.126953,-0.977051
1426433565.207820,0.081909,-0.126450,-0.975174
1426433565.217637,0.079865,-0.131332,-0.971786
1426433565.227459,0.075150,-0.132584,-0.974411
1426433565.237286,0.074417,-0.132278,-0.990891
1426433565.247122,0.076508,-0.124573,-1.009140
1426433565.256936,0.068909,-0.121841,-1.011322
1426433565.266772,0.058670,-0.119965,-0.999924
1426433565.276592,0.048294,-0.115936,-0.988235
1426433565.286417,0.038483,-0.113922,-0.974030
1426433565.296241,0.030411,-0.118301,-0.962418
1426433565.306066,0.029999,-0.126633,-0.949097
1426433565.315893,0.032211,-0.139542,-0.931549
1426433565.325715,0.024796,-0.155167,-0.910385
1426433565.335548,0.013809,-0.166702,-0.896576
1426433565.345367,0.003815,-0.165878,-0.892059
1426433565.355192,-0.000946,-0.157364,-0.895844
1426433565.365016,-0.002060,-0.144348,-0.910721
1426433565.374841,0.000336,-0.139648,-0.931061
1426433565.384676,-0.000076,-0.144562,-0.954865
1426433565.394491,-0.000885,-0.152908,-0.976578
1426433565.404317,-0.007019,-0.154251,-0.992554
1426433565.414149,-0.016144,-0.150085,-1.001801
1426433565.423968,-0.029312,-0.149292,-1.011963
1426433565.433794,-0.034607,-0.147278,-1.016846
1426433565.443620,-0.038376,-0.149719,-1.022034
1426433565.453447,-0.035645,-0.161194,-1.027161
1426433565.463274,-0.036850,-0.177200,-1.037445
1426433565.473101,-0.037445,-0.172516,-1.066635
1426433565.482926,-0.035538,-0.159561,-1.090240
1426433565.492752,-0.039291,-0.150772,-1.110779
1426433565.502578,-0.030869,-0.141418,-1.123978
1426433565.512403,-0.029892,-0.142502,-1.120956
1426433565.522229,-0.027802,-0.143707,-1.091644
1426433565.532053,-0.031097,-0.145767,-1.047028
1426433565.541879,-0.029648,-0.148819,-0.993973
1426433565.551704,-0.033127,-0.143219,-0.952591
1426433565.561529,-0.050079,-0.136688,-0.922272
1426433565.571353,-0.065186,-0.126053,-0.906036
1426433565.581178,-0.082169,-0.111450,-0.890625
1426433565.591010,-0.097626,-0.103760,-0.882751
1426433565.600828,-0.108902,-0.101547,-0.885788
1426433565.610663,-0.104630,-0.112503,-0.881866
1426433565.620476,-0.081116,-0.131439,-0.880280
1426433565.630285,-0.052536,-0.156982,-0.898056
1426433565.640107,-0.027695,-0.190552,-0.919189
1426433565.649938,-0.006699,-0.216248,-0.942490
1426433565.659773,0.007782,-0.231094,-0.956909
1426433565.669597,0.025528,-0.254150,-0.973190
1426433565.679424,0.038132,-0.261154,-0.980103
1426433565.689245,0.045059,-0.266830,-0.980118
1426433565.699073,0.044464,-0.277664,-0.990662
1426433565.708899,0.038681,-0.287384,-1.007080
1426433565.718721,0.033585,-0.287094,-1.015991
1426433565.728552,0.024261,-0.281189,-1.025360
1426433565.738373,0.008499,-0.267731,-1.029205
1426433565.748198,-0.002609,-0.258514,-1.025604
1426433565.758024,-0.014191,-0.252213,-1.024155
1426433565.767861,-0.022308,-0.247986,-1.026443
1426433565.777674,-0.033951,-0.235809,-1.041794
1426433565.787487,-0.047729,-0.219177,-1.059708
1426433565.797323,-0.063889,-0.204422,-1.075745
1426433565.807139,-0.077682,-0.184113,-1.090652
1426433565.816976,-0.085754,-0.161621,-1.103989
1426433565.826801,-0.090302,-0.148285,-1.109634
1426433565.836627,-0.084229,-0.141068,-1.112808
1426433565.846452,-0.068680,-0.154694,-1.101395
1426433565.856275,-0.053986,-0.173325,-1.086777
1426433565.866109,-0.042770,-0.188431,-1.079285
1426433565.875927,-0.037003,-0.210709,-1.068268
