timestamp,x (in microteslas),y (in microteslas),z (in microteslas)
1426433408.340186,25.669144,48.754135,-246.795517
1426433408.359987,24.807755,49.615524,-247.627609
1426433408.379799,24.807755,48.237305,-246.629105
1426433408.399605,26.702789,46.686829,-247.461182
1426433408.419411,26.358246,46.686829,-247.461182
1426433408.439218,26.185959,47.892761,-249.291763
1426433408.459023,24.980026,48.409592,-248.459686
1426433408.478818,26.013687,47.031372,-248.126862
1426433408.498635,25.496857,48.237305,-247.960434
1426433408.518440,27.564178,48.926422,-248.958939
1426433408.538247,26.185959,46.859100,-247.627609
1426433408.558053,26.358246,49.443237,-247.128357
1426433408.577869,27.391891,47.375931,-248.792526
1426433408.597687,27.564178,47.548203,-246.629105
1426433408.617496,26.875076,48.581863,-247.627609
1426433408.637304,25.496857,46.859100,-248.293274
1426433408.657112,25.669144,46.342270,-248.459686
1426433408.676919,25.496857,47.548203,-246.961945
1426433408.696724,25.669144,48.065033,-248.126862
1426433408.716531,25.841415,48.581863,-248.626099
1426433408.736336,27.047348,48.065033,-246.129852
1426433408.756142,24.980026,48.065033,-245.797028
1426433408.775918,25.841415,48.581863,-249.624603
1426433408.795721,26.185959,47.892761,-248.293274
1426433408.815534,25.496857,47.892761,-246.961945
1426433408.835336,26.702789,48.065033,-248.792526
1426433408.855163,24.463211,46.514557,-247.627609
1426433408.874968,24.807755,48.237305,-247.960434
1426433408.894753,25.496857,47.892761,-247.627609
1426433408.914561,25.324585,47.375931,-247.128357
1426433408.934363,24.290924,47.031372,-246.795517
1426433408.954177,25.496857,47.892761,-247.294769
1426433408.973985,25.669144,49.443237,-247.461182
1426433408.993795,26.013687,49.098694,-248.459686
1426433409.013604,24.463211,48.237305,-246.629105
1426433409.033413,25.841415,49.270966,-246.629105
1426433409.053221,25.841415,48.581863,-247.294769
1426433409.073026,25.841415,48.926422,-247.960434
1426433409.092843,25.669144,47.720490,-247.128357
1426433409.112649,23.429550,49.270966,-247.294769
1426433409.132454,24.118652,47.892761,-247.294769
1426433409.152262,24.807755,49.270966,-246.961945
1426433409.172064,25.669144,48.409592,-247.128357
1426433409.191872,24.635483,48.409592,-247.794022
1426433409.211685,23.429550,49.270966,-247.627609
1426433409.231499,26.013687,50.132355,-247.461182
1426433409.251298,24.635483,49.443237,-246.129852
1426433409.271110,24.980026,49.787796,-247.461182
1426433409.290914,24.290924,50.132355,-246.795517
1426433409.310723,25.152313,51.338287,-246.961945
1426433409.330528,24.463211,48.581863,-246.961945
1426433409.350721,25.496857,50.304626,-246.629105
1426433409.370524,24.118652,50.304626,-248.293274
1426433409.390328,25.152313,49.960068,-247.627609
1426433409.410134,24.635483,50.476898,-247.794022
1426433409.429937,25.152313,50.649170,-246.296280
1426433409.449738,24.463211,50.649170,-248.626099
1426433409.469552,24.118652,51.338287,-247.960434
1426433409.489357,25.152313,50.993729,-246.629105
1426433409.509149,24.463211,50.649170,-246.961945
1426433409.528951,24.290924,50.821457,-247.128357
1426433409.548775,23.946381,49.787796,-245.797028
1426433409.568582,25.841415,50.649170,-247.627609
1426433409.588387,24.807755,49.615524,-246.961945
1426433409.608192,25.669144,50.132355,-247.461182
1426433409.627999,23.257278,49.787796,-246.795517
1426433409.647817,23.601822,50.132355,-247.461182
1426433409.667605,26.013687,49.098694,-245.131363
1426433409.687414,25.324585,49.098694,-246.795517
1426433409.707223,26.702789,48.409592,-245.797028
1426433409.727016,25.496857,48.581863,-246.296280
1426433409.746820,27.391891,50.476898,-245.797028
1426433409.766636,28.770111,49.787796,-247.128357
1426433409.786434,26.185959,50.304626,-247.627609
1426433409.806232,26.013687,49.443237,-247.128357
1426433409.826038,24.463211,50.993729,-245.297775
1426433409.845840,24.118652,48.237305,-247.960434
1426433409.865643,27.047348,48.754135,-247.128357
1426433409.885452,28.597824,48.581863,-245.963440
1426433409.905258,27.391891,50.132355,-246.129852
1426433409.925065,27.736450,48.065033,-246.129852
1426433409.944874,26.358246,48.409592,-245.797028
1426433409.964677,29.459213,47.375931,-245.797028
1426433409.984486,26.358246,46.686829,-245.464188
1426433410.004292,26.875076,48.926422,-245.963440
1426433410.024099,28.081009,49.443237,-245.464188
1426433410.043906,28.597824,48.581863,-246.296280
1426433410.063716,29.459213,50.132355,-246.462692
1426433410.083522,29.114655,48.409592,-246.795517
1426433410.103342,28.253281,48.581863,-244.299271
1426433410.123144,29.114655,47.375931,-245.464188
1426433410.142953,28.425552,48.065033,-246.129852
1426433410.162750,28.425552,49.787796,-246.129852
1426433410.182569,29.114655,48.754135,-246.795517
1426433410.202379,27.219620,50.649170,-245.630615
1426433410.222178,28.425552,49.443237,-246.129852
1426433410.241987,27.736450,48.754135,-246.462692
1426433410.261798,29.631485,49.960068,-245.297775
1426433410.281605,29.459213,48.754135,-244.798523
1426433410.301408,29.803772,51.166000,-245.131363
1426433410.321222,27.908722,49.960068,-244.964951
1426433410.341027,29.976044,48.926422,-246.629105
1426433410.360131,28.253281,50.304626,-244.964951
1426433410.379941,29.803772,50.132355,-245.464188
1426433410.399747,29.803772,48.409592,-246.462692
1426433410.419565,30.148315,49.098694,-246.462692
1426433410.439376,28.770111,47.720490,-246.129852
1426433410.459182,30.148315,48.065033,-246.795517
1426433410.478987,30.665146,47.548203,-245.963440
1426433410.498793,29.976044,46.514557,-247.294769
1426433410.518599,29.459213,45.997726,-246.795517
1426433410.538404,29.976044,47.203659,-247.294769
1426433410.558187,28.770111,47.720490,-245.464188
1426433410.577999,29.459213,47.031372,-246.129852
