timestamp,x (in radians/s),y (in radians/s),z (in radians/s)
1426433408.473214,-0.010248,0.053159,0.016193
1426433408.483220,-0.000796,0.040405,0.007588
1426433408.493228,0.008708,0.036161,0.000075
1426433408.503234,0.012809,0.021328,-0.010639
1426433408.513240,0.001972,-0.000885,-0.020239
1426433408.523246,-0.017287,-0.004944,-0.029737
1426433408.533247,-0.030052,0.011196,-0.039201
1426433408.543253,-0.031091,0.028323,-0.047656
1426433408.553267,-0.024665,0.032526,-0.045546
1426433408.563273,-0.018239,0.022793,-0.033900
1426433408.573280,-0.017177,0.009926,-0.025431
1426433408.583286,-0.015089,-0.007187,-0.019110
1426433408.593293,-0.015141,-0.023203,-0.014904
1426433408.603299,-0.018373,-0.034929,-0.011733
1426433408.613306,-0.026932,-0.041260,-0.012775
1426433408.623312,-0.036566,-0.043285,-0.018057
1426433408.633319,-0.046223,-0.042063,-0.028650
1426433408.643325,-0.049478,-0.039824,-0.038207
1426433408.653340,-0.049491,-0.037663,-0.041394
1426433408.663346,-0.050554,-0.041948,-0.038209
1426433408.673342,-0.051557,-0.040947,-0.030749
1426433408.683348,-0.052536,-0.039978,-0.020095
1426433408.693352,-0.054566,-0.034731,-0.010487
1426433408.703358,-0.053432,-0.026248,-0.007271
1426433408.713368,-0.048126,-0.021968,-0.012607
1426433408.723374,-0.035494,-0.035795,-0.022296
1426433408.733368,-0.022810,-0.044328,-0.028774
1426433408.743374,-0.012155,-0.033679,-0.035180
1426433408.753407,-0.012108,-0.015513,-0.041507
1426433408.763413,-0.017322,0.006893,-0.042473
1426433408.773411,-0.023681,0.007964,-0.039244
1426433408.783417,-0.032238,0.000558,-0.039225
1426433408.793416,-0.040783,0.006003,-0.046617
1426433408.803422,-0.050492,0.001930,-0.060421
1426433408.813438,-0.058093,-0.013921,-0.068951
1426433408.823444,-0.061331,-0.019208,-0.071081
1426433408.833451,-0.052882,-0.027746,-0.074345
1426433408.843457,-0.034885,-0.045945,-0.075559
1426433408.853465,-0.018962,-0.056697,-0.074609
1426433408.863471,-0.011509,-0.059955,-0.072528
1426433408.873477,-0.017867,-0.052454,-0.073536
1426433408.883483,-0.029541,-0.040641,-0.076633
1426433408.893491,-0.046471,-0.020308,-0.076482
1426433408.903497,-0.063319,0.003139,-0.067805
1426433408.913504,-0.079140,0.018050,-0.058096
1426433408.923510,-0.091767,0.029727,-0.046285
1426433408.933517,-0.095991,0.021130,-0.035647
1426433408.943523,-0.093966,-0.010913,-0.027245
1426433408.953529,-0.089828,-0.038658,-0.024163
1426433408.963535,-0.084610,-0.055708,-0.026374
1426433408.973555,-0.081548,-0.074856,-0.030711
1426433408.983561,-0.074288,-0.099313,-0.039343
1426433408.993564,-0.062818,-0.130164,-0.050147
1426433409.003570,-0.054335,-0.132313,-0.053390
1426433409.013578,-0.052025,-0.091814,-0.057527
1426433409.023584,-0.044334,-0.023546,-0.073309
1426433409.033591,-0.024975,0.036136,-0.089178
1426433409.043597,-0.008858,0.066949,-0.091287
1426433409.053609,-0.007668,0.067856,-0.075322
1426433409.063615,-0.032201,0.041251,-0.062512
1426433409.073609,-0.079209,-0.001161,-0.053901
1426433409.083615,-0.143224,-0.034934,-0.047305
1426433409.093616,-0.208189,-0.048476,-0.039574
1426433409.103622,-0.259347,-0.057767,-0.039349
1426433409.113635,-0.278632,-0.068226,-0.047804
1426433409.123641,-0.267047,-0.075637,-0.059596
1426433409.133648,-0.226714,-0.072492,-0.078948
1426433409.143654,-0.172533,-0.065147,-0.100485
1426433409.153662,-0.114081,-0.059987,-0.118856
1426433409.163668,-0.065115,-0.044173,-0.131823
1426433409.173664,-0.034151,-0.026235,-0.132983
1426433409.183670,-0.026559,-0.013589,-0.123399
1426433409.193684,-0.039182,-0.007277,-0.107347
1426433409.203690,-0.069887,-0.001957,-0.088015
1426433409.213704,-0.113356,0.004492,-0.067551
1426433409.223710,-0.157910,0.013117,-0.051332
1426433409.233719,-0.189700,0.023830,-0.038364
1426433409.243725,-0.203401,0.035523,-0.027612
1426433409.253712,-0.197003,0.027971,-0.021282
1426433409.263718,-0.172624,-0.005266,-0.012996
1426433409.273732,-0.150287,-0.031096,0.001712
1426433409.283738,-0.138491,-0.036630,0.016538
1426433409.293754,-0.140521,-0.034600,0.028265
1426433409.303760,-0.159489,-0.022946,0.046495
1426433409.313768,-0.182706,-0.012354,0.066871
1426433409.323774,-0.204896,-0.006007,0.085100
1426433409.333781,-0.216437,0.003493,0.101157
1426433409.343787,-0.214222,0.007660,0.109676
1426433409.353779,-0.196073,0.010710,0.113853
1426433409.363785,-0.166236,0.010509,0.116898
1426433409.373807,-0.134412,-0.012040,0.116665
1426433409.383813,-0.108037,-0.060128,0.117441
1426433409.393820,-0.093267,-0.095420,0.123639
1426433409.403826,-0.085840,-0.112584,0.132062
1426433409.413834,-0.080451,-0.106265,0.136314
1426433409.423840,-0.072823,-0.077583,0.139563
1426433409.433847,-0.062024,-0.048889,0.139603
1426433409.443853,-0.050161,-0.020202,0.139638
1426433409.453862,-0.030715,0.017927,0.150312
1426433409.463868,-0.006103,0.030495,0.157682
1426433409.473854,0.003461,0.017599,0.163979
1426433409.483860,-0.006042,0.017553,0.174672
1426433409.493887,-0.021972,0.020810,0.177956
1426433409.503893,-0.032737,0.009227,0.170520
1426433409.513900,-0.029706,-0.003450,0.157688
1426433409.523906,-0.017051,-0.009802,0.145895
1426433409.533913,0.002014,-0.018362,0.138320
1426433409.543919,0.023225,-0.023738,0.130745
1426433409.553928,0.047617,-0.026973,0.119967
1426433409.563934,0.078368,-0.031279,0.105961
1426433409.573940,0.109105,-0.036640,0.090886
1426433409.583946,0.134600,-0.038856,0.084365
1426433409.593953,0.149515,-0.035737,0.083236
1426433409.603959,0.157139,-0.012411,0.089662
1426433409.613966,0.164879,0.026850,0.100397
1426433409.623972,0.184360,0.077799,0.106855
1426433409.633979,0.210102,0.107432,0.111082
1426433409.643985,0.233629,0.111456,0.121623
1426433409.653993,0.243353,0.112294,0.139674
1426433409.663999,0.232988,0.135582,0.161093
1426433409.674007,0.221680,0.186598,0.179414
1426433409.684013,0.212444,0.238747,0.189211
1426433409.694019,0.194718,0.288764,0.204367
1426433409.704025,0.140069,0.356787,0.252767
1426433409.714046,0.018782,0.456802,0.337797
1426433409.724052,-0.170332,0.586826,0.444555
1426433409.734029,-0.401090,0.703305,0.545089
1426433409.744035,-0.628351,0.717803,0.615464
1426433409.754048,-0.804618,0.578042,0.636111
1426433409.764054,-0.880729,0.322099,0.604780
1426433409.774068,-0.824573,0.017120,0.497047
1426433409.784074,-0.631676,-0.297526,0.314083
1426433409.794086,-0.345243,-0.605003,0.104063
1426433409.804092,-0.027167,-0.809637,-0.075971
1426433409.814089,0.272992,-0.869937,-0.190506
1426433409.824095,0.515929,-0.790080,-0.224455
1426433409.834096,0.669783,-0.546401,-0.182906
1426433409.844102,0.709169,-0.120739,-0.056092
1426433409.854125,0.626979,0.377429,0.136502
1426433409.864131,0.447626,0.819680,0.332591
1426433409.874134,0.239439,1.134898,0.464535
1426433409.884140,0.046629,1.236631,0.524379
1426433409.894157,-0.096155,1.182914,0.548335
1426433409.904163,-0.165425,0.988543,0.534204
1426433409.914171,-0.168680,0.645041,0.481997
1426433409.924177,-0.127626,0.256773,0.406002
1426433409.934184,-0.067141,-0.079409,0.329017
1426433409.944190,-0.015623,-0.316613,0.265175
1426433409.954197,0.009136,-0.425106,0.234889
1426433409.964203,-0.001424,-0.417651,0.241353
1426433409.974222,-0.044422,-0.329247,0.267406
1426433409.984228,-0.108495,-0.189541,0.287345
1426433409.994233,-0.181085,-0.031560,0.294612
1426433410.004239,-0.247452,0.118017,0.285852
1426433410.014238,-0.283156,0.220516,0.281043
1426433410.024244,-0.277560,0.276960,0.278006
1426433410.034254,-0.233809,0.315181,0.264075
1426433410.044260,-0.163736,0.325750,0.229695
1426433410.054269,-0.083352,0.293800,0.180221
1426433410.064275,0.000037,0.228837,0.128494
1426433410.074275,0.074972,0.160627,0.087445
1426433410.084281,0.129810,0.104157,0.056115
1426433410.094295,0.153803,0.051040,0.027079
1426433410.104301,0.147968,-0.001886,-0.003937
1426433410.114302,0.128221,-0.037490,-0.056118
1426433410.124308,0.096783,-0.064476,-0.111406
1426433410.134316,0.053955,-0.060712,-0.145245
1426433410.144322,-0.006615,-0.028352,-0.151224
1426433410.154331,-0.079785,-0.025089,-0.113590
1426433410.164337,-0.163579,-0.057172,-0.048341
1426433410.174344,-0.243184,-0.111706,0.023201
1426433410.184350,-0.301659,-0.164009,0.071225
1426433410.194357,-0.329291,-0.164986,0.078812
1426433410.204363,-0.324724,-0.071058,0.054612
1426433410.214370,-0.286793,0.119788,0.010338
1426433410.224376,-0.210459,0.334978,-0.041500
1426433410.234383,-0.106601,0.496608,-0.077682
1426433410.244389,0.004445,0.569547,-0.087577
1426433410.254408,0.097136,0.574298,-0.083765
1426433410.264414,0.154036,0.480379,-0.098196
1426433410.274417,0.177389,0.306927,-0.128687
1426433410.284423,0.162362,0.134831,-0.166435
1426433410.294429,0.113422,-0.011539,-0.200736
1426433410.304435,0.038090,-0.123737,-0.228407
1426433410.314430,-0.042056,-0.160431,-0.240902
1426433410.324436,-0.104633,-0.115350,-0.239378
1426433410.334451,-0.127734,-0.059876,-0.234823
1426433410.344457,-0.085197,-0.043974,-0.253080
1426433410.354457,0.022880,-0.080383,-0.298448
1426433410.364463,0.169097,-0.142503,-0.351543
1426433410.374476,0.314216,-0.211006,-0.404653
1426433410.384482,0.435093,-0.261455,-0.437357
1426433410.394489,0.520461,-0.228951,-0.435547
1426433410.404495,0.559641,-0.102669,-0.410844
1426433410.414495,0.588165,0.055846,-0.409402
1426433410.424501,0.600996,0.258058,-0.401351
1426433410.434516,0.610442,0.466961,-0.423069
1426433410.444522,0.626747,0.535059,-0.426121
1426433410.454529,0.657681,0.495143,-0.391276
1426433410.464535,0.705486,0.382435,-0.328011
