timestamp,x (in radians/s),y (in radians/s),z (in radians/s)
1426437891.954566,-0.152740,0.047317,0.045627
1426437891.964572,-0.140052,0.033419,0.043389
1426437891.974578,-0.144446,0.022894,0.032731
1426437891.984583,-0.157313,0.024154,0.020025
1426437891.994589,-0.165963,0.019010,0.006212
1426437892.004594,-0.174575,0.014890,-0.003339
1426437892.014600,-0.186359,0.015048,-0.012861
1426437892.024606,-0.191796,0.012006,-0.025618
1426437892.034612,-0.206769,0.010032,-0.033002
1426437892.044616,-0.225940,0.009077,-0.032909
1426437892.054622,-0.234496,0.004887,-0.035010
1426437892.064621,-0.221752,-0.009082,-0.029796
1426437892.074627,-0.198376,-0.019877,-0.028884
1426437892.084640,-0.168629,-0.026398,-0.033311
1426437892.094646,-0.139955,-0.036118,-0.036680
1426437892.104651,-0.118688,-0.038351,-0.038922
1426437892.114657,-0.096380,-0.033053,-0.049661
1426437892.124661,-0.076150,-0.011728,-0.064596
1426437892.134667,-0.055921,0.009597,-0.079530
1426437892.144675,-0.037843,0.023460,-0.092349
1426437892.154681,-0.022995,0.017014,-0.095638
1426437892.164689,-0.018910,-0.019240,-0.093648
1426437892.174695,-0.032921,-0.050035,-0.094744
1426437892.184702,-0.060763,-0.057179,-0.110597
1426437892.194708,-0.081035,-0.042001,-0.126414
1426437892.204692,-0.073532,-0.035674,-0.124301
1426437892.214698,-0.035111,-0.044587,-0.106425
1426437892.224726,0.002280,-0.043888,-0.090641
1426437892.234732,0.009792,-0.034356,-0.089583
1426437892.244725,-0.012588,-0.028842,-0.095840
1426437892.254731,-0.046655,-0.023290,-0.098846
1426437892.264720,-0.067905,-0.014648,-0.098712
1426437892.274726,-0.065772,-0.023241,-0.092363
1426437892.284748,-0.063668,-0.051095,-0.076497
1426437892.294754,-0.072233,-0.076717,-0.064828
1426437892.304760,-0.088252,-0.090501,-0.061600
1426437892.314766,-0.094625,-0.090484,-0.059439
1426437892.324772,-0.076410,-0.070363,-0.058399
1426437892.334778,-0.041129,-0.042876,-0.058485
1426437892.344783,-0.011149,-0.014312,-0.056412
1426437892.354789,-0.013072,0.021890,-0.054155
1426437892.364794,-0.041637,0.050769,-0.049659
1426437892.374800,-0.075677,0.050925,-0.045231
1426437892.384806,-0.091699,0.027496,-0.035647
1426437892.394812,-0.074745,-0.000373,-0.027307
1426437892.404818,-0.037609,-0.020792,-0.030752
1426437892.414824,0.002696,-0.022973,-0.050122
1426437892.424828,0.031373,-0.005896,-0.071500
1426437892.434834,0.048400,0.012243,-0.085364
1426437892.444834,0.053853,0.039922,-0.087430
1426437892.454840,0.045585,0.070745,-0.075578
1426437892.464860,0.027669,0.081337,-0.058421
1426437892.474866,0.005421,0.070603,-0.035990
1426437892.484871,-0.003000,0.052304,-0.010459
1426437892.494877,0.033770,0.100691,0.031033
1426437892.504882,0.090591,0.128818,0.062778
1426437892.514888,0.106640,0.122195,0.077580
1426437892.524872,0.073558,0.095679,0.086175
1426437892.534878,0.003209,0.076883,0.089657
1426437892.544901,-0.088414,0.066759,0.090081
1426437892.554907,-0.178907,0.059764,0.096896
1426437892.564921,-0.242778,0.050466,0.105700
1426437892.574927,-0.269389,0.047394,0.109016
1426437892.584909,-0.280069,0.055001,0.099514
1426437892.594915,-0.279094,0.059396,0.084620
1426437892.604932,-0.254786,0.058413,0.061075
1426437892.614938,-0.189039,0.048722,0.031973
1426437892.624943,-0.072156,0.044061,0.002633
1426437892.634949,0.085301,0.062608,-0.027898
1426437892.644955,0.239762,0.128094,-0.064647
1426437892.654961,0.352803,0.225849,-0.109601
1426437892.664966,0.418986,0.342111,-0.168100
1426437892.674972,0.458710,0.465829,-0.210474
1426437892.684972,0.464700,0.574307,-0.197374
1426437892.694978,0.419804,0.648493,-0.130905
1426437892.704995,0.291768,0.670738,-0.039709
1426437892.715001,0.075161,0.635851,0.065581
1426437892.724985,-0.198024,0.545727,0.190134
1426437892.734991,-0.463875,0.434269,0.313516
1426437892.745015,-0.660517,0.353501,0.415362
1426437892.755021,-0.751832,0.305466,0.482726
1426437892.765023,-0.736821,0.287022,0.509204
1426437892.775029,-0.654786,0.288630,0.514123
1426437892.785017,-0.534543,0.288029,0.503941
1426437892.795023,-0.400411,0.298008,0.492660
1426437892.805047,-0.265339,0.307068,0.465403
1426437892.815053,-0.135911,0.291907,0.412546
1426437892.825053,-0.018321,0.279115,0.341658
1426437892.835059,0.065129,0.265535,0.262422
1426437892.845070,0.115361,0.228826,0.171566
1426437892.855076,0.170650,0.154903,0.070981
1426437892.865081,0.258604,0.047987,-0.052229
1426437892.875087,0.369886,-0.048221,-0.195747
1426437892.885092,0.502706,-0.085895,-0.347697
1426437892.895098,0.616702,-0.029548,-0.519471
1426437892.905104,0.675102,0.109688,-0.637470
1426437892.915110,0.694763,0.262257,-0.677520
1426437892.925120,0.703821,0.377309,-0.685705
1426437892.935126,0.684811,0.422251,-0.696108
1426437892.945128,0.596279,0.401520,-0.702122
1426437892.955134,0.443708,0.318099,-0.684603
1426437892.965139,0.270489,0.125972,-0.647110
1426437892.975145,0.114727,-0.030336,-0.578716
1426437892.985149,0.033996,-0.128741,-0.484956
1426437892.995155,0.020620,-0.165701,-0.397719
1426437893.005161,0.022514,-0.119586,-0.319866
1426437893.015167,-0.015738,-0.021104,-0.236318
1426437893.025173,-0.116641,0.080743,-0.132221
1426437893.035179,-0.271812,0.139977,0.006071
1426437893.045184,-0.468741,0.142925,0.152904
1426437893.055190,-0.676539,0.131206,0.280582
1426437893.065183,-0.877982,0.159160,0.376421
1426437893.075189,-1.100664,0.216112,0.459687
1426437893.085203,-1.359549,0.242184,0.564323
1426437893.095209,-1.611041,0.198605,0.709146
1426437893.105219,-1.771213,0.096918,0.860775
1426437893.115225,-1.748475,0.012687,0.968969
1426437893.125231,-1.532035,0.016425,1.004097
1426437893.135237,-1.167990,0.211442,0.994405
1426437893.145243,-0.729593,0.619329,0.954169
1426437893.155249,-0.363078,1.230671,0.842570
1426437893.165253,-0.165967,1.907453,0.672414
1426437893.175259,-0.143389,2.439602,0.473912
1426437893.185265,-0.247665,2.681335,0.316608
1426437893.195271,-0.441753,2.554459,0.224545
1426437893.205277,-0.643082,2.127445,0.227342
1426437893.215283,-0.726531,1.734173,0.306310
1426437893.225288,-0.615750,1.618762,0.391607
1426437893.235294,-0.351052,1.858447,0.449623
1426437893.245310,0.000938,2.462958,0.393429
1426437893.255316,0.338871,3.045580,0.182876
1426437893.265317,0.443904,3.418263,0.015377
1426437893.275323,0.312438,3.092139,-0.106394
1426437893.285319,-0.025074,2.305299,-0.262713
1426437893.295325,-0.425470,1.419999,-0.217844
1426437893.305339,-0.692921,0.665715,-0.143401
1426437893.315345,-0.848713,0.180857,-0.133568
