timestamp,x (in radians/s),y (in radians/s),z (in radians/s)
1426438661.706968,-0.077554,0.037752,-0.002683
1426438661.716973,-0.080934,0.017637,-0.013378
1426438661.726979,-0.091794,-0.001330,-0.028289
1426438661.736987,-0.106836,-0.011793,-0.038894
1426438661.746993,-0.109074,-0.020220,-0.047427
1426438661.756998,-0.114457,-0.022258,-0.053794
1426438661.767004,-0.126159,-0.015771,-0.056908
1426438661.777010,-0.131416,-0.002960,-0.056840
1426438661.787016,-0.124983,0.002308,-0.054726
1426438661.797022,-0.125976,0.012944,-0.052557
1426438661.807028,-0.144073,0.018403,-0.055642
1426438661.817019,-0.164275,0.031350,-0.060822
1426438661.827025,-0.168568,0.035706,-0.068238
1426438661.837046,-0.157938,0.050676,-0.081016
1426438661.847052,-0.143093,0.074253,-0.105497
1426438661.857058,-0.135660,0.111758,-0.134154
1426438661.867064,-0.129202,0.141652,-0.145798
1426438661.877077,-0.114251,0.142581,-0.140547
1426438661.887083,-0.123724,0.143570,-0.126658
1426438661.897066,-0.157727,0.149040,-0.121147
1426438661.907072,-0.179936,0.177924,-0.120942
1426438661.917098,-0.171194,0.231195,-0.128263
1426438661.927104,-0.150797,0.259814,-0.126142
1426438661.937105,-0.153799,0.273525,-0.110114
1426438661.947111,-0.182266,0.297993,-0.089665
1426438661.957125,-0.204460,0.309705,-0.075677
1426438661.967131,-0.210844,0.286150,-0.058690
1426438661.977133,-0.214237,0.225312,-0.042905
1426438661.987139,-0.208145,0.158109,-0.035703
1426438661.997145,-0.199953,0.100581,-0.039126
1426438662.007151,-0.180898,0.074880,-0.036112
1426438662.017157,-0.143647,0.059675,-0.027831
1426438662.027163,-0.111751,0.033820,-0.016365
1426438662.037170,-0.117109,0.016740,-0.008942
1426438662.047176,-0.147999,0.015863,-0.009856
1426438662.057180,-0.176638,0.035188,-0.008585
1426438662.067186,-0.181857,0.049023,-0.004256
1426438662.077193,-0.171094,0.054175,0.007417
1426438662.087199,-0.163656,0.035926,0.017966
1426438662.097206,-0.180915,-0.003360,0.015794
1426438662.107212,-0.214196,-0.037129,0.003075
1426438662.117217,-0.243149,-0.056002,-0.010682
1426438662.127223,-0.258182,-0.063260,-0.022340
1426438662.137227,-0.253874,-0.046194,-0.027629
1426438662.147233,-0.236816,-0.023805,-0.040415
1426438662.157242,-0.212326,-0.006795,-0.052191
1426438662.167248,-0.178248,0.008010,-0.061893
1426438662.177254,-0.138799,0.019508,-0.063117
1426438662.187260,-0.089716,0.039462,-0.063296
1426438662.197267,-0.047002,0.058356,-0.060253
1426438662.207273,-0.025551,0.084838,-0.058144
1426438662.217280,-0.033780,0.123116,-0.046268
1426438662.227286,-0.083434,0.163651,-0.022468
1426438662.237291,-0.162886,0.197907,0.007848
1426438662.247297,-0.253050,0.221585,0.037117
1426438662.257304,-0.330558,0.235695,0.056711
1426438662.267310,-0.392217,0.235928,0.069794
1426438662.277315,-0.439119,0.213752,0.078471
1426438662.287321,-0.461571,0.173259,0.094418
1426438662.297327,-0.443537,0.128212,0.116536
1426438662.307333,-0.393426,0.107467,0.139638
1426438662.317334,-0.333651,0.118727,0.151087
1426438662.327340,-0.307837,0.158990,0.157478
1426438662.337343,-0.333069,0.200540,0.171579
1426438662.347349,-0.396616,0.228355,0.197535
1426438662.357372,-0.461356,0.228465,0.225536
1426438662.367378,-0.504988,0.200814,0.248019
1426438662.377379,-0.513579,0.165576,0.262849
1426438662.387385,-0.483823,0.140819,0.272201
1426438662.397390,-0.421001,0.128661,0.280364
1426438662.407396,-0.348517,0.127068,0.291708
1426438662.417408,-0.298413,0.120269,0.304210
1426438662.427414,-0.272785,0.115741,0.316842
1426438662.437414,-0.262041,0.118773,0.327444
1426438662.447420,-0.260839,0.138962,0.331762
1426438662.457425,-0.263819,0.185880,0.327673
1426438662.467431,-0.259338,0.243467,0.317194
1426438662.477446,-0.231514,0.305310,0.292773
1426438662.487452,-0.166538,0.360651,0.257501
1426438662.497442,-0.078453,0.371227,0.211322
1426438662.507448,0.030943,0.370941,0.174581
1426438662.517458,0.141580,0.373640,0.159135
1426438662.527464,0.241773,0.392224,0.159761
1426438662.537484,0.322766,0.394883,0.166818
1426438662.547490,0.366267,0.359446,0.170743
1426438662.557486,0.380939,0.317846,0.168405
1426438662.567492,0.389491,0.324187,0.168383
1426438662.577486,0.412974,0.358284,0.152410
1426438662.587492,0.446978,0.377470,0.129948
1426438662.597512,0.474484,0.360382,0.118045
1426438662.607518,0.478435,0.323225,0.103000
1426438662.617525,0.449435,0.282971,0.097690
1426438662.627531,0.380027,0.237523,0.103209
1426438662.637537,0.280681,0.173108,0.105622
1426438662.647543,0.151486,0.097119,0.111340
1426438662.657550,0.000825,0.005388,0.105403
1426438662.667556,-0.161796,-0.114908,0.086657
1426438662.677556,-0.305427,-0.245813,0.051814
1426438662.687562,-0.400077,-0.360924,0.006134
1426438662.697574,-0.416911,-0.438000,-0.054714
1426438662.707580,-0.339919,-0.473969,-0.127604
1426438662.717587,-0.182894,-0.490254,-0.191247
1426438662.727593,0.034929,-0.519890,-0.231818
1426438662.737598,0.276103,-0.577442,-0.263016
1426438662.747604,0.477613,-0.678381,-0.299480
1426438662.757611,0.571462,-0.820359,-0.322769
1426438662.767617,0.527925,-0.970076,-0.344333
1426438662.777623,0.353335,-1.117854,-0.378013
1426438662.787629,0.106156,-1.256401,-0.442172
1426438662.797635,-0.111026,-1.298865,-0.548747
1426438662.807641,-0.219321,-1.201873,-0.715022
1426438662.817648,-0.252590,-1.066269,-0.843221
1426438662.827654,-0.254692,-0.999822,-0.885574
1426438662.837660,-0.272709,-0.997679,-0.875896
1426438662.847666,-0.344911,-0.983579,-0.858458
1426438662.857671,-0.428486,-0.863704,-0.869358
