timestamp,x (in radians/s),y (in radians/s),z (in radians/s)
1426433157.317166,0.090346,0.203103,-0.021075
1426433157.327173,0.101883,0.195752,-0.039254
1426433157.337179,0.103762,0.172472,-0.056372
1426433157.347187,0.095995,0.134317,-0.071362
1426433157.357193,0.086144,0.104693,-0.086314
1426433157.367195,0.077424,0.073908,-0.091694
1426433157.377201,0.074065,0.033396,-0.085423
1426433157.387225,0.070812,-0.000818,-0.069551
1426433157.397231,0.071954,-0.013786,-0.050437
1426433157.407234,0.073047,-0.026693,-0.037710
1426433157.417240,0.076109,-0.042626,-0.044165
1426433157.427223,0.078107,-0.047832,-0.058031
1426433157.437229,0.080146,-0.046658,-0.070812
1426433157.447243,0.083312,-0.044495,-0.076143
1426433157.457249,0.079145,-0.028506,-0.075006
1426433157.467262,0.066457,-0.014608,-0.072768
1426433157.477268,0.045179,-0.018796,-0.067353
1426433157.487282,0.018582,-0.031534,-0.055552
1426433157.497288,-0.004805,-0.041096,-0.043757
1426433157.507293,-0.019664,-0.044286,-0.035177
1426433157.517299,-0.029177,-0.032526,-0.034026
1426433157.527306,-0.027986,-0.006962,-0.035013
1426433157.537312,-0.017262,0.012177,-0.038197
1426433157.547333,-0.003454,0.016429,-0.045704
1426433157.557339,0.018778,0.005741,-0.055431
1426433157.567345,0.038853,-0.014550,-0.061985
1426433157.577351,0.046291,-0.022078,-0.058853
1426433157.587355,0.036783,-0.023189,-0.048164
1426433157.597361,0.016583,-0.032759,-0.037449
1426433157.607367,-0.009023,-0.048627,-0.033115
1426433157.617373,-0.033507,-0.050637,-0.030871
1426433157.627375,-0.053638,-0.037781,-0.026470
1426433157.637381,-0.069508,-0.018519,-0.026328
1426433157.647377,-0.074753,-0.003578,-0.026253
1426433157.657383,-0.063072,-0.007895,-0.027390
1426433157.667396,-0.044990,-0.017625,-0.023253
1426433157.677402,-0.032224,-0.019829,-0.023324
1426433157.687407,-0.029078,-0.019786,-0.029727
1426433157.697413,-0.030172,-0.010094,-0.040335
1426433157.707427,-0.026998,-0.004727,-0.046721
1426433157.717433,-0.019589,-0.010074,-0.048904
1426433157.727440,-0.014237,-0.004780,-0.048913
1426433157.737446,-0.014189,0.005880,-0.049943
1426433157.747454,-0.015234,0.011221,-0.050985
1426433157.757460,-0.018413,0.008004,-0.046722
1426433157.767468,-0.021538,0.009007,-0.038187
1426433157.777474,-0.025743,0.010036,-0.031775
1426433157.787481,-0.033181,0.006843,-0.027490
1426433157.797487,-0.041711,-0.001668,-0.023217
1426433157.807495,-0.051286,-0.001623,-0.022105
1426433157.817501,-0.054446,0.008000,-0.024187
1426433157.827507,-0.050188,0.015481,-0.029506
1426433157.837513,-0.040579,0.025041,-0.032716
1426433157.847519,-0.028833,0.031364,-0.032754
1426433157.857525,-0.017082,0.038752,-0.032789
1426433157.867535,-0.010649,0.047235,-0.032793
1426433157.877541,-0.009592,0.047239,-0.033863
1426433157.887547,-0.015011,0.029165,-0.033895
1426433157.897553,-0.023635,0.008979,-0.033918
1426433157.907570,-0.030065,0.002635,-0.034971
1426433157.917576,-0.032214,0.000528,-0.036032
1426433157.927572,-0.027977,-0.003757,-0.036067
1426433157.937578,-0.021589,-0.007009,-0.033981
1426433157.947578,-0.014068,0.001438,-0.030797
1426433157.957584,-0.008697,0.008852,-0.029735
1426433157.967598,-0.005502,0.012049,-0.031869
1426433157.977604,-0.006565,0.018486,-0.036101
1426433157.987609,-0.006586,0.020656,-0.040352
1426433157.997615,-0.005589,0.015376,-0.045697
1426433158.007624,0.000737,0.011130,-0.051065
1426433158.017630,0.003908,0.003636,-0.048976
1426433158.027642,-0.001455,-0.003788,-0.048974
1426433158.037648,-0.012152,-0.002591,-0.056368
1426433158.047656,-0.022822,0.003931,-0.063746
1426433158.057662,-0.027088,0.007181,-0.066907
1426433158.067668,-0.022862,0.003981,-0.069068
1426433158.077674,-0.012151,0.014560,-0.068022
1426433158.087683,-0.001348,0.037888,-0.063741
1426433158.097689,0.008308,0.044173,-0.058446
1426433158.107695,0.006206,0.038789,-0.051002
1426433158.117701,-0.003385,0.035639,-0.049900
1426433158.127709,-0.020450,0.027197,-0.047713
1426433158.137715,-0.045985,0.026248,-0.044395
1426433158.147721,-0.071483,0.033830,-0.042114
1426433158.157727,-0.077879,0.037092,-0.045265
1426433158.167736,-0.060802,0.040159,-0.042147
1426433158.177742,-0.031984,0.033472,-0.028473
1426433158.187750,-0.002171,0.015074,-0.015908
1426433158.197756,0.016896,-0.005281,-0.015005
1426433158.207762,0.022134,-0.016997,-0.018263
1426433158.217768,0.006253,-0.010586,-0.010711
1426433158.227777,-0.026704,-0.011531,-0.003098
1426433158.237783,-0.065059,-0.014496,-0.003981
1426433158.247790,-0.091623,0.000598,-0.006993
1426433158.257796,-0.093657,0.018715,-0.006924
1426433158.267803,-0.067978,0.030202,0.001502
1426433158.277809,-0.034832,0.035195,0.016257
1426433158.287817,-0.010345,0.025409,0.022490
1426433158.297823,-0.004069,0.004072,0.022389
1426433158.307830,-0.014788,-0.006497,0.020279
1426433158.317836,-0.030731,-0.001080,0.020376
1426433158.327844,-0.038201,0.006489,0.012986
1426433158.337850,-0.024364,0.008560,0.010795
1426433158.347857,-0.001999,0.009496,0.010686
