timestamp,x (in microteslas),y (in microteslas),z (in microteslas)
1426437965.590564,-4.134628,17.227600,-240.638123
1426437965.610388,-6.201950,18.605820,-242.967941
1426437965.630192,-4.996017,18.778091,-242.135864
1426437965.649999,-4.996017,17.399887,-242.801529
1426437965.669811,-4.651459,18.778091,-241.803024
1426437965.689622,-4.651459,18.088989,-241.137360
1426437965.709438,-3.962357,18.088989,-240.804535
1426437965.729249,-4.996017,18.433533,-241.470200
1426437965.749057,-3.445526,18.605820,-242.302277
1426437965.768870,-5.168289,19.639465,-243.633606
1426437965.788682,-4.651459,19.122650,-241.137360
1426437965.808495,-3.273254,17.744431,-241.803024
1426437965.828304,-5.340561,19.811752,-241.803024
1426437965.848118,-4.996017,18.088989,-240.804535
1426437965.867928,-6.546494,19.639465,-241.969452
1426437965.887760,-5.512848,17.916718,-240.638123
1426437965.907556,-5.685120,19.467194,-241.803024
1426437965.927366,-3.445526,19.984024,-241.636612
1426437965.947180,-3.962357,18.433533,-240.804535
1426437965.966983,-5.512848,18.950363,-241.969452
1426437965.986800,-4.823746,18.950363,-243.966446
1426437966.006628,-5.340561,18.433533,-242.468704
1426437966.026435,-5.685120,19.811752,-241.470200
1426437966.046235,-3.962357,19.467194,-241.803024
1426437966.066041,-4.996017,19.467194,-242.801529
1426437966.085863,-4.996017,18.433533,-241.470200
1426437966.105689,-4.306915,19.467194,-242.468704
1426437966.125490,-4.479187,19.294922,-242.635117
1426437966.145324,-5.512848,19.984024,-240.970947
1426437966.165136,-4.823746,19.294922,-240.305283
1426437966.184943,-4.651459,18.778091,-242.468704
1426437966.204749,-4.479187,19.639465,-242.635117
1426437966.224584,-5.168289,17.227600,-242.302277
1426437966.244379,-4.306915,18.778091,-241.137360
1426437966.264196,-5.857391,18.950363,-241.636612
1426437966.284033,-4.479187,19.294922,-243.633606
1426437966.303838,-5.685120,19.811752,-241.470200
1426437966.323659,-5.340561,19.122650,-242.468704
1426437966.343453,-4.823746,20.328583,-242.635117
1426437966.363276,-5.857391,19.639465,-241.969452
1426437966.383087,-6.891052,19.984024,-243.300781
1426437966.402910,-4.134628,19.294922,-242.302277
1426437966.422735,-4.996017,19.467194,-242.468704
1426437966.442531,-4.134628,21.017685,-242.302277
1426437966.462345,-3.790085,20.328583,-241.969452
1426437966.482154,-5.685120,19.467194,-242.468704
1426437966.501970,-6.029678,19.811752,-242.468704
1426437966.521796,-4.823746,20.673126,-240.970947
1426437966.541592,-4.306915,20.500854,-242.135864
1426437966.561402,-5.857391,19.294922,-241.636612
1426437966.581215,-4.823746,20.328583,-241.969452
1426437966.600328,-5.168289,19.984024,-242.967941
1426437966.620141,-5.685120,20.156296,-241.470200
1426437966.639952,-4.651459,20.156296,-243.134369
1426437966.659757,-5.685120,21.189957,-242.468704
1426437966.679571,-4.651459,21.189957,-243.134369
1426437966.699388,-5.340561,20.500854,-242.801529
1426437966.719207,-5.685120,20.845398,-244.465698
1426437966.739012,-5.857391,21.362228,-242.302277
1426437966.758826,-3.962357,20.845398,-242.135864
1426437966.778638,-3.100983,19.984024,-241.636612
1426437966.798452,-2.928696,20.845398,-241.803024
1426437966.818264,-4.306915,20.156296,-243.134369
1426437966.838076,-4.134628,20.328583,-241.636612
1426437966.857889,-4.479187,19.984024,-242.635117
1426437966.877706,-4.823746,20.673126,-242.302277
1426437966.897514,-5.512848,18.950363,-241.636612
1426437966.917325,-5.685120,19.467194,-240.804535
1426437966.937135,-8.613815,19.294922,-239.972458
1426437966.956953,-8.613815,18.261261,-240.638123
1426437966.976781,-9.819748,21.534515,-240.471695
1426437966.996575,-8.958374,22.395889,-241.303787
1426437967.016388,-9.647476,22.051346,-241.969452
1426437967.036192,-9.475189,21.534515,-242.801529
1426437967.056007,-9.302917,23.429550,-242.302277
1426437967.075820,-8.786087,22.912720,-243.800034
1426437967.095631,-7.063324,24.635483,-242.468704
1426437967.115441,-7.235611,23.084991,-243.633606
1426437967.135257,-7.924713,22.395889,-243.633606
1426437967.155062,-6.718781,22.912720,-243.467194
1426437967.174879,-6.201950,22.740448,-243.300781
1426437967.194703,-6.546494,21.017685,-241.969452
1426437967.214506,-6.891052,21.362228,-241.303787
1426437967.234323,-7.580154,21.017685,-244.632111
1426437967.254129,-7.580154,22.395889,-241.303787
1426437967.273941,-8.441544,21.189957,-241.803024
1426437967.293755,-7.063324,20.845398,-241.803024
1426437967.313563,-5.857391,22.395889,-243.300781
1426437967.333380,-6.201950,21.362228,-243.966446
1426437967.353195,-6.029678,21.879059,-244.465698
1426437967.373008,-5.340561,20.500854,-244.465698
1426437967.392842,-4.823746,21.706787,-243.966446
1426437967.412644,-3.100983,22.740448,-244.632111
1426437967.432468,-3.273254,21.879059,-245.797028
1426437967.452270,-3.273254,22.912720,-245.797028
1426437967.472081,-1.378220,21.017685,-245.963440
1426437967.491917,-2.067322,21.706787,-245.297775
1426437967.511720,-3.962357,21.879059,-244.465698
1426437967.531528,-2.928696,21.189957,-243.134369
1426437967.551335,-1.895050,19.467194,-244.465698
1426437967.571159,-2.411880,19.984024,-242.635117
1426437967.590976,-1.895050,19.467194,-244.132858
1426437967.609576,-2.756424,19.984024,-244.964951
1426437967.629368,-2.928696,21.534515,-244.465698
1426437967.649204,-0.689117,23.429550,-246.629105
1426437967.669011,-2.928696,24.635483,-247.461182
1426437967.688817,-3.445526,25.152313,-246.629105
1426437967.708621,-4.306915,26.013687,-246.795517
1426437967.728459,-1.895050,26.013687,-248.126862
1426437967.748265,-1.378220,23.429550,-245.963440
1426437967.768060,-2.067322,22.740448,-246.296280
1426437967.787877,-3.100983,23.774094,-245.963440
1426437967.807697,-4.306915,21.189957,-246.129852
1426437967.827487,-3.962357,23.601822,-245.464188
1426437967.847324,-2.756424,23.084991,-245.630615
1426437967.867131,-3.962357,25.669144,-247.128357
1426437967.886936,-5.685120,24.290924,-245.131363
1426437967.906767,-4.306915,24.980026,-244.798523
1426437967.926583,-3.100983,22.740448,-245.630615
1426437967.946384,-2.928696,22.223618,-245.464188
1426437967.966189,-2.756424,23.429550,-244.964951
1426437967.985997,-4.996017,23.601822,-244.798523
1426437968.005803,-5.512848,23.429550,-243.966446
1426437968.025638,-4.651459,20.845398,-245.131363
1426437968.045433,-4.823746,20.673126,-244.299271
1426437968.065250,-4.996017,20.845398,-243.800034
1426437968.085083,-6.201950,21.362228,-243.633606
1426437968.104876,-7.407883,22.568161,-242.135864
