timestamp,x (in G's),y (in G's),z (in G's)
1426437965.572838,0.066315,-0.364059,-0.930573
1426437965.582652,0.059525,-0.366150,-0.929214
1426437965.592484,0.050064,-0.369141,-0.930267
1426437965.602313,0.038849,-0.361252,-0.934967
1426437965.612137,0.028687,-0.345032,-0.929184
1426437965.621953,0.010406,-0.337067,-0.930023
1426437965.631792,-0.001678,-0.331009,-0.926971
1426437965.641608,-0.005112,-0.323151,-0.920486
1426437965.651447,-0.000961,-0.324127,-0.915833
1426437965.661275,0.005035,-0.328201,-0.914932
1426437965.671104,0.011383,-0.337341,-0.914185
1426437965.680932,0.018677,-0.347290,-0.916519
1426437965.690760,0.023727,-0.352158,-0.924835
1426437965.700587,0.029358,-0.353043,-0.931427
1426437965.710417,0.029739,-0.350800,-0.939285
1426437965.720239,0.027161,-0.349701,-0.945938
1426437965.730069,0.028214,-0.346954,-0.953735
1426437965.739904,0.032791,-0.349350,-0.959869
1426437965.749725,0.032379,-0.353165,-0.952301
1426437965.759550,0.025513,-0.354584,-0.939240
1426437965.769377,0.027496,-0.353104,-0.928802
1426437965.779200,0.028534,-0.355652,-0.916138
1426437965.789023,0.031204,-0.357254,-0.915268
1426437965.798853,0.040817,-0.358917,-0.916901
1426437965.808681,0.045761,-0.360825,-0.918686
1426437965.818509,0.049698,-0.364227,-0.918045
1426437965.828341,0.047745,-0.358475,-0.917297
1426437965.838175,0.044769,-0.356842,-0.919128
1426437965.847997,0.049866,-0.354279,-0.916611
1426437965.857837,0.049301,-0.352280,-0.915833
1426437965.867653,0.049423,-0.354340,-0.912811
1426437965.877494,0.048080,-0.357925,-0.910400
1426437965.887301,0.048431,-0.359497,-0.907410
1426437965.897153,0.051804,-0.364059,-0.910370
1426437965.906963,0.054062,-0.365311,-0.925262
1426437965.916792,0.059479,-0.364777,-0.938354
1426437965.926621,0.060318,-0.357117,-0.949005
1426437965.936450,0.060623,-0.351349,-0.954422
1426437965.946276,0.059860,-0.356125,-0.946884
1426437965.956104,0.057404,-0.366592,-0.932129
1426437965.965931,0.049347,-0.372086,-0.923843
1426437965.975762,0.044113,-0.376953,-0.921677
1426437965.985590,0.039307,-0.375580,-0.926727
1426437965.995418,0.034027,-0.372391,-0.930252
1426437966.005247,0.028412,-0.370041,-0.936127
1426437966.015072,0.028503,-0.366608,-0.944321
1426437966.024901,0.020950,-0.364548,-0.938675
1426437966.034728,0.013901,-0.358856,-0.924973
1426437966.044542,0.011337,-0.365524,-0.911621
1426437966.054368,0.012985,-0.375397,-0.922073
1426437966.064225,0.026733,-0.376343,-0.941925
1426437966.074047,0.027084,-0.366425,-0.943604
1426437966.083872,0.023224,-0.357101,-0.947952
1426437966.093701,0.019379,-0.351486,-0.950867
1426437966.103514,0.018417,-0.349121,-0.947556
1426437966.113358,0.019638,-0.346512,-0.943878
1426437966.123180,0.029510,-0.349335,-0.950119
1426437966.133012,0.037796,-0.344513,-0.948990
1426437966.142851,0.032471,-0.339218,-0.936813
1426437966.152664,0.026123,-0.336166,-0.918808
1426437966.162480,0.028214,-0.339539,-0.901871
1426437966.172317,0.029861,-0.347885,-0.888412
1426437966.182135,0.039627,-0.353912,-0.881546
1426437966.191973,0.046661,-0.355225,-0.879883
1426437966.201790,0.051178,-0.351959,-0.876984
1426437966.211630,0.056824,-0.348633,-0.881668
1426437966.221457,0.053879,-0.345734,-0.884750
1426437966.231283,0.052368,-0.346069,-0.890320
1426437966.241111,0.047379,-0.356400,-0.898849
1426437966.250939,0.047867,-0.363068,-0.918747
1426437966.260765,0.048538,-0.364563,-0.929474
1426437966.270594,0.046097,-0.359619,-0.925049
1426437966.280424,0.043045,-0.353241,-0.925217
1426437966.290251,0.041946,-0.357071,-0.929947
1426437966.300081,0.039139,-0.359756,-0.933899
1426437966.309909,0.035797,-0.360428,-0.936142
1426437966.319738,0.036026,-0.359375,-0.937302
1426437966.329565,0.039673,-0.355713,-0.935944
1426437966.339393,0.042984,-0.352753,-0.930893
1426437966.349222,0.046417,-0.352341,-0.917969
1426437966.359049,0.046356,-0.355698,-0.904922
1426437966.368864,0.043762,-0.361008,-0.893112
1426437966.378708,0.040390,-0.365326,-0.890671
1426437966.388537,0.041031,-0.362656,-0.896164
1426437966.398365,0.040482,-0.360443,-0.907013
1426437966.408191,0.034088,-0.349701,-0.910172
1426437966.418019,0.024750,-0.344055,-0.914352
1426437966.427847,0.013657,-0.339478,-0.917191
1426437966.437677,-0.003906,-0.340256,-0.909637
1426437966.447504,-0.017365,-0.342896,-0.892303
1426437966.457332,-0.032013,-0.346939,-0.870575
1426437966.467158,-0.040268,-0.358765,-0.856140
1426437966.476986,-0.048126,-0.357590,-0.851089
1426437966.486813,-0.060944,-0.349182,-0.852097
1426437966.496642,-0.067398,-0.346176,-0.857117
1426437966.506468,-0.071457,-0.345596,-0.856583
1426437966.516296,-0.072800,-0.350861,-0.847305
1426437966.526125,-0.074234,-0.361679,-0.829315
1426437966.535951,-0.076080,-0.373276,-0.813293
1426437966.545786,-0.081604,-0.390961,-0.804138
1426437966.555607,-0.077499,-0.402542,-0.805008
1426437966.565428,-0.068939,-0.399902,-0.819199
1426437966.575261,-0.061035,-0.397507,-0.842377
1426437966.585080,-0.048660,-0.397842,-0.872986
1426437966.594918,-0.036530,-0.395721,-0.909561
1426437966.604747,-0.027313,-0.388123,-0.953369
1426437966.614573,-0.019775,-0.378555,-0.985489
1426437966.624413,-0.013016,-0.366562,-0.995667
1426437966.634231,-0.005722,-0.352081,-0.996552
1426437966.644041,0.001526,-0.347046,-0.975006
1426437966.653888,0.013992,-0.346161,-0.945801
1426437966.663719,0.027435,-0.343674,-0.913010
1426437966.673544,0.039719,-0.342957,-0.882889
1426437966.683371,0.056229,-0.337189,-0.851151
1426437966.693199,0.071289,-0.336777,-0.829727
1426437966.703015,0.077057,-0.329742,-0.816727
1426437966.712855,0.072250,-0.313263,-0.810852
1426437966.722668,0.057709,-0.299240,-0.804382
1426437966.732511,0.048599,-0.295593,-0.784439
1426437966.742329,0.039856,-0.297760,-0.744614
1426437966.752167,0.029495,-0.276779,-0.692780
1426437966.761995,0.024628,-0.239487,-0.656815
1426437966.771823,0.017410,-0.198624,-0.648895
1426437966.781653,0.018677,-0.165176,-0.672821
1426437966.791481,0.033081,-0.140045,-0.726852
1426437966.801310,0.059235,-0.125534,-0.764511
1426437966.811136,0.079071,-0.129486,-0.784760
1426437966.820964,0.088837,-0.142654,-0.774994
1426437966.830793,0.084045,-0.162064,-0.745117
1426437966.840622,0.068649,-0.168457,-0.692642
1426437966.850450,0.046524,-0.176788,-0.630112
1426437966.860278,0.019958,-0.189224,-0.577805
1426437966.870106,0.000732,-0.200363,-0.548813
1426437966.879936,-0.006546,-0.211746,-0.544373
1426437966.889764,0.002930,-0.224792,-0.555267
1426437966.899602,0.014221,-0.261719,-0.580246
1426437966.909424,-0.007202,-0.318344,-0.562973
1426437966.919251,-0.046753,-0.351501,-0.516083
1426437966.929081,-0.076569,-0.360794,-0.450607
1426437966.938910,-0.108902,-0.372131,-0.396225
1426437966.948737,-0.155350,-0.386078,-0.386551
1426437966.958566,-0.166946,-0.413040,-0.440643
1426437966.968395,-0.148544,-0.438034,-0.617981
1426437966.978222,-0.107193,-0.440720,-0.851898
1426437966.988051,-0.059464,-0.439255,-1.143707
1426437966.997879,-0.047302,-0.360153,-1.262878
1426437967.007710,-0.021515,-0.380356,-1.444382
1426437967.017534,0.022461,-0.483398,-1.507050
1426437967.027373,-0.059860,-0.510529,-1.395920
1426437967.037192,-0.152771,-0.453568,-1.238998
1426437967.047026,-0.201523,-0.362137,-1.105118
1426437967.056851,-0.162720,-0.342682,-1.168411
1426437967.066679,-0.114944,-0.314331,-1.438980
1426437967.076487,-0.095154,-0.305740,-1.566528
1426437967.086332,-0.102722,-0.275909,-1.622284
1426437967.096159,-0.104324,-0.250870,-1.581757
1426437967.105978,-0.097443,-0.238556,-1.452133
1426437967.115826,-0.032516,-0.254974,-1.270462
1426437967.125639,0.072632,-0.327408,-1.132584
1426437967.135465,0.099945,-0.426956,-0.997406
1426437967.145315,0.038849,-0.491852,-0.867340
1426437967.155137,-0.040619,-0.506256,-0.755737
1426437967.164976,-0.034180,-0.469971,-0.664810
1426437967.174803,0.055283,-0.413498,-0.668060
1426437967.184636,0.128479,-0.338821,-0.752090
1426437967.194465,0.158051,-0.303711,-0.795609
1426437967.204281,0.163467,-0.273102,-0.790894
1426437967.214122,0.130768,-0.204926,-0.826202
1426437967.223928,0.095551,-0.174561,-0.744659
1426437967.233782,0.075516,-0.184814,-0.660385
1426437967.243601,0.076035,-0.214691,-0.632889
1426437967.253420,0.097549,-0.241806,-0.655136
1426437967.263252,0.113403,-0.260361,-0.730255
1426437967.273077,0.118546,-0.270950,-0.849487
1426437967.282908,0.124222,-0.264465,-1.016510
1426437967.292732,0.115036,-0.238724,-1.183044
1426437967.302571,0.089951,-0.202942,-1.322205
1426437967.312388,0.066605,-0.161392,-1.387131
1426437967.322215,0.050491,-0.128845,-1.366821
1426437967.332044,0.053192,-0.128113,-1.316345
1426437967.341871,0.073700,-0.167389,-1.265015
1426437967.351700,0.089554,-0.229050,-1.213379
1426437967.361528,0.089935,-0.270981,-1.134689
1426437967.371361,0.083847,-0.276459,-1.036026
1426437967.381192,0.037827,-0.253540,-0.941635
1426437967.391014,-0.016418,-0.233261,-0.864334
1426437967.400842,-0.043915,-0.220078,-0.818115
1426437967.410668,-0.058685,-0.197830,-0.813171
1426437967.420495,-0.069122,-0.179565,-0.803635
1426437967.430324,-0.076141,-0.177063,-0.782852
1426437967.440152,-0.058182,-0.169876,-0.755814
1426437967.449981,-0.054794,-0.170837,-0.746872
1426437967.459810,-0.067627,-0.192444,-0.719971
1426437967.469637,-0.078903,-0.182907,-0.625854
1426437967.479466,-0.087601,-0.188721,-0.540070
1426437967.489295,-0.089722,-0.220734,-0.459732
1426437967.499123,-0.099289,-0.227646,-0.371216
1426437967.508949,-0.137512,-0.251266,-0.352829
1426437967.518777,-0.156097,-0.313843,-0.382309
1426437967.528606,-0.125671,-0.352371,-0.429810
1426437967.538435,-0.081024,-0.370453,-0.474792
1426437967.548262,-0.062103,-0.371170,-0.518509
1426437967.558071,-0.068253,-0.361313,-0.639877
1426437967.567916,-0.044327,-0.321945,-0.796570
1426437967.577745,0.020844,-0.292587,-0.839340
1426437967.587572,0.069580,-0.360291,-0.960739
1426437967.597399,0.073547,-0.447754,-1.050446
1426437967.607226,0.093811,-0.442551,-1.089539
1426437967.617054,0.154327,-0.401581,-1.244186
1426437967.626882,0.232712,-0.363708,-1.511505
1426437967.636709,0.257111,-0.315659,-1.771866
1426437967.646542,0.198227,-0.267792,-1.962357
1426437967.656365,0.122070,-0.199631,-2.028244
1426437967.666195,0.079788,-0.142548,-1.962814
1426437967.676018,0.035934,-0.122589,-1.778854
1426437967.685848,0.018066,-0.131210,-1.513901
1426437967.695672,0.024780,-0.163788,-1.203842
1426437967.705504,0.037476,-0.215759,-0.925568
1426437967.715327,0.033951,-0.269547,-0.698334
1426437967.725155,0.017258,-0.301804,-0.562744
1426437967.734979,-0.005203,-0.289856,-0.512604
1426437967.744808,-0.036301,-0.250839,-0.534012
1426437967.754638,-0.070023,-0.202560,-0.579834
1426437967.764462,-0.098785,-0.128769,-0.600632
1426437967.774295,-0.126160,-0.056442,-0.586227
1426437967.784124,-0.146072,-0.028091,-0.519287
1426437967.793951,-0.112976,-0.019745,-0.395950
1426437967.803768,0.032394,-0.041931,-0.336685
1426437967.813608,0.244659,-0.130463,-0.468887
1426437967.823426,0.439926,-0.207550,-0.837723
1426437967.833264,0.480148,-0.213257,-1.351044
1426437967.843083,0.378494,-0.093781,-1.834412
1426437967.852922,0.171417,0.052032,-2.174301
1426437967.862762,-0.033051,0.170334,-2.269379
1426437967.872577,-0.164993,0.224869,-2.085388
1426437967.882402,-0.144745,0.176575,-1.673340
1426437967.892231,-0.049072,-0.018524,-1.171478
1426437967.902061,0.083679,-0.277603,-0.742355
1426437967.911896,0.241394,-0.526459,-0.483719
1426437967.921715,0.360596,-0.711731,-0.483505
1426437967.931533,0.406540,-0.758942,-0.681931
1426437967.941370,0.373337,-0.657333,-0.952850
1426437967.951199,0.269226,-0.505005,-1.143326
